word,shape,distinct,meaning
vov,CVC,yes,axis
vox,CVC,yes,
voj,CVC,yes,
voc,CVC,yes,
voC,CVC,yes,
vol,CVC,yes,
vor,CVC,yes,
vum,CVC,yes,
vun,CVC,yes,on
vuq,CVC,yes,data
vub,CVC,yes,
vud,CVC,yes,
vug,CVC,yes,
vup,CVC,yes,
vut,CVC,yes,
vuk,CVC,yes,
vus,CVC,yes,flex
vuz,CVC,yes,
vuf,CVC,yes,
vuv,CVC,yes,
vux,CVC,yes,
vuj,CVC,yes,
vuc,CVC,yes,catch
vuC,CVC,yes,
vul,CVC,yes,via
vur,CVC,yes,
xim,CVC,yes,speech
xin,CVC,yes,machine
xiq,CVC,yes,will
xib,CVC,yes,
xid,CVC,yes,grey
xig,CVC,yes,
xip,CVC,yes,imagine
xit,CVC,yes,provide
xik,CVC,yes,computation
xis,CVC,yes,
xiz,CVC,yes,
xif,CVC,yes,
xiv,CVC,yes,destroy
xix,CVC,yes,
xij,CVC,yes,
xic,CVC,yes,eye
xiC,CVC,yes,
xem,CVC,yes,
xen,CVC,yes,result
xeq,CVC,yes,
xeb,CVC,yes,
xed,CVC,yes,should
xeg,CVC,yes,
xep,CVC,yes,
xet,CVC,yes,
xek,CVC,yes,
xes,CVC,yes,
xez,CVC,yes,
xef,CVC,yes,
xev,CVC,yes,
xex,CVC,yes,
xej,CVC,yes,
xec,CVC,yes,
xeC,CVC,yes,
xam,CVC,yes,chime
xan,CVC,yes,
xaq,CVC,yes,
xab,CVC,yes,seven
xad,CVC,yes,
xag,CVC,yes,
xap,CVC,yes,
xat,CVC,yes,or
xak,CVC,yes,
xas,CVC,yes,
xaz,CVC,yes,
xaf,CVC,yes,
xav,CVC,yes,
xax,CVC,yes,eternal
xaj,CVC,yes,
xac,CVC,yes,
xaC,CVC,yes,
xal,CVC,yes,share
xar,CVC,yes,
xom,CVC,yes,now
xon,CVC,yes,
xoq,CVC,yes,
xob,CVC,yes,
xod,CVC,yes,
xog,CVC,yes,
xop,CVC,yes,
xot,CVC,yes,
xok,CVC,yes,copy
xos,CVC,yes,
xoz,CVC,yes,
xof,CVC,yes,
xov,CVC,yes,
xox,CVC,yes,
xoj,CVC,yes,
xoc,CVC,yes,
xoC,CVC,yes,
xol,CVC,yes,show
xor,CVC,yes,
xum,CVC,yes,sky
xun,CVC,yes,change
xuq,CVC,yes,
xub,CVC,yes,
xud,CVC,yes,quiet
xug,CVC,yes,
xup,CVC,yes,ship
xut,CVC,yes,shout
xuk,CVC,yes,
xus,CVC,yes,
xuz,CVC,yes,
xuf,CVC,yes,
xuv,CVC,yes,return
xux,CVC,yes,
xuj,CVC,yes,
xuc,CVC,yes,
xuC,CVC,yes,
xul,CVC,yes,subtract
xur,CVC,yes,
jim,CVC,yes,
jin,CVC,yes,paradise
jiq,CVC,yes,
jib,CVC,yes,
jid,CVC,yes,
jig,CVC,yes,
jip,CVC,yes,
jit,CVC,yes,digit
jik,CVC,yes,
jis,CVC,yes,
jiz,CVC,yes,
jif,CVC,yes,
jiv,CVC,yes,
jix,CVC,yes,
jij,CVC,yes,
jic,CVC,yes,
jiC,CVC,yes,
jem,CVC,yes,
jen,CVC,yes,
jeq,CVC,yes,
jeb,CVC,yes,
jed,CVC,yes,
jeg,CVC,yes,
jep,CVC,yes,
jet,CVC,yes,throw
jek,CVC,yes,
jes,CVC,yes,
jez,CVC,yes,
jef,CVC,yes,
jev,CVC,yes,
jex,CVC,yes,
jej,CVC,yes,
jec,CVC,yes,
jeC,CVC,yes,
jam,CVC,yes,
jan,CVC,yes,spirit
jaq,CVC,yes,count
jab,CVC,yes,
jad,CVC,yes,
jag,CVC,yes,
jap,CVC,yes,
jat,CVC,yes,
jak,CVC,yes,wisdom
jas,CVC,yes,just (close-focus)
jaz,CVC,yes,
jaf,CVC,yes,
jav,CVC,yes,
jax,CVC,yes,
jaj,CVC,yes,
jac,CVC,yes,
jaC,CVC,yes,
jal,CVC,yes,
jar,CVC,yes,
jom,CVC,yes,pattern
jon,CVC,yes,
joq,CVC,yes,
job,CVC,yes,
jod,CVC,yes,
jog,CVC,yes,
jop,CVC,yes,
jot,CVC,yes,
jok,CVC,yes,
jos,CVC,yes,
joz,CVC,yes,
jof,CVC,yes,
jov,CVC,yes,
jox,CVC,yes,
joj,CVC,yes,
joc,CVC,yes,
joC,CVC,yes,
jol,CVC,yes,
jor,CVC,yes,
jum,CVC,yes,
jun,CVC,yes,
juq,CVC,yes,
jub,CVC,yes,
jud,CVC,yes,
jug,CVC,yes,
jup,CVC,yes,
jut,CVC,yes,
juk,CVC,yes,
jus,CVC,yes,
juz,CVC,yes,
juf,CVC,yes,
juv,CVC,yes,
jux,CVC,yes,
juj,CVC,yes,
juc,CVC,yes,
juC,CVC,yes,
jul,CVC,yes,universe
jur,CVC,yes,
cim,CVC,yes,
cin,CVC,yes,
ciq,CVC,yes,thing (hatchling)
cib,CVC,yes,
cid,CVC,yes,
cig,CVC,yes,
cip,CVC,yes,
cit,CVC,yes,get
cik,CVC,yes,
cis,CVC,yes,
ciz,CVC,yes,
cif,CVC,yes,
civ,CVC,yes,
cix,CVC,yes,
cij,CVC,yes,
cic,CVC,yes,
ciC,CVC,yes,
cem,CVC,yes,
cen,CVC,yes,
ceq,CVC,yes,
ceb,CVC,yes,
ced,CVC,yes,
ceg,CVC,yes,
cep,CVC,yes,
cet,CVC,yes,
cek,CVC,yes,
ces,CVC,yes,
cez,CVC,yes,
cef,CVC,yes,
cev,CVC,yes,
cex,CVC,yes,
cej,CVC,yes,
cec,CVC,yes,
ceC,CVC,yes,
cam,CVC,yes,then
can,CVC,yes,
caq,CVC,yes,
cab,CVC,yes,
cad,CVC,yes,life
cag,CVC,yes,
cap,CVC,yes,
cat,CVC,yes,mud
cak,CVC,yes,thank
cas,CVC,yes,
caz,CVC,yes,
caf,CVC,yes,
cav,CVC,yes,
cax,CVC,yes,
caj,CVC,yes,
cac,CVC,yes,
caC,CVC,yes,
cal,CVC,yes,
car,CVC,yes,
com,CVC,yes,
con,CVC,yes,
coq,CVC,yes,
cob,CVC,yes,
cod,CVC,yes,
cog,CVC,yes,
cop,CVC,yes,
cot,CVC,yes,
cok,CVC,yes,spec
cos,CVC,yes,
coz,CVC,yes,
cof,CVC,yes,
cov,CVC,yes,brown
cox,CVC,yes,
coj,CVC,yes,
coc,CVC,yes,
coC,CVC,yes,
col,CVC,yes,
cor,CVC,yes,
cum,CVC,yes,
cun,CVC,yes,
cuq,CVC,yes,
cub,CVC,yes,torture
cud,CVC,yes,
cug,CVC,yes,
cup,CVC,yes,
cut,CVC,yes,
cuk,CVC,yes,eleven
cus,CVC,yes,
cuz,CVC,yes,
cuf,CVC,yes,
cuv,CVC,yes,field (ether)
cux,CVC,yes,key
cuj,CVC,yes,
cuc,CVC,yes,
cuC,CVC,yes,
cul,CVC,yes,
cur,CVC,yes,
Cim,CVC,yes,
Cin,CVC,yes,
Ciq,CVC,yes,
Cib,CVC,yes,
Cid,CVC,yes,
Cig,CVC,yes,
Cip,CVC,yes,
Cit,CVC,yes,
Cik,CVC,yes,
Cis,CVC,yes,
Ciz,CVC,yes,kaledoscope
Cif,CVC,yes,
Civ,CVC,yes,
Cix,CVC,yes,
Cij,CVC,yes,
Cic,CVC,yes,
CiC,CVC,yes,
Cem,CVC,yes,
Cen,CVC,yes,
Ceq,CVC,yes,
Ceb,CVC,yes,
Ced,CVC,yes,
Ceg,CVC,yes,
Cep,CVC,yes,
Cet,CVC,yes,
Cek,CVC,yes,
Ces,CVC,yes,
Cez,CVC,yes,
Cef,CVC,yes,
Cev,CVC,yes,without
Cex,CVC,yes,
Cej,CVC,yes,
Cec,CVC,yes,
CeC,CVC,yes,
Cam,CVC,yes,
Can,CVC,yes,than/compare
Caq,CVC,yes,
Cab,CVC,yes,
Cad,CVC,yes,
Cag,CVC,yes,
Cap,CVC,yes,
Cat,CVC,yes,
Cak,CVC,yes,
Cas,CVC,yes,thus
Caz,CVC,yes,
Caf,CVC,yes,
Cav,CVC,yes,
Cax,CVC,yes,
Caj,CVC,yes,
Cac,CVC,yes,
CaC,CVC,yes,
Cal,CVC,yes,
Car,CVC,yes,there (abstract reference)
Com,CVC,yes,
Con,CVC,yes,transition
Coq,CVC,yes,
Cob,CVC,yes,
Cod,CVC,yes,
Cog,CVC,yes,though/regard
Cop,CVC,yes,
Cot,CVC,yes,
Cok,CVC,yes,
Cos,CVC,yes,
Coz,CVC,yes,except
Cof,CVC,yes,
Cov,CVC,yes,
Cox,CVC,yes,
Coj,CVC,yes,
Coc,CVC,yes,
CoC,CVC,yes,
Col,CVC,yes,
Cor,CVC,yes,
Cum,CVC,yes,
Cun,CVC,yes,
Cuq,CVC,yes,
Cub,CVC,yes,
Cud,CVC,yes,
Cug,CVC,yes,
Cup,CVC,yes,
Cut,CVC,yes,
Cuk,CVC,yes,
Cus,CVC,yes,
Cuz,CVC,yes,
Cuf,CVC,yes,
Cuv,CVC,yes,
Cux,CVC,yes,
Cuj,CVC,yes,
Cuc,CVC,yes,
CuC,CVC,yes,
Cul,CVC,yes,
Cur,CVC,yes,
wim,CVC,yes,bounty
win,CVC,yes,when (time location)
wiq,CVC,yes,wing
wib,CVC,yes,
wid,CVC,yes,
wig,CVC,yes,kaleidoscope
wip,CVC,yes,
wit,CVC,yes,
wik,CVC,yes,
wis,CVC,yes,inverse
wiz,CVC,yes,solve
wif,CVC,yes,
wiv,CVC,yes,connection network (neighborhood)
wix,CVC,yes,
wij,CVC,yes,
wic,CVC,yes,
wiC,CVC,yes,
wem,CVC,yes,warm
wen,CVC,yes,
weq,CVC,yes,
web,CVC,yes,
wed,CVC,yes,
weg,CVC,yes,
wep,CVC,yes,
wet,CVC,yes,wait
wek,CVC,yes,week
wes,CVC,yes,
wez,CVC,yes,fifteen
wef,CVC,yes,
wev,CVC,yes,wave
wex,CVC,yes,
wej,CVC,yes,
wec,CVC,yes,
weC,CVC,yes,
wam,CVC,yes,
wan,CVC,yes,why
waq,CVC,yes,um
wab,CVC,yes,
wad,CVC,yes,
wag,CVC,yes,
wap,CVC,yes,
wat,CVC,yes,white
wak,CVC,yes,walk
was,CVC,yes,
waz,CVC,yes,
waf,CVC,yes,
wav,CVC,yes,exist
wax,CVC,yes,
waj,CVC,yes,
wac,CVC,yes,
waC,CVC,yes,water
wal,CVC,yes,while
war,CVC,yes,wear
wom,CVC,yes,well (good)
won,CVC,yes,
woq,CVC,yes,
wob,CVC,yes,
wod,CVC,yes,
wog,CVC,yes,
wop,CVC,yes,
wot,CVC,yes,
wok,CVC,yes,
wos,CVC,yes,
woz,CVC,yes,problem
wof,CVC,yes,
wov,CVC,yes,
wox,CVC,yes,
woj,CVC,yes,
woc,CVC,yes,
woC,CVC,yes,
wol,CVC,yes,wow
wor,CVC,yes,forceful (like hard hit)
wum,CVC,yes,swim
wun,CVC,yes,woo
wuq,CVC,yes,
wub,CVC,yes,
wud,CVC,yes,
wug,CVC,yes,emanate
wup,CVC,yes,
wut,CVC,yes,what
wuk,CVC,yes,
wus,CVC,yes,
wuz,CVC,yes,
wuf,CVC,yes,
wuv,CVC,yes,
wux,CVC,yes,system
wuj,CVC,yes,
wuc,CVC,yes,
wuC,CVC,yes,
wul,CVC,yes,
wur,CVC,yes,
lim,CVC,yes,
lin,CVC,yes,learn
liq,CVC,yes,simulate
lib,CVC,yes,
lid,CVC,yes,lead
lig,CVC,yes,square root
lip,CVC,yes,chain
lit,CVC,yes,light
lik,CVC,yes,link
lis,CVC,yes,
liz,CVC,yes,
lif,CVC,yes,leaf
liv,CVC,yes,
lix,CVC,yes,
lij,CVC,yes,orient
lic,CVC,yes,
liC,CVC,yes,
lem,CVC,yes,low
len,CVC,yes,
leq,CVC,yes,
leb,CVC,yes,
led,CVC,yes,
leg,CVC,yes,
lep,CVC,yes,push
let,CVC,yes,
lek,CVC,yes,collect
les,CVC,yes,air
lez,CVC,yes,
lef,CVC,yes,
lev,CVC,yes,
lex,CVC,yes,
lej,CVC,yes,
lec,CVC,yes,
leC,CVC,yes,point
lam,CVC,yes,real
lan,CVC,yes,land
laq,CVC,yes,object feature type
lab,CVC,yes,
lad,CVC,yes,yellow
lag,CVC,yes,organ (body)
lap,CVC,yes,
lat,CVC,yes,
lak,CVC,yes,like
las,CVC,yes,
laz,CVC,yes,very much of (-some)
laf,CVC,yes,four
lav,CVC,yes,love
lax,CVC,yes,add
laj,CVC,yes,
lac,CVC,yes,
laC,CVC,yes,
lal,CVC,yes,y-axis
lar,CVC,yes,
lom,CVC,yes,plural (many)
lon,CVC,yes,loan
loq,CVC,yes,
lob,CVC,yes,error
lod,CVC,yes,load
log,CVC,yes,
lop,CVC,yes,
lot,CVC,yes,lot (land)
lok,CVC,yes,place (space location)
los,CVC,yes,less of (-less) empty
loz,CVC,yes,
lof,CVC,yes,
lov,CVC,yes,
lox,CVC,yes,string (computing)
loj,CVC,yes,
loc,CVC,yes,
loC,CVC,yes,
lol,CVC,yes,
lor,CVC,yes,lord
lum,CVC,yes,branch
lun,CVC,yes,moon
luq,CVC,yes,question
lub,CVC,yes,
lud,CVC,yes,
lug,CVC,yes,
lup,CVC,yes,loop
lut,CVC,yes,
luk,CVC,yes,look
lus,CVC,yes,
luz,CVC,yes,
luf,CVC,yes,far (large-distance-focus)
luv,CVC,yes,
lux,CVC,yes,
luj,CVC,yes,logic
luc,CVC,yes,
luC,CVC,yes,
lul,CVC,yes,
lur,CVC,yes,
rim,CVC,yes,
rin,CVC,yes,run
riq,CVC,yes,
rib,CVC,yes,ribbit
rid,CVC,yes,read
rig,CVC,yes,
rip,CVC,yes,rich
rit,CVC,yes,soil
rik,CVC,yes,up
ris,CVC,yes,express
riz,CVC,yes,rise
rif,CVC,yes,close (near)
riv,CVC,yes,to/arrive
rix,CVC,yes,
rij,CVC,yes,
ric,CVC,yes,straight
riC,CVC,yes,algorithm
rem,CVC,yes,
ren,CVC,yes,rain
req,CVC,yes,
reb,CVC,yes,
red,CVC,yes,red
reg,CVC,yes,edit
rep,CVC,yes,
ret,CVC,yes,after
rek,CVC,yes,
res,CVC,yes,
rez,CVC,yes,
ref,CVC,yes,success
rev,CVC,yes,
rex,CVC,yes,array
rej,CVC,yes,
rec,CVC,yes,
reC,CVC,yes,progress
ram,CVC,yes,dark
ran,CVC,yes,frog
raq,CVC,yes,wrong
rab,CVC,yes,ride
rad,CVC,yes,
rag,CVC,yes,
rap,CVC,yes,wrap
rat,CVC,yes,write
rak,CVC,yes,rock
ras,CVC,yes,in
raz,CVC,yes,resonate
raf,CVC,yes,reference
rav,CVC,yes,particle
rax,CVC,yes,
raj,CVC,yes,range
rac,CVC,yes,
raC,CVC,yes,rhythm
ral,CVC,yes,raw
rar,CVC,yes,rare
rom,CVC,yes,
ron,CVC,yes,environment
roq,CVC,yes,
rob,CVC,yes,
rod,CVC,yes,
rog,CVC,yes,thirteen
rop,CVC,yes,
rot,CVC,yes,FALSE
rok,CVC,yes,
ros,CVC,yes,force
roz,CVC,yes,rose
rof,CVC,yes,
rov,CVC,yes,copper
rox,CVC,yes,
roj,CVC,yes,
roc,CVC,yes,
roC,CVC,yes,
rol,CVC,yes,cycle
ror,CVC,yes,
rum,CVC,yes,realm
run,CVC,yes,glyph
ruq,CVC,yes,
rub,CVC,yes,logarithm
rud,CVC,yes,update
rug,CVC,yes,this
rup,CVC,yes,right (time)
rut,CVC,yes,
ruk,CVC,yes,location
rus,CVC,yes,
ruz,CVC,yes,consonant
ruf,CVC,yes,
ruv,CVC,yes,local
rux,CVC,yes,
ruj,CVC,yes,
ruc,CVC,yes,
ruC,CVC,yes,
rul,CVC,yes,rule (in system)
rur,CVC,yes,
yim,CVC,yes,
yin,CVC,yes,
yiq,CVC,yes,impermanent
yib,CVC,yes,
yid,CVC,yes,
yig,CVC,yes,
yip,CVC,yes,
yit,CVC,yes,night
yik,CVC,yes,
yis,CVC,yes,
yiz,CVC,yes,
yif,CVC,yes,
yiv,CVC,yes,
yix,CVC,yes,something
yij,CVC,yes,
yic,CVC,yes,
yiC,CVC,yes,
yem,CVC,yes,yum (food)
yen,CVC,yes,
yeq,CVC,yes,
yeb,CVC,yes,
yed,CVC,yes,
yeg,CVC,yes,
yep,CVC,yes,
yet,CVC,yes,
yek,CVC,yes,
yes,CVC,yes,
yez,CVC,yes,
yef,CVC,yes,
yev,CVC,yes,sort
yex,CVC,yes,
yej,CVC,yes,
yec,CVC,yes,
yeC,CVC,yes,
yam,CVC,yes,day
yan,CVC,yes,vehicle
yaq,CVC,yes,permanent
yab,CVC,yes,
yad,CVC,yes,away
yag,CVC,yes,
yap,CVC,yes,yep
yat,CVC,yes,way
yak,CVC,yes,
yas,CVC,yes,
yaz,CVC,yes,
yaf,CVC,yes,
yav,CVC,yes,
yax,CVC,yes,
yaj,CVC,yes,measure
yac,CVC,yes,
yaC,CVC,yes,
yal,CVC,yes,turquoise
yar,CVC,yes,year
yom,CVC,yes,
yon,CVC,yes,
yoq,CVC,yes,
yob,CVC,yes,
yod,CVC,yes,
yog,CVC,yes,practice of focusing on x (-ism)
yop,CVC,yes,
yot,CVC,yes,
yok,CVC,yes,
yos,CVC,yes,
yoz,CVC,yes,
yof,CVC,yes,
yov,CVC,yes,of
yox,CVC,yes,
yoj,CVC,yes,
yoc,CVC,yes,
yoC,CVC,yes,
yol,CVC,yes,yell
yor,CVC,yes,
yum,CVC,yes,
yun,CVC,yes,
yuq,CVC,yes,
yub,CVC,yes,
yud,CVC,yes,
yug,CVC,yes,
yup,CVC,yes,
yut,CVC,yes,yet
yuk,CVC,yes,
yus,CVC,yes,
yuz,CVC,yes,use
yuf,CVC,yes,
yuv,CVC,yes,view
yux,CVC,yes,
yuj,CVC,yes,
yuc,CVC,yes,with (con-)
yuC,CVC,yes,
yul,CVC,yes,polynomial
yur,CVC,yes,
