tune,english
snariq,snare (trap)
snatat,pierce
snikor,snicker
snirin,sneer
sniriq,sneer
snogat,snag
snorag,snore
snufil,snuff
solsit,solicit
sorsis,exorcise
sotxat,gleam
spafan,specify
spanak,spy
spandj,sponge (animal)
spaniq,spawn
sparot,spar
spatol,spot
spatur,spatter
spekul,speckle
spilax,spill
spirad,spearhead
spiran,spear
spirud,contest
spisis,species
spland,splendor
spolag,spoil
sprant,sprint
spuran,spur
spurat,throb
srilas,sale
srotas,current (river)
stabol,stubble
stafol,stifle
stagur,stagger
stakip,stocky (build)
stakiq,stalk
stamor,stammer
stanat,reverberate
stanev,send off
staniq,stunning
stanix,astonish
stapal,pomegranite
starak,stare
stator,stationary
stavar,steady
staxig,stash
stelan,stale
steman,stem
stevat,stave
stexon,station
stiCur,truncate
stilaq,still
stipik,steep
stiqiv,sting
stiral,sterile
stirat,stability
stolik,stoic
stomat,stomata
strand,strand
stuCul,coefficient
sublat,sublet
sudjil,stochastic
sukort,sue
sulsin,trivial
sumran,sum (addition)
sundar,charming
supmaz,supervise
surfas,face (surface)
surget,surrogate
surmaz,surmise
surpaz,surpass
survav,survive
svadan,flavor
svaduq,grape/berry
svagam,welcome
sviCam,roast
svivon,spinning top
tablet,tabulate
tafkid,duty
taglor,tug
tagmul,compensation
tagnaz,antagonize
taknol,technology
takrim,respect (object)
takrit,incident
takxat,chisel
takziv,budget
talgim,dodge
talxin,defiant
tamlal,transcribe
tamlil,lyrics
tamnet,contaminate
tampan,tampon
tampor,tamper
tanbig,transduction
tanlum,turbulent
tanmin,sweet (emotion)
tansor,tensor
tantij,taunt
tantiq,snoop
tantum,wire
tanxan,attention
tanxiq,elastic
tanzen,naive
tanzik,blanket
taprak,apple
taqgop,adopt
tarbol,terrible
tardig,tardigrada
tardim,hibernation
tardus,thrush (bird)
targat,interrogate
targil,exercise
targum,translation
tarkam,speculation
tarkiz,concentrate
tarlig,twirl
tarpan,satisfy
tarpen,tarp
tarsak,intersect
tartir,rumble
tartuq,tart
tartuq,tart
tarxim,sketch
taskil,frustrate
tasman,testament
tasmin,symptom
tavrup,sanitation
tedjat,sharp
teknev,take off
teknik,technique
tekriq,take care of
telfon,phone
telorn,tailor
tempon,tempo
tempur,temper
tenant,tenant
tendas,tend (to tend to)
tentor,taint
tenxal,potential
teport,teleport
teqgol,tangle
teqket,tank (do bad)
teqtoq,ache
teslan,tesla (measurement)
tesrak,tesseract
tetrex,tetration
tetxal,spade
tetxiq,livid
tiftuf,trickle
tigris,tiger
tiktak,tick (sound)
timdat,intimidate
tinedj,teenager
tinmat,tin
tintec,tint
tiprat,tip
tiptol,tiptoe
tiqkal,twinkle
tirant,tyrrany
tirdan,bother
titrat,titration
titxum,pose (question)
titxun,quit
tkslit,rodentia
tkslit,rodentia
tkslit,rodentia
tolpal,bid
tolpal,bid
tolpal,bid
toqkut,anguish
toqkut,anguish
toqkut,anguish
toqlaq,flux
toqlaq,flux
toqlaq,flux
toqxin,correspond
toqxin,correspond
toqxin,correspond
torkit,torque
torkit,torque
torkit,torque
tornev,turn off
tornev,turn off
tornev,turn off
torpid,torpedo
torpid,torpedo
torpid,torpedo
torson,torso
torson,torso
torson,torso
tortug,turtle
tortug,turtle
tortug,turtle
torxan,torsion
torxan,torsion
torxan,torsion
tostod,toast (action)
tostod,toast (action)
tostod,toast (action)
trabol,trouble
tradik,contradict
tramap,trauma
trandj,fin
trants,trance
trantx,tarnish
trasiq,truss
tratul,trot
traval,travel
tredic,tread
trekat,trek
trelan,trail
triket,extricate
trikut,intricate
trilol,trial
tripor,trip (fall)
tritex,treat
tritik,treaty
trodus,introduce
trusiC,truce
tucnev,set off
tucnev,set off
tucnev,set off
tucrik,set up
tucrik,set up
tucrik,set up
tudjem,schematic
tudjem,schematic
tudjem,schematic
tuksul,flinch
tuksul,flinch
tuksul,flinch
tuktuk,caribou
tuktuk,caribou
tuktuk,caribou
tukvak,moose
tukvak,moose
tukvak,moose
turfir,interfere
turfir,interfere
turfir,interfere
turmon,term (language)
turmon,term (language)
turmon,term (language)
turnir,competition
turnir,competition
turnir,competition
txabeq,differential
txabit,chub
txadan,menu
txadiv,chide
txagut,chug
txakal,chuckle
txakin,chuck
txalal,material
txalat,traverse
txaloq,admit
txalum,tide
txanaq,prospect
txanik,migrate
txants,chance
txanuk,confess
txaqan,reimburse
txardj,charge (electricity)
txebal,reassure
txedan,defect
txedik,thorough
txefak,deficient
txekut,garage
txesan,chasten
txesul,mastermind
txibit,pungent
txibit,pungent
txibit,pungent
txidal,equator
txidal,equator
txidal,equator
txifug,undulate
txigam,strange
txigam,strange
txigam,strange
txigar,odd
txigar,odd
txigar,odd
txikan,chicken
txikan,chicken
txikan,chicken
txikar,shrill
txikar,shrill
txikar,shrill
txilor,minor
txiluk,strategy
txilun,gear
txipur,chipper
txipur,chipper
txipur,chipper
txiqal,jiggle
txiqal,jiggle
txiqal,jiggle
txiqek,mild
txiqek,mild
txiqek,mild
txirak,cherry
txiral,moreover
txirik,cheer up
txirul,flimsy
txisop,climate
txitak,cheat
txitak,cheat
txitak,cheat
txixam,charity
txixib,bias
txizit,resign
txodat,incite
txolul,excellence
txonil,seat
txoqul,pet
txubal,rowdy
txubek,reserve
txudal,channel
txudet,acquire
txudiq,ascertain
txufin,differentiate
txugan,supervisor
txulik,dispose
txulok,flood
txulup,rude
txumik,spring (water)
txunil,originality
txusan,perspire
txusim,trend
txusuk,retrieve
vagron,vine
vakrin,crooked
vaksin,vaccine
valbal,confuse
valdet,validate
valnas,venus
valtir,volunteer
valtov,vault
vampir,vampire
vantaj,advantage
vapret,evaporate
vardat,elevate
vardik,verdict
varnix,varnish
varxon,variation
vastav,genuine
vatlaz,revitalize
vatzir,reinforce
vektar,vector (math)
venret,venerate
vental,eventual
ventaz,vent
vestan,vest (let sit)
vidjan,young
vikram,pace
viladj,village
vinkak,lemming
viralm,overwhelm
visret,vociferate
voldor,folder
volgar,vulgar
volkan,volcano
vorbal,verbal
vorjan,version
vortak,vortex
vortaz,advertise
vorxol,virtual
vramat,stop
vranan,sore
vucrik,catch up
vulpes,fox
waCsul,bay
wadjiz,wedge
wadrun,wad
waksan,wax
wakxaq,extrovert
waltal,coat
wandor,wonder
wantin,teen
wanzeq,intact
waqgoq,staff
waqgul,stubborn
waqpal,trump
warbol,warble
warkus,oak
warpot,warp
wartiq,warranty
webrat,web
wedjar,wager
wedjim,wage
wedjip,critical
wedjun,hypocrite
wedrag,wade
wekand,wack
wenrol,tender
wenxun,meek
wenzoq,sedate
weskar,whisker
westit,waste
wicold,withhold
wicral,withdraw
widjet,widget
wikzaq,disguise
wildur,bewilder
wimpur,whimper
windol,window
wintar,winter
wipraz,cry
wiqkis,wink
wiskac,whisk
wispur,whisper
witnes,witness
woCran,whether
wolban,buddy
worint,warrant
wornuc,warn
wundun,wound
wurlig,whirl
wutxam,lunch
wutxuk,vapid
xabitz,assign
xadist,shroud
xadrig,upgrade
xagrir,envoy
xakran,wheel
xakzir,restore
xalren,villain
xalxam,lily
xambol,shamble
xampen,champagne
xanlaq,hearty
xapetz,renovate
xapord,shepherd
xaprat,shop
xaqdal,anticipate
xaqfaq,counterpart
xaqzaq,twiddle
xarotz,infest
xaskur,ask out
xatxuk,sag
xikdam,chic
xikvan,level
xistok,schist
xivral,shrivel
xkidaq,persevere
xkilaq,consider
xlegal,schlegel
xlikut,mission
xninan,wit
xoldal,receipt
xolgoq,handmade
xolrik,show up
xolxip,punctual
xopsak,dashing
xredat,shred
xubtuk,slump
xudjan,trim
xulrul,debilitate
xunlan,drill (training)
xunrax,shoe
xuntat,shun
xutxik,shame
xutxuq,export
yaCnak,dwindle
yalpic,yelp
yanlin,stern
yanmon,inundate
yanxip,maneuver
yanxuf,owl
yanxun,perpetuate
yanzoq,severe
yaqkut,infancy
yarnet,yarn
yatxat,sustain
yatzig,represent
yedjan,nocturnal
yeqkoC,yank
yetzir,instinct
yiqban,strain (force)
yiqful,cope
yiqral,linger
yoldan,merit
yolxiq,tangible
yolxur,outstanding
yornas,uranus
yudjip,estimate
yugman,even
yuklid,euclidean
yulkal,pleasant
yundoq,campaign
yurnat,urinate
yusorp,usurp
yuvlan,uvula
yuzrik,use up
zadjim,acrobat
zakgal,lousy
zaklan,beard
zalret,exhilarate
zalzek,marsh (land)
zampol,example
zamrar,fright
zanlan,exhibit
zanret,exonerate
zanzeq,war
zanzim,transpose
zaqkan,scene
zaqlip,funeral
zasbet,exacerbate
zenton,monotone
zenxip,authentic
zeqdul,scramble
zeqzam,flounder
zeqzik,integrity
zeqzit,politics
zestok,zest
zetzol,pucker
zidjek,direct (immediate)
zidjul,sentience
zigzag,zigzag
zikxur,philosophy
zilant,resilient
zimzum,contraction
zindaq,oscillate
ziprat,zip
zizant,representative
zondak,crucial
zonlaq,weight
zonsur,zone out
baktrak,backtrack
baldjiq,alarm
baldjoq,bulge
bambard,bombard
bandedj,bandage
bantxap,bunch (up)
beqdjin,taut
beqkrap,bankrupt
beqkrol,bankroll
bidants,obedience
bigradj,begrudge
blaCrak,balloon
blandiC,blind
blandur,blunder
blantog,blunt
blistur,blister
blitret,obliterate
blitxiq,bleach
blofrik,blow up
blupran,bloop
bolstar,bolster
braklin,broccoli
bramxam,deviate
brekrik,break up
brektaj,break down
brilant,brilliant
briqkon,brink
briqrik,bring up
briqtaj,bring down
caksdat,extradite
camblez,blaze
candjur,engender
candman,undermine
caqgros,engross.
castxul,eschew
catgraf,autograph
catredj,outrage
cavindj,avenge
cimpand,impound
cindaks,index
cintarn,internal
cinvant,inventory
citdjip,get over
cordjet,originate
daktrin,doctrine
dandjan,dignity
daskloz,disclose
dastiqk,distinct
demkrat,democrat
deqgret,denigrate
devstet,devastate
difants,defense
dinants,denounce
dipskin,bark (tree)
disband,disband
disdant,dissident
diskard,discard
diskors,discourse
diskres,disgrace
disladj,dislodge
dispatx,dispatch
displek,display
dispors,disburse
distrak,distract
distrik,district
distrug,destruct
ditrant,deterrent
divaldj,divulge
dizgast,disgust
dizmant,dismantle
djabrit,jab
djadjum,aggravate
djagnak,jog
djaklet,ejaculate
djambol,jumble
djandan,ordinary
djandar,gender
djandiq,steadfast
djanfen,starch
djanret,generate
djanrin,tough
djantik,elevator
djanxal,decrease
djanxiq,quintessential
djapdaz,jeopardize
djaqgut,sturdy
djargun,jargon
djarsur,run out of
djedjan,frugal
djestor,jest
djetrik,jet
djetxuk,eminent
djetxuq,relieve
djibrex,gibberish
djidjal,fabricate
djidjip,aggress
djimkat,unravel
djimnaz,gym
djinfap,blond
djinxil,fast (eating)
djinxiq,conduct
djinzik,restrain
djinzit,pyramid
djipzus,overdo
djiqbal,alert
djiqfek,expense
djiqgan,spite
djiqgol,jingle
djiqkaq,circumstance
djiqren,stupendous
djiqtik,vigilant
djiqzim,sophisticated
djisant,adjacent
djitxup,basis
djoltaz,jolt
djorkar,jerk
djornal,journal
djudket,adjudicate
djukrat,juke
djukzaq,rectify
djundip,army
djunxik,military
djurmip,germ
djurnet,germinate
djutxal,picket
djuvnet,rejuvenate
doltrak,dole
dorkast,dork
dradjan,dredge
dradnev,put off
dradvun,put on
drapnev,drop off
drapras,drop in
drapsur,drop out
drastik,dress up
durdjan,malicious
falprat,fall apart
fandorg,fondle
fantxul,font
feltran,felt (material)
fentxad,finch
filtret,filtrate
finants,finance
firmant,ferment
flagrit,flag
flapzon,flop
flartak,flout
flastor,fluster
flastur,fluster
fleqkat,flank
flortaj,flirt
fordjiz,forge
forkast,forecast
formlak,formula
formlet,formulate
formost,foremost
fortxun,fortune
fradjal,fragile
fraktal,fractal
fridjet,refrigerate
frikant,frequency
frikxam,friction
gakorst,gawk
galfron,gulf
galtxal,superb
galvnaz,galvanize
gandjun,champion
gaqklan,gunk
gardjar,carrot
garland,garland
gastreC,gas
gladrag,glad
glamros,glamorous
glasorc,glass
glednev,lay off
gondjuk,instrument
goqtxeq,engineering
gradjet,graduate
gralpon,gripe
grantal,grunt
grantol,disgruntle
graqbol,broadcast
gravtin,gravity
grazlin,grizzly
grepxam,repetition
gritzal,grit
grubnat,seize
grumbal,grumble
grunrik,grow up
gultxup,preach
habdjak,object (argument)
habridj,abridge
habsent,absence
habsruk,obstruct
habsten,abstain
habzorb,adsorb
hadjast,adjust
hadjorn,adjourn
hadmant,adamant
hafzitz,bomb
hagzort,exert
haklips,eclipse
haknedj,acknowledge
haksent,eccentric
hakspal,expel
hakspet,expect
hakstol,extol
haldjen,algae
halmost,almost
hambalz,embezzle
hambark,embark
hambold,embolden
hambrod,embroider
hamlitz,recommend
hampfan,amplify
hamplot,employ
hampran,empower
hamptud,amplitude
handgol,undergo
handjan,engineer
handjol,enjoy
handkof,handcuff
hanflak,inflect
hanforl,unfurl
hanfors,enforce
hanfrij,infringe
hanklud,include
hanlist,enlist
hanredj,enrage
hanstil,instill
hantaks,antioxidant
hantlor,antler
hantson,hence
hantxat,incline
hantxiq,hunch
hanvors,anniversary
hanvort,invert
hanxran,enshrine
haprind,apprehend
haprotx,approach
haptiks,optics
haqglet,ungulate
haqgrev,engrave
haqkloz,enclose
haqkrab,hunk
harendj,arrange
harklet,articulate
hartkol,article
hartxam,honor
hartzil,hertz
hartzin,sober
hartzot,lecture
hasborg,iceberg
hasklim,exclaim
hasklud,exclude
haskrab,ascribe
haskret,execrate
haspret,aspirate
hastand,astound
hastrod,asteroid
hatmost,utmost
hatsfir,atmosphere
hatslan,sloth
hatzdik,justify
hatzdiq,salute
hatzitz,peek
havents,offense
haxlend,lend
haxmitz,libel
hedjant,agency
hegzalt,exut
hegzort,exhort
heksarp,excerpt
heksort,extort
hekspar,expire
heksrit,excrete
hempost,hemp
hemrald,emerald
henants,enhance
hencral,enthral
henform,inform
heqgalf,engulf
heqgros,engross
heqkxas,anxious
heskort,escort
hetxram,etch
himgrat,immigrate
himpals,impulse
himpart,impart
himpitx,impeach
himplan,imply
himplav,implore
hindant,indent
hindjan,hinge
hindjar,injure
hindors,endorse
hinflem,inflame
hinflit,inflict
hinstad,instead
hinsurt,insert
hintorn,intern
hintrak,interact
hintrap,interrupt
hintrud,intrude
hintvin,intervene
hinvort,invertebrate
hiqgret,integrate
histark,hysterical
hobladj,oblige
hordjip,orgy
hortxad,orchard
hovcroq,overthrow
hovkast,overcast
hovtorn,overturn
hudjant,huge amount
humgrat,emigrate
huzband,husband
jakspoz,juxtapose
kakrotx,cockroach
kalbret,calibrate
kalmnet,culminate
kaltxob,couch
kaltxur,culture
kamants,commence
kambast,combust
kamflaj,camouflage
kamkruc,come up with
kampand,compound
kamplaq,comply
kamplem,complement
kamplen,complain
kamplit,complete
kampraz,comprise
kampten,competent
kamtzan,oxygen
kanfand,confound
kanfanz,conference
kanform,conform
kanfort,confetti
kanfran,confront
kankest,conquest
kanklud,conclude
kankrit,concrete (abstract)
kansalt,consult
kansorn,concern
kansort,consort
kanspir,conspire
kantaks,context
kantand,contend
kantemp,contempt
kantort,contort
kantrak,contract
kantriv,contrive
kantrol,control
kantrup,gargle
kantxut,concrete
kanvaks,convex
kanvals,convulsant
kanvors,converse (opposite)
kapslet,encapsulate
kapstet,incapacitate
kaqgres,congress
kaqgret,congregate
karnval,carnival
karpvun,keep on
kartzef,scrub
kartzin,quartz
kaskron,cask
kasplen,explain
kastget,castigate
katlist,catalyst
katpult,catapult
kemdusk,come across
kivlant,equivalent
klagxin,clog
klantam,fatigue
klasfan,classify
klatxul,clutch
klinrik,clean up
klipron,clip (cut off)
klipsat,clip (bind)
klivrak,cleave
klorfil,chlorophyll
kloztaj,close down
koglant,coagulant
konflas,convalescence
kontrib,contribute
korgraf,choreograph
kormant,cormorant
korpret,incorporate
krabret,corroborate
krakdal,crocodile
kraksoq,crux
krambol,crumble
krampol,crumple
krankal,chronicle
krastin,christen
krastoz,crest
krenatx,crane
kreqkit,cranky
kridant,creed
krispal,crisp
kristal,crystal
kritsaz,criticize
krixnam,wicked
krusfad,crucify
krustax,crustacean
kumbant,incumbent
kurdjun,curd
lajslet,legislate
lakxmin,prosperity
lalants,alliance
lampren,lamprey
lasents,license
lentxas,lane
levradj,leverage
lorbzat,lobe
lorgsur,log out
lortxik,lurch
lukproz,look for
madjast,majesty
madjnon,mad
mandjor,manager
manmant,monument
manplet,manipulate
mantram,utter
mantrim,monotreme
mantxam,munch
marjant,merchant
mepartx,map (chart)
metmorf,metamorphic
metraks,matrix (math)
minstar,administer
misples,misplace
mortfan,mortify
naldjin,analogy
nantxiq,junior
nardjur,nurture
nesgras,lawn
nixsrik,ugly
noqtxun,rural
nursrik,nursery
nusants,nuisance
nutrant,nutrient
paltxim,forsake
pandrom,palindrome
pankxet,punctuate
pantsil,pencil
pantxes,punch
parfrez,paraphrase
pargraf,paragraph
parklar,particular
parsant,percent
parspet,participate
partnor,partner
partorv,perturb
pastlet,postulate
pastxur,posture
patridj,partridge
pentret,penetrate
pestron,pest
pevmant,pavement
pigment,pigment
pintxoC,pinch
piqdjiz,lull
pitzutz,explosion
plamant,implement
plandor,plunder
plasint,placenta
plastik,plastic
plastur,plaster
platfon,platform
plodrat,ploy
plugnat,plug
porklet,percolate
porlaps,perhaps
porskut,persecute
portfol,portfolio
portxik,perch
porvort,pervert
postpon,postpone
pradiqk,undo
prakrit,original nature
praktal,practical
praktis,practice
praskut,prosecute
prastut,prostitute
prasvin,sweat
pratxir,enclosure
prejdis,prejudice
prentas,apprentice
pretand,pretend
prezant,present (show)
priklud,preclude
primand,reprimand
primpik,primp
prinpal,principle
pristin,pristine
privant,block/prevent
prizurv,preserve
prodjuk,projection
profanz,preference
profret,proliferate
program,program
proklem,proclaim
promzur,pass out
proptik,property (object)
prudant,prudent
prufrid,proofread
prukrik,pick up
pruksur,pick out
pulprax,pulp
purgtor,purgatory
purport,purport
rantxog,runt
rinants,renounce
riprotx,reproach
rirandj,rearrange
risortx,research
rispand,respond
ritzpan,floor
rumnant,ruminant
sabdjak,subject
sadjest,suggest
salbret,celebrate
salvant,solvent
salvidj,salvage
sanditx,sandwich
santman,sentiment
sarkast,sarcasm
saskrab,subscribe
saspend,suspend
sedmant,sediment
sefgard,safeguard
segmint,segment
sentsur,censor
sentxet,accentuate
senxant,conscientious
seqkxam,sanction
sikfant,sycophant
silants,science
sincsaz,synthesize
sindrom,syndrome
siqkxap,sink
sirkrab,circumscribe
sistanz,persistence
sistraC,cyst
skampur,scamper
skandur,squander
skitraj,skit
sklamat,sham
skrandj,scrounge
skriCar,slither
skrimat,scream
skrotam,scrotum
skrunip,screw
skurdan,sciuridae (squirrel)
slabrat,slab
slagrut,slog
slapmac,slap
sleprin,slip
slindar,slender
smaldan,smilodon
smidjan,smidgin
snatras,snot
snatxuC,snatch
snoblag,snub
soldjar,soldier
sornmes,sun month
sortfan,certify
spaltoq,spout
spamrat,spam
spansor,sponsor
spaqgot,spa
spardan,rivalry
sparnik,spurn
spastan,coherent
spekatx,speck
spektak,spectacle
spidrat,speed
spinatx,spinach
splador,splatter
splasiq,splice
splatur,splutter
spralok,sprawl
spratiq,spry
sprenar,sprain
spurtiq,spurt
srandor,surrender
stambam,rigid
stampoC,stamp
stampot,stump (tree)
stardol,startle
startap,stereotype
statxur,stature
stimpot,stump (baffle)
stiplet,stipulate
stolnak,stow
stradak,stride
stradul,straddle
stramik,strum
strasaz,ostracize
stratal,strut
strejar,stranger
stretan,straigten (reverse)
stublat,stub (toe)
stulatx,stew
subsdaz,subsidize
sukxman,keen
sumpxam,assumption
suplant,supplant
surdjin,surgery
surklet,circulate
survant,servant
svardat,relish
tadjrib,experiment
takdjip,talk over
taltxon,tout
tamkits,incentive
tamoltx,tumultuous
tamrets,stimulate
tandanz,tendency
tantxeq,candid
tardjak,interject
tardjan,tear (paper)
tarspus,intersperse
testvan,testify
tindjor,tinge
tkidran,slit
toltarn,totalitarian
toqtxiq,sympathy
tormnet,terminate
tornrik,turn up
torntaj,turn down
tornvun,turn on
tortxus,tortuous
tradjak,trajectory
traktor,tractor
trambon,trombone
trankot,trunk (tree)
transan,transcend
trapzad,trapezoid
traqmat,uncountably large
traxkan,trash
treqkal,tranquil
trespas,trespass
trigald,trigger
trospak,introspect
turdzat,turd
txaklet,chocolate
txakras,check in
txaksur,check out
txalbak,chill
txalxik,soggy
txanbol,propagate
txandal,outcast
txandan,dismal
txanmes,moon month
txansul,huddle
txantep,future
txantim,premise
txantoq,legacy
txanxin,gasp
txanzal,precursor
txaptor,chapter
txaqbek,pale
txaqnat,hangover
txaqxol,longevity
txarkum,char
txarmiq,charm
txarnak,churn
txarpit,chop
txarten,chert
txartor,charter
txastin,chastity
txatxal,tribute
txembor,chamber
txenmen,dreary
txenxuk,statement
txeqnul,commit
txidjup,lasting
txilxaq,kind (pleasant)
txinfan,diligent
txintoq,bronze
txiqbal,innocent
txiqfun,frivolity
txiraqk,frail
txonmiq,clever
txoqxik,substantiate
txotxim,reek
txudjum,pursue
txunsol,mellow
txunzip,skirt
txuqzat,bit (small amount)
txurnam,powder
txurpan,chirp
vandlaz,vandalize
vartxun,virtue
vasklar,vascular
velants,valence
ventxar,adventure
ventxur,venture
vidjtet,vegetate
vindkat,vindicate
virtaks,vertex
vistrap,vest (clothing)
voltxar,vulture
waltzan,waltz
warksur,work out
wetland,wetland
wiltant,wilt
wormrik,warm up
xlafliq,schläfli
zamplar,exemplary
zaspret,exasperate
blanfold,blindfold
ciqkdjip,think over
Cistendj,estrange
corkstet,orchestrate
dispants,dispense
frandzin,frenzy
hadvants,advance
hafspriq,offspring
hakspand,expound
hakstiqk,extinct
hambants,ambiance
hamnants,eminence
hampindj,impinge
hamprint,imprint
handendj,endanger
hanstrak,instruct
hantpriz,enterprise
hantrast,entrust
haqkrotx,encroach
hargmant,argument (conversation)
hatborst,outburst
havdants,evidence
havlantx,avalanche
hendaldj,indulge
hindjast,ingest
hinsants,incense (smell)
hinskrab,inscribe
hintgral,integral
kamplant,compliment
kandsand,condescend
kanfdent,confident
kangrats,congratulate
kanskret,consecrate
kanstruk,construct
kanstrul,construe
kantplet,contemplate
kantxold,quench
kanvurdj,converge
kindants,condense
komprend,comprehend
konstrit,constrict
landskep,landscape
plandjog,plunge
prezdant,president
priskrab,prescribe
pritants,pretense
propgand,propaganda
purplaks,perplex
raznants,resonance
restrant,restaurant
ritxardj,recharge
sabmordj,submerge
sentants,sentence (ruling)
simplaks,simplex
sintgrat,disintegrate
sirkvent,circumvent
skaldman,scald
skalpxor,sculpture
skavindj,scavenge
skortxak,scorch
skriblaq,scribble
skrutnaz,scrutinize
skrutnik,scrutiny
splintur,splinter
standsur,stand out
streqgal,strangle
strimlan,streamline
tapstriq,tapestry
transpar,transpire
tranzlet,translate
tranzmut,transmute
trilampf,triumph
troklant,truculent
wicstand,withstand
drentxark,drench
fregrants,fragrance
hamblants,ambulance
hancrasat,anthracite
hantrantx,entrench
harbtradj,arbitrage
hekspants,expanse
hinstants,instance
kanstrent,constraint
sobstants,substance
tranzfiks,transfix
strindjant,stringent
