tree,certainty,words,rock,moon,english
kuna tipa,held,2,jun.tif,jontif,contiguous
kuna tipa,held,2,kun.dip,koqdip,vacate
kuna tuka,held,2,kun.duk,konduk,conduct (electricity)
kuna tuna,held,2,xun.dun,yundoq,campaign
kupa maka,held,2,guv.mak,govak,height
kupa maka,held,2,xuv.mak,yovak,consequence
kupa mana,held,2,kup.man,hopan,opine
kupa mana,held,2,kuv.man,hovan,debt
kupa mapa,held,2,guf.map,gufap,goof
kupa mata,held,2,juv.mad,joval,jovial
kupa mata,held,2,kup.mad,hopal,opal
kupa mata,held,2,kup.mad,kopal,compel
kupa mata,held,2,kuv.mat,kovat,covet
kupa mata,held,2,xuf.mad,xofar,horn (instrument)
kupa mata,held,2,xuv.mad,xoval,spade (shovel)
kupa mika,held,2,xub.mik,yubik,ubiquitous
kupa mina,held,2,kub.min,hoben,obey
kupa mina,held,2,xup.min,xupiq,horizontal
kupa mina,held,2,xuv.min,xoviq,shove
kupa mita,held,2,kuv.mis,hovis,oversee
kupa muka,held,2,kub.mux,kubox,conquer
kupa muka,held,2,kup.muk,hopok,perky
kupa muna,held,2,guv.mun,govun,govern
kupa muna,held,2,kup.mun,kupun,coal
kupa muna,held,2,xuf.mun,xufun,fix
kupa mupa,held,2,kub.mub,hubob,hub
kupa muta,held,2,gup.mut,guput,quaint
kupa muta,held,2,guv.mud,guvul,border
kupa muta,held,2,xub.mud,xubor,shatter
kupa muta,held,2,xuf.mud,xufol,shuffle
kupa nima,held,2,kuv.nim,kovem,cove
kupa taka,held,2,xup.sak,xopsak,dashing
kupa tana,held,2,xuv.dan,yuvlan,uvula
kupa tatu,held,2,jup.tas,juptas,jupiter
kupa tika,held,2,kub.dik,hoblik,oblique
kuta kama,held,2,kud.gam,korg,encounter
kuta kama,held,2,kud.jam,hudj,vowel u sound
kuta kama,held,2,kut.xam,hutx,itch
kuta kana,held,2,kud.gan,horgan,organic
kuta kana,held,2,xud.jan,xudjan,trim
kuta kika,held,2,kut.xik,hutxik,train (car)
kuta kika,held,2,xut.xik,xutxik,shame
kuta kipa,held,2,xud.jip,yudjip,estimate
kuta kita,held,2,kud.jiz,kodjiz,caliber
kuta kita,held,2,kut.xit,hutxit,accustom
kuta kuka,held,2,kut.xuk,hutxuk,fetch
kuta kuna,held,2,kud.jun,hudjun,huge
kuta kuna,held,2,xud.gun,xolgoq,handmade
kuta kuna,held,2,xut.xun,xutxuq,export
kuta kuta,held,2,gud.gud,gorgol,gurgle
kuta maka,held,2,gud.max,golx,only
kuta maka,held,2,kud.mag,korag,core
kuta maka,held,2,kud.mak,kork,curl
kuta maka,held,2,kud.max,horx,oh
kuta maka,held,2,kud.max,korx,xor
kuta maka,held,2,kud.max,kulx,answer
kuta maka,held,2,kut.mak,hutak,seam
kuta maka,held,2,xud.mak,york,10^2
kuta maka,held,2,xus.mak,xusak,fling
kuta mana,held,2,kud.man,holan,hull
kuta mana,held,2,kut.man,kotan,quota
kuta mana,held,2,xud.man,yorm,uniform (consistent)
kuta mapa,held,2,kud.mab,kolab,collaborate
kuta mapa,held,2,kud.mav,kolav,rack
kuta mapa,held,2,xus.maf,yosaf,increase
kuta mapa,held,2,xuz.map,yuCap,nag
kuta mata,held,2,gud.mad,golar,abroad
kuta mata,held,2,gud.mad,goral,destiny
kuta mata,held,2,gud.mad,gudal,thumb
kuta mata,held,2,kud.mad,hold,h sound
kuta mata,held,2,kud.mad,hord,ahead
kuta mata,held,2,kud.mad,kold,cold
kuta mata,held,2,kud.mad,hodar,odor
kuta mata,held,2,kud.mad,koral,coral
kuta mata,held,2,kud.mas,hors,horse
kuta mata,held,2,kud.mas,kuras,curious
kuta mata,held,2,kud.mat,hort,heart (body)
kuta mata,held,2,kud.mat,kort,court (justice)
kuta mata,held,2,kud.mat,hurmat,hermit
kuta mata,held,2,kut.mas,kotas,quote
kuta mata,held,2,kut.mat,hotat,scallop
kuta mata,held,2,xud.mat,xort,sure
kuta mata,held,2,xud.maz,yulaz,utilize
kuta mika,held,2,gud.mik,gorik,gore
kuta mika,held,2,gut.mik,gutik,pill
kuta mika,held,2,jud.mix,judix,judicious
kuta mika,held,2,kud.mig,korig,ore
kuta mika,held,2,kud.mik,hodik,ode
kuta mina,held,2,kud.min,holiq,howl
kuta mina,held,2,kud.min,hurin,hurry
kuta mina,held,2,kuz.min,kozin,cozy
kuta mina,held,2,xud.min,yudiq,schedule
kuta mina,held,2,xus.min,yuciq,youth
kuta mita,held,2,kud.mid,holid,holy
kuta mita,held,2,kud.mis,hores,heresy
kuta mita,held,2,kud.mis,koles,coalesce
kuta mita,held,2,kud.mit,kolet,collate
kuta mita,held,2,kus.mid,hosil,tent
kuta mita,held,2,kuz.mid,hozir,hose
kuta muna,held,2,gud.mun,gudoq,agitate
kuta muna,held,2,gud.mun,gulon,bewitched
kuta muna,held,2,kud.mun,kurun,cabbage
kuta muna,held,2,kut.mun,kutun,cottonwood (tree)
kuta muna,held,2,xud.mun,yudoq,sport
kuta mupa,held,2,xud.muf,xulof,extract
kuta muta,held,2,gud.mut,gudut,solitude
kuta muta,held,2,gus.mud,gusul,bath
kuta muta,held,2,kud.mud,korod,corrode
kuta muta,held,2,kud.mud,korol,quarrel
kuta muta,held,2,kud.mud,kulor,peculiar
kuta muta,held,2,kud.mus,kulos,meticulous
kuta muta,held,2,kud.mut,hurot,heir
kuta muta,held,2,kud.mut,kolot,coyote
kuta muta,held,2,kus.mud,kusol,console (help)
kuta muta,held,2,kut.mut,hutut,hoot
kuta muta,held,2,xud.mud,yolul,hesitant
kuta muta,held,2,xud.mud,yolur,superior
kuta nama,held,2,jud.nam,julam,reality
kuta nama,held,2,kud.nam,horn,horn (animal)
kuta nama,held,2,kud.nam,korn,category
kuta nama,held,2,kud.nam,kulam,coulomb
kuta nama,held,2,kuz.nam,kuzam,lavender (vegetable)
kuta nama,held,2,xud.nam,yorn,yearn
kuta nama,held,2,xus.nam,yucam,heap
kuta napa,held,2,kud.nab,kornab,corn
kuta nata,held,2,kud.nad,kornar,corner
kuta nata,held,2,xud.nas,yornas,uranus
kuta nata,held,2,xud.nat,yurnat,urinate
kuta nima,held,2,gud.nim,gorem,factor (math)
kuta nita,held,2,kud.nit,hornit,wasp
kuta numa,held,2,kut.num,hutom,hut
kuta numa,held,2,xud.num,yudum,noxious
kuta pama,held,2,kud.bam,korb,cone
kuta pama,held,2,kud.vam,holv,elbow
kuta pama,held,2,kud.vam,kurv,curve
kuta pana,held,2,kud.ban,korban,victim
kuta pita,held,2,kud.vid,korvid,corvid
kuta puta,held,2,kud.but,horbot,orb
kuta tama,held,2,gus.tam,gost,ghost
kuta tama,held,2,kus.tam,host,thirst
kuta tama,held,2,xus.tam,yust,used to
kuta tana,held,2,kus.tan,hostan,host
kuta tika,held,2,kus.tik,hostik,osteichthyes
kuta tika,held,2,xuz.dik,yuzrik,use up
kuta tima,held,2,kud.zim,holzem,latter
maka kana,held,2,mak.xan,wakxaq,extrovert
maka kina,held,2,max.kin,maxkin,pledge
maka mana,held,2,mag.man,magan,dock
maka mapa,held,2,mag.maf,magaf,boot (shoe)
maka mata,held,2,mag.mat,magat,maggot
maka mata,held,2,mak.mad,wakar,revere
maka mata,held,2,mak.maz,makaz,muck
maka mina,held,2,mag.min,wagin,wag
maka mina,held,2,max.min,waxin,sardine
maka mipa,held,2,mag.mif,magef,epidemic
maka muka,held,2,mag.mux,magux,tray
maka mupa,held,2,mag.mup,magop,mug (rob)
maka mupa,held,2,mak.muv,makov,grief
maka mupa,held,2,max.muv,maxov,feedback
maka muta,held,2,mag.mud,magur,tuna
maka muta,held,2,max.mut,maxot,oar (boat)
maka nita,held,2,mak.niz,makniz,mechanism
maka tama,held,2,mag.zam,magz,moss
maka tama,held,2,mak.sam,maks,maximum
maka tana,held,2,mak.san,waksan,wax
maka tima,held,2,mak.sim,maksim,maxim
maka tina,held,2,mag.zin,magzin,magazine
maka tipa,held,2,mag.dif,magref,rake
mana kama,held,2,man.kam,maqk,monkey
mana kana,held,2,man.xan,manxan,shy
mana kuna,held,2,man.gun,waqgoq,staff
mana kuta,held,2,man.gud,waqgul,stubborn
mana kuta,held,2,man.kud,maqkur,manicure
mana maka,held,2,man.maj,manaj,manage
mana maka,held,2,man.mak,wanak,whine
mana mana,held,2,man.man,mam,mother
mana mana,held,2,man.man,manan,dose
mana mata,held,2,man.mad,mamar,sorrow
mana mata,held,2,man.mad,wanal,stoop
mana mata,held,2,man.mat,mamat,debate
mana mata,held,2,man.mat,manat,ponder
mana mika,held,2,man.mig,mamig,mummy
mana mipa,held,2,man.mip,mamip,mime
mana muka,held,2,man.muk,manok,motor
mana muna,held,2,man.mun,manun,passion
mana muna,held,2,man.mun,wanun,dusk
mana muta,held,2,man.mud,manor,manner
mana muta,held,2,man.mut,manut,occuptation
mana muta,held,2,man.muz,manuC,humanity
mana paka,held,2,man.fak,manfak,manufacture
mana pata,held,2,man.pad,waqpal,trump
mana puta,held,2,man.pud,manpol,monopoly
mana tama,held,2,man.dam,wand,wind (coil)
mana tama,held,2,man.tam,want,want
mana tina,held,2,man.din,manden,mundane
mana tina,held,2,man.tin,wantin,teen
mana tina,held,2,man.zin,wanzeq,intact
mapa mata,held,2,mab.mas,mabac,mob
mapa mata,held,2,map.maz,wapaz,wipe
mapa mata,held,2,mav.mat,mavat,die
mapa mina,held,2,map.min,mapen,mop
mapa muka,held,2,mav.muk,mavok,maze/labyrinth
mapa muna,held,2,map.mun,mapon,habitat
mapa muna,held,2,mav.mun,mavon,introduction
mapa muta,held,2,mab.mud,wabol,wobble
mata kama,held,2,mad.gam,marg,old
mata kama,held,2,mad.jam,madj,image
mata kama,held,2,mas.kam,mask,mask
mata kama,held,2,mat.xam,matx,symmetry
mata kama,held,2,mat.xam,watx,watch
mata kata,held,2,mad.jat,madjat,dive
mata kina,held,2,mad.jin,madjiq,video
mata kina,held,2,mad.jin,marjin,margin
mata kita,held,2,mad.jiz,wadjiz,wedge
mata kita,held,2,mas.kit,maskit,musk
mata kuta,held,2,mat.xud,matxor,mature
mata maka,held,2,mad.mak,wark,work
mata maka,held,2,mad.mak,marak,soup
mata maka,held,2,mad.max,marx,mesh (inter-)
mata maka,held,2,mad.max,warx,worship
mata mana,held,2,mad.man,marm,mammal
mata mana,held,2,mad.man,walan,wall
mata mana,held,2,maz.man,waCan,shore
mata mapa,held,2,mad.maf,madaf,shelf
mata mapa,held,2,mad.map,warp,vowel large A sound
mata mapa,held,2,mas.maf,wasaf,depict
mata mata,held,2,mad.mad,wald,wild
mata mata,held,2,mad.mad,marad,nurse
mata mata,held,2,mad.mad,wadal,waddle
mata mata,held,2,mad.mas,mars,mass
mata mata,held,2,mad.mat,malt,metal
mata mata,held,2,mad.mat,madat,revel
mata mata,held,2,mat.mad,matar,shower (water)
mata mata,held,2,maz.mad,mazal,luck
mata mina,held,2,mad.min,malin,filth
mata mina,held,2,mad.min,wariq,whir
mata mipa,held,2,mas.mib,masib,party
mata mita,held,2,mad.mid,madil,armadillo
mata mita,held,2,mad.mid,marid,sick
mata mita,held,2,mad.mid,walid,bring forth
mata mita,held,2,mad.mis,maric,marry
mata mita,held,2,mad.mit,walet,wallet
mata mita,held,2,mad.miz,maliz,sermon
mata mita,held,2,mas.mid,masmir,nail (carpentry)
mata mita,held,2,maz.mis,mazic,muze
mata muka,held,2,mad.muk,malok,king
mata muna,held,2,mad.mun,marun,maroon
mata muna,held,2,mad.mun,waloq,wallow
mata mupa,held,2,mad.muf,maruf,decend
mata muta,held,2,mad.mud,madol,muddle
mata muta,held,2,mad.mud,malor,maul
mata muta,held,2,mas.mud,masol,mussel
mata muta,held,2,mas.mud,masor,saw (tool)
mata muta,held,2,mas.mud,wasol,whistle
mata muta,held,2,mas.mut,masut,character (nature)
mata muta,held,2,mas.muz,masoz,territory
mata muta,held,2,mat.mud,matod,nematoda
mata muta,held,2,mat.mud,mator,mutter
mata nama,held,2,mad.nam,marn,muon
mata nama,held,2,mad.nam,madam,intoxicate
mata nima,held,2,mad.nim,madim,uniform (clothing)
mata nima,held,2,maz.nim,wazim,sock (foot)
mata nita,held,2,mad.nit,marnet,marinate
mata numa,held,2,mad.num,malum,special
mata puta,held,2,mad.bud,marbol,marble
mata puta,held,2,mad.bud,warbol,warble
mata puta,held,2,mad.vud,marvol,marvel
mata tama,held,2,mad.zam,marC,quite
mata tama,held,2,mas.tam,mast,member
mata tapa,held,2,mat.sav,matsav,situation
mata tatu,held,2,mad.zad,malzal,frizz
mata tika,held,2,maz.dig,mazlig,fork (utensil)
mata tima,held,2,mas.tim,mastim,must (smell)
mata tuka,held,2,maz.dug,mazlog,muzzle
mika kana,held,2,mix.kan,mixkan,ointment
mika kuta,held,2,mik.xud,mekxud,mute
mika kuta,held,2,mik.xud,mikxur,mixture
mika maka,held,2,mix.mak,wixak,scarf
mika mata,held,2,mij.mad,mejar,major
mika mata,held,2,mik.mad,mikar,survey
mika mita,held,2,mig.mit,miget,mitigate
mika mita,held,2,mik.mid,mekir,err
mika mita,held,2,mik.mid,mikil,burrow
mika muta,held,2,mig.mud,migor,meager
mika nima,held,2,mik.nim,wekim,wake
mika tama,held,2,mik.sam,miks,mix
mina kama,held,2,min.kam,miqk,who
mina kita,held,2,min.kis,wiqkis,wink
mina kuna,held,2,min.xun,wenxun,meek
mina maka,held,2,min.mag,minag,custom/traditional practice
mina maka,held,2,min.mak,menak,money
mina maka,held,2,min.mak,mimak,mimic
mina maka,held,2,min.mak,wenak,wane
mina mana,held,2,min.man,wem,warm
mina mana,held,2,min.man,wim,bounty
mina mana,held,2,min.man,minan,offering
mina mapa,held,2,min.maf,winaf,wean
mina mata,held,2,min.mad,winar,win
mina mata,held,2,min.mas,memac,mammoth
mina mata,held,2,min.mas,menas,menace
mina mata,held,2,min.mat,menat,mane
mina mata,held,2,min.mat,miqmat,muskox
mina mika,held,2,min.mik,memik,maim
mina mina,held,2,min.min,miniq,mean (verb)
mina mita,held,2,min.mit,minet,internet
mina muka,held,2,min.muk,minuk,serenity
mina muna,held,2,min.mun,memon,memo
mina muta,held,2,min.mud,minor,lamp
mina muta,held,2,min.mud,wimul,whim
mina pima,held,2,min.bim,winim,ween
mina tama,held,2,min.tam,ment,mate
mina tama,held,2,min.zam,minz,means
mina tana,held,2,min.tan,mintan,mint (make)
mina tatu,held,2,min.sad,minsar,prism
mina tina,held,2,min.din,mendin,mend
mina tina,held,2,min.tin,menten,maintain
mina tuna,held,2,min.zun,wenzoq,sedate
mina tuta,held,2,min.sud,minsul,miniscule
mipa kata,held,2,mif.kad,mifkad,census
mipa mana,held,2,mif.man,wifan,iff
mipa mata,held,2,mib.mad,webar,weber (measurement)
mipa mata,held,2,mip.mad,mepal,maple
mipa mata,held,2,miv.mad,wevar,waver
mipa mata,held,2,miv.mas,wevac,waive
mipa mika,held,2,mip.mik,wipik,weep
mipa muta,held,2,mip.mut,miput,minority
mipa taka,held,2,miv.dak,mivrak,telegram
mita kama,held,2,mid.jam,widj,10^45
mita kama,held,2,mit.xam,wetx,which
mita kama,held,2,mit.xam,witx,w sound
mita kata,held,2,mid.jad,wedjar,wager
mita kata,held,2,mis.kad,weskar,whisker
mita kata,held,2,mis.kas,wiskac,whisk
mita kima,held,2,mid.jim,wedjim,wage
mita kipa,held,2,mid.jip,wedjip,critical
mita kita,held,2,mid.jit,widjet,widget
mita kuna,held,2,mid.jun,wedjun,hypocrite
mita kuta,held,2,mis.kuz,miskuz,promiscuous
mita maka,held,2,mid.maj,miraj,mirage
mita maka,held,2,mid.mak,melak,mail
mita maka,held,2,mid.mak,mirak,miracle
mita maka,held,2,mis.mak,micak,myth
mita maka,held,2,mit.mak,metak,tension
mita mana,held,2,mid.man,midan,media
mita mana,held,2,mid.man,milan,mill
mita mana,held,2,mid.man,mirman,fraud
mita mana,held,2,mit.man,metan,thing about the thing (meta-)
mita mana,held,2,miz.man,mezan,maze
mita mata,held,2,mid.mad,wird,weird
mita mata,held,2,mid.mad,midar,myriad
mita mata,held,2,mid.mad,mirad,revolt
mita mata,held,2,mid.mad,wedal,tang
mita mata,held,2,mid.mas,widc,width
mita mata,held,2,mid.mat,mirt,meter
mita mata,held,2,mid.mat,milat,cement
mita mata,held,2,mis.mad,micad,method
mita mata,held,2,mis.mad,misal,missile
mita mata,held,2,mis.mat,misat,protest
mita mata,held,2,mis.mat,mismat,certificate
mita mata,held,2,mit.mad,metar,chord (math)
mita mata,held,2,mit.mad,wital,whittle
mita mata,held,2,miz.mad,weCar,weather
mita mata,held,2,miz.mad,wiCar,wither
mita mata,held,2,miz.mad,wizal,weasel
mita mika,held,2,mid.mig,welig,weigh
mita mina,held,2,mid.min,miriq,merry
mita mina,held,2,mid.min,weliq,wail
mita mina,held,2,mit.min,witin,witty
mita mita,held,2,mid.mit,milit,filling
mita mita,held,2,mis.mid,mesid,stumble
mita mita,held,2,mis.mis,mismis,apricot
mita mita,held,2,mis.mit,meset,emaciate
mita muka,held,2,mis.muk,misok,erase
mita muna,held,2,mid.mun,medun,median (math)
mita muna,held,2,mid.mun,melon,melon (vegetable)
mita muna,held,2,mid.mun,wilon,willow
mita muta,held,2,mid.mud,midur,compartment
mita muta,held,2,mid.mud,widor,weed
mita muta,held,2,mid.muz,meduz,jellyfish
mita muta,held,2,mis.mud,mesor,tradition
mita nama,held,2,miz.nam,mizam,initiative
mita nima,held,2,miz.nim,miCim,ticket
mita nita,held,2,mit.nis,witnes,witness
mita pina,held,2,mid.vin,milvin,kite
mita puta,held,2,mis.pud,wispur,whisper
mita puta,held,2,mit.fud,metfor,metaphor
mita tatu,held,2,miz.daz,mezraz,mesmerize
muka kama,held,2,muk.xam,mokxam,fly (bug)
muka maka,held,2,mux.mak,muxak,prolonged
muka mana,held,2,mug.man,wugan,extraneous
muka mana,held,2,muk.man,mukan,dumb
muka mita,held,2,mux.mit,muxit,mush
muna mana,held,2,mun.man,wom,well (good)
muna mana,held,2,mun.man,wum,swim
muna mana,held,2,mun.man,wum,womb
muna mina,held,2,mun.min,moniq,moan
muna mina,held,2,mun.min,mumiq,moo
muna muka,held,2,mun.muk,wonuk,snail
muna tama,held,2,mun.dam,mundam,bald
muna tuna,held,2,mun.dun,wundun,wound
mupa mata,held,2,mub.mad,mobal,mobile
mupa muna,held,2,muv.mun,muvun,move on
mupa muta,held,2,muf.mud,mufol,muffle
mupa tama,held,2,mup.sam,wups,whoops
muta kaku,held,2,mud.gaj,morgaj,mortgage
muta kama,held,2,mus.kam,muskam,convention
muta kama,held,2,mut.xam,mutx,much (large-lot-focus)
muta kama,held,2,mut.xam,wutxam,lunch
muta kata,held,2,mut.xad,mutxal,mutual
muta kita,held,2,mus.kit,moskit,mosquito
muta kuka,held,2,mut.xuk,wutxuk,vapid
muta maka,held,2,mus.mag,musag,concept
muta mana,held,2,mud.man,wurm,worm
muta mana,held,2,mud.man,woraq,wary
muta mana,held,2,mus.man,musaq,aardvark
muta mapa,held,2,mud.maf,morf,morph
muta mapa,held,2,mud.maf,wolf,wolf
muta mapa,held,2,mud.map,morp,10^36
muta mata,held,2,mud.mad,mold,mold (shape)
muta mata,held,2,mud.mad,mord,manifold
muta mata,held,2,mud.mad,wold,world
muta mata,held,2,mud.mas,worc,worth
muta mata,held,2,mud.mat,molt,vowel large O sound
muta mata,held,2,mus.mad,mosad,institution
muta mika,held,2,muz.mik,muzik,music
muta mina,held,2,mud.min,moleq,mole
muta mina,held,2,mud.min,woriq,worry
muta mina,held,2,mut.min,mutin,mutiny
muta mipa,held,2,mud.mib,murib,suspicious
muta mipa,held,2,mut.mif,motif,motif
muta mipa,held,2,mut.miv,motiv,motive
muta mita,held,2,mus.mit,musit,overall
muta muna,held,2,mut.mun,muton,moot
muta muta,held,2,muz.mud,muzul,muscle
muta nama,held,2,mud.nam,morn,m sound
muta nuta,held,2,mud.nus,wornuc,warn
muta pama,held,2,mud.vam,morv,maybe
muta pama,held,2,mud.vam,worv,weave
muta pana,held,2,mud.ban,wolban,buddy
muta pika,held,2,mud.vig,morvig,mighty
muta pika,held,2,mut.pik,motpik,peak
muta taka,held,2,mus.tax,mustax,mustache
muta tama,held,2,mud.zam,molz,mow (grass)
muta tama,held,2,mus.tam,most,most (-est) (large-collection-partition-focus)
muta tana,held,2,muz.dan,woCran,whether
muta tika,held,2,muz.dig,muzrig,muse
naka maka,held,2,nag.mak,nagak,goad
naka mapa,held,2,nax.maf,naxaf,breeze
naka mata,held,2,naj.mat,najat,nauseate
naka mata,held,2,nak.mad,nakal,palm tree
naka mika,held,2,nak.mik,nakik,crevice
naka mina,held,2,nag.min,nagin,eel
naka muna,held,2,nag.mun,nagon,melody
naka muta,held,2,nag.mud,nagud,contrast
naka muta,held,2,nak.mud,nakul,cervidae
naka nata,held,2,nax.nad,naxnal,national
naka tuta,held,2,nak.sud,naksur,knock out
nama nama,held,2,nam.nam,nan,negate
nama nata,held,2,nam.nad,nand,nand
nama nata,held,2,nam.nad,namal,port
nama nata,held,2,nam.naz,nanz,noise
nama nita,held,2,nam.nit,namnet,nominate
nama pama,held,2,nam.pam,namp,magnet
nama tana,held,2,nam.dan,namraq,humble
napa kita,held,2,nav.git,navget,navigate
napa maka,held,2,naf.mak,nafak,capacity
napa mana,held,2,nab.man,naban,nub
napa mata,held,2,nap.mad,napar,nap
napa mika,held,2,nap.mik,napek,inflate
napa muka,held,2,nab.mug,nabog,genius
napa muka,held,2,nav.muk,navuk,prophesy
napa muta,held,2,nap.mut,napot,sift
napa tatu,held,2,nap.tas,naptas,neptune
napa tina,held,2,nab.din,nabliq,knob
nata kama,held,2,nad.jam,nadj,knowledge
nata kama,held,2,nat.xam,natx,n sound
nata kapa,held,2,nat.xav,natxav,notch
nata maka,held,2,nad.mak,nark,any
nata maka,held,2,nad.mak,nadak,nod
nata mana,held,2,nat.man,natan,gnat
nata mata,held,2,nad.mad,nadad,wander
nata mata,held,2,nad.mad,nadar,cnidaria
nata mata,held,2,nad.mat,nart,neutron
nata mata,held,2,nat.maz,natz,glory
nata mika,held,2,nas.mig,nasig,retreat
nata mina,held,2,nat.min,natiq,knight
nata mipa,held,2,nad.miv,nadiv,generous
nata mita,held,2,nad.mit,naret,narrate
nata mita,held,2,nas.mid,nasir,ally
nata mita,held,2,nat.mid,natir,monitor
nata muna,held,2,nad.mun,naroq,narrow
nata muta,held,2,nad.mut,nadot,banish
nata muta,held,2,nas.mut,nasot,attempt
nata nima,held,2,nat.nim,natim,parallax
nata pama,held,2,nad.bam,narb,neighbor
nata pama,held,2,nad.vam,narv,river
nata tama,held,2,nad.zam,nalz,analyse
nata tika,held,2,nas.tik,nastik,skeptic
nata tika,held,2,nat.sik,natsik,phocidae (seal animal)
nata tina,held,2,nas.tin,nastin,nasty
nika maka,held,2,nij.mak,nijak,specific
nika mana,held,2,nix.man,nexan,nation
nika mata,held,2,nik.mad,nekad,naked
nika mina,held,2,nix.min,nixin,herring (fish)
nika mipa,held,2,nig.mif,negif,virus
nika muka,held,2,nig.mux,negox,negotiate
nika muta,held,2,nik.mud,nekud,dot
nika nama,held,2,nik.nam,nekam,revenge
nika nata,held,2,nik.nas,niknas,enter a state
nika numa,held,2,nik.num,niknum,nickname
nika tama,held,2,nik.sam,neks,10^27
nima nama,held,2,nim.nam,niq,omniscient
nima nuka,held,2,nim.nuk,nimuk,justification
nipa mata,held,2,niv.mad,neval,navel
nipa mata,held,2,niv.mad,nival,harp
nipa mita,held,2,nif.mid,nefil,tumble
nipa muta,held,2,nib.mud,nebul,nebula
nipa nima,held,2,niv.nim,nivim,prophecy
nita maka,held,2,nis.mag,nesag,steer
nita maka,held,2,nit.mak,nitak,chunk
nita maka,held,2,niz.mak,nizak,damage
nita mana,held,2,nis.man,nisan,necessary
nita mata,held,2,nid.mad,nelar,document
nita mata,held,2,nis.mad,nesal,nestle
nita mika,held,2,nis.mig,nisig,recession
nita mina,held,2,nid.min,neliq,neigh
nita mita,held,2,nid.mid,nedir,vow
nita mita,held,2,nid.mit,nilet,annihilate
nita muka,held,2,nit.muk,nituk,severing
nita muta,held,2,nid.mud,nidol,needle
nita muta,held,2,nid.mud,nilod,neon
nita nama,held,2,nid.nam,nilam,restraint
nita pana,held,2,nid.van,nirvan,extinguish
nita puta,held,2,nid.vus,nirvos,nervous
nita tana,held,2,niz.dan,qizlan,quiz
nuka mana,held,2,nuk.man,nukan,nick
nuka mita,held,2,nuk.mis,nukis,nut
numa naka,held,2,num.nak,nuqk,bear (animal)
numa nama,held,2,num.nam,non,not (un- or -im)
numa nama,held,2,num.nam,nuq,bond
numa pana,held,2,num.ban,numan,numb
numa tina,held,2,num.din,nomliq,anomaly
nupa maka,held,2,nuv.mak,novak,realize
nupa mata,held,2,nuv.mad,noval,novel
nupa muta,held,2,nub.mud,nubol,nibble
nuta kipa,held,2,nud.jip,nudjip,nude
nuta maka,held,2,nud.mak,nork,nor
nuta maka,held,2,nud.max,norx,nourish
nuta mana,held,2,nud.man,norm,normal (math)
nuta mana,held,2,nut.man,nutan,newton (force)
nuta mapa,held,2,nud.maf,nurf,vowel large U sound
nuta mata,held,2,nud.mad,nord,order
nuta mata,held,2,nud.mad,normal,normal
nuta mata,held,2,nud.mas,norc,north
nuta mata,held,2,nud.mas,nors,having some aspects of (-ish)
nuta mata,held,2,nus.mad,nosal,proceed
nuta mipa,held,2,nus.mip,nosep,passenger
nuta mita,held,2,nut.mis,notis,notice
nuta mita,held,2,nut.mit,notet,annotate
nuta muta,held,2,nuz.mud,nuzol,nuzzle
nuta muta,held,2,nuz.mud,nuzul,lodge
nuta nama,held,2,nud.nam,norn,knee
nuta paka,held,2,nut.fak,notfak,notify
nuta pama,held,2,nud.vam,nurv,nerve
nuta tama,held,2,nus.tam,nust,embed
paka kuta,held,2,pak.xud,pakxur,puncture
paka maka,held,2,bak.mak,bakak,hatch (egg)
paka mana,held,2,bak.man,bakan,pecan
paka mapa,held,2,pak.mav,pakav,prevent
paka mata,held,2,bak.mad,bakal,bike
paka mata,held,2,bak.mad,bakar,inspect
paka mata,held,2,bax.mad,baxal,ripe
paka mata,held,2,pak.mad,pakal,digest
paka mata,held,2,pax.mad,paxar,confirm
paka mina,held,2,vak.min,vakiq,vie
paka mipa,held,2,pax.mip,paxip,posh
paka mita,held,2,bak.mid,bakir,senior (rank)
paka mita,held,2,bax.mid,baxir,herald
paka mita,held,2,fax.mid,faxir,compromise
paka mita,held,2,pak.mid,pakid,official
paka mita,held,2,pak.mid,pakil,confiscate
paka mita,held,2,pak.mit,paket,packet
paka mita,held,2,pak.mit,pakit,pocket
paka mita,held,2,vak.mit,vaket,evacuate
paka muna,held,2,bag.mun,bagon,bag
paka muna,held,2,fax.mun,faxon,fashion (style)
paka mupa,held,2,bak.mup,bakop,balk
paka mupa,held,2,pag.muv,pagov,seduce
paka mupa,held,2,pak.muf,pakof,overtake
paka muta,held,2,bak.mud,bakol,buckle
paka muta,held,2,paj.mut,pajot,pit
paka muta,held,2,pak.mud,pakor,displace
paka nama,held,2,fak.nam,fakam,surge
paka nima,held,2,pak.nim,pakim,drift
paka paka,held,2,bak.pak,bakpak,backpack
paka pata,held,2,bak.fad,bakfar,backfire
paka pika,held,2,fax.pix,faxpix,rummage
paka pita,held,2,bak.pid,bakpid,backpedal
paka tama,held,2,bak.sam,baks,rectangle
paka tana,held,2,bak.tan,baktan,portion
paka tima,held,2,bak.tim,baktim,fond
paka tina,held,2,vak.sin,vaksin,vaccine
paka tuna,held,2,vag.dun,vagron,vine
pama napa,held,2,bam.nap,bamap,stage
pama nuta,held,2,pam.nud,pamol,pummel
pama pama,held,2,bam.bam,bab,father
pama pama,held,2,bam.pam,bamp,bump
pama pama,held,2,vam.vam,vav,repeat
pama pana,held,2,pam.pan,papan,vicious
