tune,english
lodjig,ianbruceite (mineral)
gresuv,ichnusaite (mineral)
xarpaj,icosahedrite (mineral)
yeskon,idocrase (mineral)
zadjez,idrialite (mineral)
liCij,ikaite (mineral)
hurken,illite (mineral)
rumoj,ilmenite (mineral)
cruxuv,ilvaite (mineral)
maftif,imogolite (mineral)
mazdat,inderite (mineral)
fergit,indite (mineral)
klegas,indium (mineral)
norCec,inyoite (mineral)
hajamd,iodargyrite (mineral)
Cadorc,iolite (mineral)
yumdob,iranite (mineral)
liqkuC,iridium (mineral)
Comzar,iron (mineral)
ramdid,ixiolite (mineral)
kundax,jacobsite (mineral)
dugev,jadarite (mineral)
berbuz,jade (mineral)
madezd,jadeite (mineral)
faham,jaffeite (mineral)
wurenz,jalpaite (mineral)
kegzaC,jamesonite (mineral)
slojif,janggunite (mineral)
djefid,jarosewichite (mineral)
teqkeg,jarosite (mineral)
pugzam,jasper (mineral)
nimzak,jeffersonite (mineral)
vuxizd,jennite (mineral)
foqkij,jeremejevite (mineral)
lertov,jerrygibbsite (mineral)
wigalt,jimthompsonite (mineral)
homud,johannite (mineral)
nispib,jolliffeite (mineral)
pifkiz,jonesite (mineral)
niyerc,jordanite (mineral)
ziskot,julgoldite (mineral)
kukaft,junitoite (mineral)
Cihec,jurbanite (mineral)
Cenzif,kaatialaite (mineral)
tune,kadyrelite (mineral)
koniz,kaersutite (mineral)
xardaC,kainite (mineral)
kondof,kainosite-(y) (mineral)
kevirv,kalininite (mineral)
gistec,kalinite (mineral)
bucun,kalsilite (mineral)
brajis,kamacite (mineral)
himarv,kambaldaite (mineral)
madjed,kamiokite (mineral)
xrufeC,kampfite (mineral)
yurzuq,kanoite (mineral)
badjed,kaolinite (mineral)
hasomd,karlite (mineral)
nejimd,kassite (mineral)
tispev,katayamalite (mineral)
carCud,kazakovite (mineral)
nidjeb,kaňkite (mineral)
tultot,kegelite (mineral)
tamzic,keilhauite (mineral)
zimzog,keilite (mineral)
noskej,kenhsuite (mineral)
ximziz,kermesite (mineral)
hafost,kernite (mineral)
semdej,kerolite (mineral)
hahuft,kesterite (mineral)
mimdib,keyite (mineral)
fiftak,khatyrkite (mineral)
yoqkor,kieserite (mineral)
voyaft,kinoite (mineral)
fimdep,kleinite (mineral)
mardol,knebelite (mineral)
gizduz,knorringite (mineral)
Ceyolt,kobellite (mineral)
dalzaq,kochite (mineral)
kespaq,kogarkoite (mineral)
lewirz,kolbeckite (mineral)
kergen,kornerupine (mineral)
dodjat,kosmochlor (mineral)
wercok,kostovite (mineral)
lurdid,kovdorskite (mineral)
gemzix,krantzite (mineral)
pimdud,kratochvílite (mineral)
testoz,kremersite (mineral)
paltog,krennerite (mineral)
pamzuc,krieselite (mineral)
djozoz,krotite (mineral)
zudjer,krut'aite (mineral)
natxim,krutovite (mineral)
ciriC,kröhnkite (mineral)
conzod,kukharenkoite-(ce) (mineral)
kaltot,kunzite (mineral)
murpot,kuratite (mineral)
flicof,kurnakovite (mineral)
krijuk,kutnohorite (mineral)
cagzaC,kyanite (mineral)
burisk,köttigite (mineral)
marCeb,labradorite (mineral)
binurf,lanarkite (mineral)
bamdod,langbeinite (mineral)
kolped,langite (mineral)
torcik,lansfordite (mineral)
voxeC,lanthanite (mineral)
gladaj,laplandite-(ce) (mineral)
cuspip,larimar (mineral)
vispib,larnite (mineral)
muzder,laumontite (mineral)
vefkuj,laurionite (mineral)
moltok,laurite (mineral)
zamdun,lautenthalite (mineral)
lasker,lautite (mineral)
zexaf,lavendulan (mineral)
beCotx,lawsonite (mineral)
percac,lazulite (mineral)
Cadjig,lazurite (mineral)
firbin,lead (mineral)
rowind,leadhillite (mineral)
xolpaj,legrandite (mineral)
lumamz,leifite (mineral)
durcaj,leightonite (mineral)
gargok,lepidocrocite (mineral)
mimift,lepidolite (mineral)
suqkin,letovicite (mineral)
vogemz,leucite (mineral)
dorpek,leucophanite (mineral)
naguk,leucophoenicite (mineral)
Camder,libethenite (mineral)
barzes,liebigite (mineral)
restof,lignite (mineral)
bufkex,linarite (mineral)
woltos,lindgrenite (mineral)
gumzaq,linnaeite (mineral)
bircog,lipscombite (mineral)
kligab,liroconite (mineral)
gorCib,litharge (mineral)
duftiz,lithiophilite (mineral)
nolted,livingstonite (mineral)
pofkeC,lizardite (mineral)
nurken,lodestone (mineral)
djaCul,loellingite (mineral)
xuvors,lonsdaleite (mineral)
xolpac,loparite-(ce) (mineral)
hatat,lorenzenite (mineral)
fomzul,lorándite (mineral)
vorgoj,loveringite (mineral)
xurciz,lublinite (mineral)
cifkus,ludlamite (mineral)
nemesk,ludwigite (mineral)
diskef,lulzacite (mineral)
luberk,lyonsite (mineral)
nifkis,lévyne (mineral)
Carpig,lópezite (mineral)
bergit,macaulayite (mineral)
rehisp,macdonaldite (mineral)
bonirc,mackinawite (mineral)
sonzod,madocite (mineral)
xlaCec,magadiite (mineral)
koftuC,maghemite (mineral)
xirdin,magnesia (mineral)
zixomz,magnesiocummingtonite (mineral)
freCuj,magnesioferrite (mineral)
ferdof,magnesiohastingsite (mineral)
sostox,magnesiopascoite (mineral)
kidjef,magnesite (mineral)
colum,magnetite (mineral)
hoftox,majorite (mineral)
gegorb,malachite (mineral)
ziqkev,malacolite (mineral)
xozutx,malayaite (mineral)
pumzic,manganite (mineral)
datxag,manganocolumbite (mineral)
berCub,manganophyllite (mineral)
mafenz,manganosite (mineral)
horpul,manganotantalite (mineral)
klubug,manganvesuvianite (mineral)
manzev,mansfieldite (mineral)
pinop,marcasite (mineral)
corcup,margaritasite (mineral)
hirCib,margarite (mineral)
boCirk,marialite (mineral)
westop,maricite (mineral)
pircit,mariposite (mineral)
pemdeg,marrite (mineral)
kurpip,marthozite (mineral)
xlolus,mascagnite (mineral)
ferdij,massicot (mineral)
xiskak,masuyite (mineral)
lertaC,mathesiusite (mineral)
murCes,matlockite (mineral)
rahagj,maucherite (mineral)
wudjuj,mawsonite (mineral)
timzis,mckelveyite-(y) (mineral)
gizorv,meerschaum (mineral)
senarp,meionite (mineral)
balzad,melanite (mineral)
facist,melanophlogite (mineral)
zirbev,melanterite (mineral)
xosig,melilite (mineral)
lumarc,mellite (mineral)
rusugz,melonite (mineral)
frugeg,mendipite (mineral)
xorbuv,mendozite (mineral)
zendem,meneghinite (mineral)
krodeg,menilite (mineral)
kifkic,mercury (mineral)
nugzab,mereheadite (mineral)
walpik,merenskyite (mineral)
zorkut,meridianiite (mineral)
sondid,merrillite (mineral)
cowarf,mesolite (mineral)
surcij,messelite (mineral)
carond,metacinnabar (mineral)
dazdap,metatorbernite (mineral)
mercob,metazeunerite (mineral)
leCeb,meyerhofferite (mineral)
dafkut,miargyrite (mineral)
nimirs,mica (mineral)
moltaC,microcline (mineral)
xarcam,microlite (mineral)
sunzaj,miguelromeroite (mineral)
hidolz,milky quartz (mineral)
deyimd,millerite (mineral)
razdin,millosevichite (mineral)
hastex,mimetite (mineral)
bonzop,minium (mineral)
zustuq,minnesotaite (mineral)
glavex,minyulite (mineral)
lortoj,mirabilite (mineral)
nocetx,mixite (mineral)
momogz,moganite (mineral)
hewosk,mohite (mineral)
fevaz,mohrite (mineral)
xunzaj,moissanite (mineral)
blenuj,molybdenite (mineral)
laspal,molybdite (mineral)
docisk,monazite (mineral)
teftem,monohydrocalcite (mineral)
cejuf,monticellite (mineral)
trekal,montmorillonite (mineral)
vekond,mooihoekite (mineral)
sosob,moolooite (mineral)
wunzut,mordenite (mineral)
detxac,morganite (mineral)
suskor,moschellandsbergite (mineral)
cufid,mosesite (mineral)
crodam,mottramite (mineral)
necas,motukoreaite (mineral)
xogzul,mullite (mineral)
nertom,mundite (mineral)
tergak,murdochite (mineral)
xurdop,muscovite (mineral)
wesken,musgravite (mineral)
merbam,nabalamprophyllite (mineral)
fuftos,nabesite (mineral)
wozdif,nacrite (mineral)
nurgak,nadorite (mineral)
lurpeC,nagyágite (mineral)
cedjat,nahcolite (mineral)
vaqkiv,naldrettite (mineral)
klakad,nambulite (mineral)
zuqkob,narsarsukite (mineral)
Cuftok,native copper (mineral)
himdoc,natrolite (mineral)
dircuk,natron (mineral)
nakix,natrophilite (mineral)
yorpup,nekrasovite (mineral)
hufkub,nelenite (mineral)
txejad,nenadkevichite (mineral)
kamzik,nepheline (mineral)
yurgek,nephrite (mineral)
xuftox,neptunite (mineral)
gurbap,nichromite (mineral)
sodan,nickel (mineral)
djinad,nickeline (mineral)
nomdob,niedermayrite (mineral)
cirCuz,niningerite (mineral)
zotxat,niobite (mineral)
Ceyind,niobite-tantalite (mineral)
sastip,nissonite (mineral)
wurdim,niter (mineral)
dimzaq,nitratine (mineral)
wolzix,nobleite (mineral)
fraxuz,nontronite (mineral)
tarteg,norbergite (mineral)
weqard,normandite (mineral)
Coltut,northupite (mineral)
xarbin,nosean (mineral)
wuqkiC,nsutite (mineral)
hidjoj,nuragheite (mineral)
virdor,nyerereite (mineral)
baqkud,népouite (mineral)
wokugz,okenite (mineral)
wertuj,oldhamite (mineral)
vuvond,olgite (mineral)
yuyuc,oligoclase (mineral)
gogzag,olivenite (mineral)
vlaxed,olivine (mineral)
trasaz,omphacite (mineral)
vafkug,oneillite (mineral)
torgic,onyx (mineral)
forcan,oosterboschite (mineral)
caskut,oppenheimerite (mineral)
tulpoc,ordóñezite (mineral)
tortor,oregonite (mineral)
tregan,orpiment (mineral)
saqkuk,orthochrysotile (mineral)
dicirc,orthoclase (mineral)
kutxop,osarizawaite (mineral)
txacun,osmium (mineral)
cobarc,osumilite (mineral)
rigzuk,otavite (mineral)
bobinz,ottrelite (mineral)
droviz,otwayite (mineral)
hospox,pabstite (mineral)
warguk,painite (mineral)
xidjag,palladium (mineral)
zurdof,palygorskite (mineral)
lonzeq,panethite (mineral)
boculz,panguite (mineral)
ronand,papagoite (mineral)
hafuft,parachrysotile (mineral)
horgop,paragonite (mineral)
dezdim,paralaurionite (mineral)
wejorz,paramelaconite (mineral)
murzaq,pararealgar (mineral)
vexagj,paravauxite (mineral)
sibirf,pargasite (mineral)
munduq,parisite-(ce) (mineral)
nafas,parsonsite (mineral)
fozdax,parthéite (mineral)
siheqk,pascoite (mineral)
garkek,patrónite (mineral)
surzod,paulingite (mineral)
fidjus,paulscherrerite (mineral)
curboc,pearceite (mineral)
gurpus,pecoraite (mineral)
kraveC,pectolite (mineral)
norast,pelagosite (mineral)
dunagz,penikisite (mineral)
pispus,penroseite (mineral)
sirpax,pentagonite (mineral)
hiqkuc,pentlandite (mineral)
kadjam,perhamite (mineral)
menzoq,periclase (mineral)
vorcul,pericline (mineral)
txemid,peridot (mineral)
korzof,perite (mineral)
horcor,perlite (mineral)
yuzdet,perovskite (mineral)
wuzdak,petalite (mineral)
moqkob,petzite (mineral)
hendic,pezzottaite (mineral)
suspiz,pharmacolite (mineral)
Circaf,pharmacosiderite (mineral)
bamdum,phenakite (mineral)
riskor,phengite (mineral)
vivudj,phillipsite (mineral)
calpap,phlogopite (mineral)
Cirper,phoenicochroite (mineral)
viskoj,phosgenite (mineral)
budjij,phosphophyllite (mineral)
prudes,phosphorite (mineral)
bropot,phosphosiderite (mineral)
zadjit,phosphuranylite (mineral)
lisid,pickeringite (mineral)
sorkac,picropharmacolite (mineral)
yimzut,piemontite (mineral)
mejodj,pigeonite (mineral)
yuqkuC,pimelite (mineral)
vozdux,pinalite (mineral)
malzik,pinnoite (mineral)
verzid,pitchblende (mineral)
kerzem,piypite (mineral)
blubuj,plagioclase (mineral)
degoz,plancheite (mineral)
bomogz,platinum (mineral)
givadj,plattnerite (mineral)
busirf,playfairite (mineral)
wostum,plessite (mineral)
weskes,plumbogummite (mineral)
wozirb,polarite (mineral)
gortuc,pollucite (mineral)
semdoc,polybasite (mineral)
torduj,polycrase (mineral)
zorkit,polydymite (mineral)
reqkar,polyhalite (mineral)
borizd,portlandite (mineral)
behozd,posnjakite (mineral)
drefar,potassium alum (mineral)
nendaC,poudretteite (mineral)
zerzex,povondraite (mineral)
cadift,powellite (mineral)
Corgaj,prehnite (mineral)
xandec,proustite (mineral)
yindom,pseudobrookite (mineral)
viskic,pseudomalachite (mineral)
hinurp,pseudowollastonite (mineral)
luzdid,pumpellyite (mineral)
flitut,purpurite (mineral)
mihurb,putnisite (mineral)
maCosk,pyrargyrite (mineral)
xozirt,pyrite (mineral)
galoz,pyrochlore (mineral)
foltim,pyrolusite (mineral)
sarCut,pyromorphite (mineral)
guskev,pyrope (mineral)
gamav,pyrophanite (mineral)
fafuC,pyrophyllite (mineral)
nagzic,pyroxene (mineral)
sorkit,pyroxferroite (mineral)
giskid,pyroxmangite (mineral)
faftic,pyrrhotite (mineral)
zaftap,pääkkönenite (mineral)
gurguv,qingsongite (mineral)
birgum,quartz (mineral)
dorkox,quenstedtite (mineral)
gemzet,quetzalcoatlite (mineral)
weftuv,quintinite (mineral)
feyand,qusongite (mineral)
cohurv,rakovanite (mineral)
zafkuj,rambergite (mineral)
bunesp,rameauite (mineral)
wuftul,rammelsbergite (mineral)
kadok,rapidcreekite (mineral)
rufoqk,rashleighite (mineral)
diftiq,raslakite (mineral)
honzuj,raspite (mineral)
goqurd,rastsvetaevite (mineral)
rultep,realgar (mineral)
tofot,reederite-(y) (mineral)
bospal,reedmergnerite (mineral)
sudod,reidite (mineral)
tarziq,reinerite (mineral)
Colunz,renierite (mineral)
curcok,rheniite (mineral)
benurv,rhodium (mineral)
teftaz,rhodochrosite (mineral)
marpux,rhodolite (mineral)
Cordez,rhodonite (mineral)
durCev,rhodplumsite (mineral)
kiqkaf,rhomboclase (mineral)
nerbir,richterite (mineral)
samzif,rickardite (mineral)
pitetx,riebeckite (mineral)
floxuk,ringwoodite (mineral)
bemzex,roaldite (mineral)
nitxub,robertsite (mineral)
ruzdin,rock crystal (mineral)
zolzam,rodalquilarite (mineral)
kocak,romanèchite (mineral)
yisix,romeite (mineral)
fimdup,rosasite (mineral)
Ceskut,roscoelite (mineral)
fitxal,rose quartz (mineral)
cafusk,roselite (mineral)
vorcis,rosenbergite (mineral)
cerced,rosickýite (mineral)
cospef,roumanite (mineral)
dirzuz,routhierite (mineral)
temdor,rozenite (mineral)
tuzdip,rubicline (mineral)
yamduc,ruby (mineral)
fefeC,ruizite (mineral)
Camatx,russellite (mineral)
sunerf,ruthenium (mineral)
baltaz,rutherfordine (mineral)
ficefk,rutile (mineral)
wuzirk,rynersonite (mineral)
hargas,sabatierite (mineral)
djanom,sabieite (mineral)
vurpig,sabinaite (mineral)
fozdeb,sacrofanite (mineral)
basej,safflorite (mineral)
voyaf,sal ammoniac (mineral)
rujars,saleeite (mineral)
verbez,saliotite (mineral)
xroCaj,salzburgite (mineral)
xruCeb,samarskite-(y) (mineral)
monulz,sampleite (mineral)
zazdik,samsonite (mineral)
moCogz,samuelsonite (mineral)
xlemin,sanbornite (mineral)
wetxas,saneroite (mineral)
lirpuc,sanidine (mineral)
kliduz,santabarbaraite (mineral)
hidjom,santite (mineral)
vamdec,saponite (mineral)
verbek,sapphire (mineral)
mesesk,sapphirine (mineral)
dolum,sarabauite (mineral)
tuzdut,sarcolite (mineral)
slafic,sard (mineral)
bifkud,sarkinite (mineral)
womzax,sassolite (mineral)
rodjit,satinspar (mineral)
patetx,satterlyite (mineral)
xijig,sauconite (mineral)
ceCagz,sborgite (mineral)
gundis,scapolite (mineral)
yokolz,scheelite (mineral)
sertuz,schizolite (mineral)
woverc,schmiederite (mineral)
tolpun,schoepite (mineral)
txulal,schorl (mineral)
Cufkuf,schreibersite (mineral)
slemec,schreyerite (mineral)
herCos,schröckingerite (mineral)
yidjuk,schwertmannite (mineral)
hastoc,schäferite (mineral)
sodjuv,scolecite (mineral)
lestud,scorodite (mineral)
perdiv,scorzalite (mineral)
hemac,scrutinyite (mineral)
forkub,seamanite (mineral)
Curpob,searlesite (mineral)
cejizd,seeligerite (mineral)
nutxap,segelerite (mineral)
xonzex,seifertite (mineral)
bloroc,sekaninaite (mineral)
fujor,selenite (mineral)
wizirs,selenium (mineral)
xekitx,seligmannite (mineral)
vracik,sellaite (mineral)
Cahult,semseyite (mineral)
cumzak,senarmontite (mineral)
wumdid,sepiolite (mineral)
bodjen,serendibite (mineral)
dredum,serpentine group (mineral)
sehalt,serpierite (mineral)
geqimz,sewardite (mineral)
zartiz,shandite (mineral)
yerzoc,shattuckite (mineral)
sijomd,shigaite (mineral)
yertoc,shortite (mineral)
torbed,siderite (mineral)
zenzeq,siderophyllite (mineral)
vergun,siderotil (mineral)
fertig,siegenite (mineral)
horzat,silicate perovskite (mineral)
murtos,silicon (mineral)
xerCuj,sillimanite (mineral)
curbep,silver (mineral)
CeCun,simetite (mineral)
Cezdac,simonellite (mineral)
mefkaf,simpsonite (mineral)
sadjib,sincosite (mineral)
xertul,sinkankasite (mineral)
xladis,sinoite (mineral)
Curtul,skaergaardite (mineral)
degzod,sklodowskite (mineral)
suCurk,skutterudite (mineral)
surkiv,smaltite (mineral)
bisped,smectite (mineral)
djolin,smithsonite (mineral)
wedok,smoky quartz (mineral)
mojofk,soda niter (mineral)
gispeq,sodalite (mineral)
djivag,soddyite (mineral)
moworp,sonolite (mineral)
paspux,spectrolite (mineral)
cetxom,sperrylite (mineral)
farteC,spertiniite (mineral)
sagzoq,spessartine (mineral)
zatxoj,spessartite (mineral)
sliqoq,sphalerite (mineral)
zarCup,sphene (mineral)
foftij,spherocobaltite (mineral)
girpef,spinel (mineral)
rizdoC,spodumene (mineral)
degzoc,spurrite (mineral)
mihirt,stannite (mineral)
praxik,stannoidite (mineral)
vrigor,stantienite (mineral)
harkop,staurolite (mineral)
vuseg,steacyite (mineral)
medjet,stellerite (mineral)
cesof,stephanite (mineral)
yukimd,stercorite (mineral)
yoltal,stibarsen (mineral)
Cijod,stibiconite (mineral)
wugzod,stibiopalladinite (mineral)
lules,stibnite (mineral)
surdat,stichtite (mineral)
raskip,stilbite (mineral)
dorgem,stilleite (mineral)
gundip,stillwaterite (mineral)
blimes,stillwellite-(ce) (mineral)
lulzic,stilpnomelane (mineral)
nasugz,stishovite (mineral)
sletop,stolzite (mineral)
ratxoq,strashimirite (mineral)
folper,strengite (mineral)
Ciwarp,stromeyerite (mineral)
diskuv,strontianite (mineral)
tutos,struvite (mineral)
conzof,studenitsite (mineral)
sruseb,studtite (mineral)
sercez,sturmanite (mineral)
Cidjen,stützite (mineral)
serbav,suanite (mineral)
yamzaf,suessite (mineral)
letxoC,sugilite (mineral)
Carkup,sulfur (mineral)
vezim,sunstone (mineral)
fijift,sursassite (mineral)
mofted,susannite (mineral)
bomol,sussexite (mineral)
soCal,svanbergite (mineral)
yofkic,sweetite (mineral)
hiCarb,switzerite (mineral)
purCox,sylvanite (mineral)
xurkat,sylvite (mineral)
buspoC,synchysite-(ce) (mineral)
surCid,syngenite (mineral)
nagzat,sérandite (mineral)
surcok,taaffeite (mineral)
durkuj,tachyhydrite (mineral)
vezutx,taenite (mineral)
wuskec,taikanite (mineral)
wafkit,talc (mineral)
firtab,talmessite (mineral)
mirCap,talnakhite (mineral)
daskom,tamarugite (mineral)
porcat,tangeite (mineral)
nezdon,tantalite (mineral)
vegzuk,tantite (mineral)
werdif,tanzanite (mineral)
zarzoq,tapiolite (mineral)
sartoz,taranakite (mineral)
zosket,tarapacaite (mineral)
gidjeg,tarbuttite (mineral)
voftun,tausonite (mineral)
sirCij,teallite (mineral)
srojas,tellurite (mineral)
xoqimd,tellurium (mineral)
xurcoq,tellurobismuthite (mineral)
haskiz,temagamite (mineral)
risizd,tennantite (mineral)
xurpic,tenorite (mineral)
mercir,tephroite (mineral)
vetxuv,terlinguaite (mineral)
semdir,teruggite (mineral)
dirdos,tetradymite (mineral)
caftep,tetrahedrite (mineral)
roskug,tetrataenite (mineral)
zirpod,thaumasite (mineral)
polzeC,thenardite (mineral)
royeg,thermonatrite (mineral)
paspiz,thiospinel group (mineral)
numdak,thomasclarkite-(y) (mineral)
totxux,thomsenolite (mineral)
wumzoC,thomsonite (mineral)
fadjum,thorianite (mineral)
xulzaf,thorite (mineral)
kuvemz,thortveitite (mineral)
lidjes,thulite (mineral)
durtot,thuringite (mineral)
vomdif,tiemannite (mineral)
wixirt,tienshanite (mineral)
siCus,tin (mineral)
hurbes,tinaksite (mineral)
ruskub,tincalconite (mineral)
xorbak,titanite (mineral)
sreban,titanium (mineral)
fistir,titanowodginite (mineral)
vertaj,tobermorite (mineral)
yofkoc,todorokite (mineral)
lorges,tokyoite (mineral)
niminz,tongbaite (mineral)
brenas,topaz (mineral)
vaqkuc,torbernite (mineral)
Cihurc,tourmaline (mineral)
saborb,tranquillityite (mineral)
Cadjab,travertine (mineral)
Calzit,tremolite (mineral)
behob,trevorite (mineral)
cadenz,tridymite (mineral)
xespom,triphylite (mineral)
vuyomd,triplite (mineral)
fusoC,triploidite (mineral)
binzoz,tripuhyite (mineral)
serdeq,troilite (mineral)
krigol,trona (mineral)
Cezax,tsavorite (mineral)
girdib,tschermakite (mineral)
bispan,tschermigite (mineral)
yergox,tsumcorite (mineral)
kraxin,tsumebite (mineral)
hudjal,tugtupite (mineral)
vurtej,tungsten (mineral)
girkad,tungstite (mineral)
ComzaC,tuperssuatsiaite (mineral)
vovin,turquoise (mineral)
tatxux,tusionite (mineral)
virbuC,tyrolite (mineral)
guqked,tyrrellite (mineral)
gromuz,tyuyamunite (mineral)
koqkas,uchucchacuaite (mineral)
guspek,uklonskovite (mineral)
xadort,ulexite (mineral)
dedad,ullmannite (mineral)
forgur,ulrichite (mineral)
vendis,ultramarine (mineral)
limzok,ulvöspinel (mineral)
lorCum,umangite (mineral)
medjul,umbite (mineral)
crusas,upalite (mineral)
roCurc,uralite (mineral)
vacak,uraninite (mineral)
fofkog,uranocircite (mineral)
besteb,uranophane (mineral)
fibaf,uranopilite (mineral)
tonzaq,urea (mineral)
wegzem,uricite (mineral)
bijuzd,urusovite (mineral)
cerCoC,ussingite (mineral)
buftub,utahite (mineral)
dudjek,uvarovite (mineral)
dispej,uytenbogaardtite (mineral)
wubarz,vaesite (mineral)
blisoC,valentinite (mineral)
numzak,valleriite (mineral)
darCoC,vanadinite (mineral)
vlemox,vanadiocarpholite (mineral)
dordak,vanadium (mineral)
Ceftub,vandenbrandeite (mineral)
blafib,vantasselite (mineral)
yonzus,vanuralite (mineral)
gerbeC,variscite (mineral)
wugzoC,vaterite (mineral)
tartoC,vauquelinite (mineral)
tulpon,vauxite (mineral)
tirtev,veatchite (mineral)
gaspuz,vermiculite (mineral)
tolzat,vesuvianite (mineral)
titxos,villiaumite (mineral)
noserd,violarite (mineral)
naxev,vishnevite (mineral)
faluqk,vivianite (mineral)
ralerg,vladimirite (mineral)
vlevud,vlasovite (mineral)
txifuf,volborthite (mineral)
mehomd,vuagnatite (mineral)
nafind,vulcanite (mineral)
nundab,wadsleyite (mineral)
viqegz,wagnerite (mineral)
kevulz,wairakite (mineral)
tidjap,wakabayashilite (mineral)
bodjuj,wakefieldite (mineral)
hirbib,walfordite (mineral)
hujamz,wardite (mineral)
ramdek,warikahnite (mineral)
perkus,warwickite (mineral)
xozam,wassonite (mineral)
virkus,water (mineral)
waltav,wattersite (mineral)
burzaj,wavellite (mineral)
cimzoz,weddellite (mineral)
nitxef,weeksite (mineral)
fedalt,weilite (mineral)
cerkes,weissite (mineral)
rastaz,weloganite (mineral)
denzeq,whewellite (mineral)
pircen,whiteite (mineral)
Cerbib,whitlockite (mineral)
bletip,willemite (mineral)
sarkix,wiluite (mineral)
cerdad,witherite (mineral)
Cenasp,wodginite (mineral)
yendin,wolframite (mineral)
paltoj,wollastonite (mineral)
kidjuC,woodhouseite (mineral)
cefkap,wulfenite (mineral)
parcan,wurtzite (mineral)
dolzem,wyartite (mineral)
zeven,wöhlerite (mineral)
tandas,wüstite (mineral)
dumic,xanthiosite (mineral)
dacesk,xanthoconite (mineral)
furtuc,xanthoxenite (mineral)
Curban,xenophyllite (mineral)
dugzar,xenotime (mineral)
zaftiq,xiangjiangite (mineral)
Curtoq,xieite (mineral)
zundum,xifengite (mineral)
wefter,xilingolite (mineral)
neskar,ximengite (mineral)
binzod,xingzhongite (mineral)
sadasp,xitieshanite (mineral)
hakog,xocolatlite (mineral)
soserd,xocomecatlite (mineral)
slosom,xonotlite (mineral)
derCeg,ye'elimite (mineral)
markac,yingjiangite (mineral)
muspem,yttrialite (mineral)
vrokuC,yttrocerite (mineral)
pregiv,yttrocolumbite (mineral)
londin,yttrogummite (mineral)
hisarp,yttropyrochlore-(y) (mineral)
zirzuj,yuksporite (mineral)
girpar,zabuyelite (mineral)
fubaj,zaccagnaite (mineral)
largaf,zaherite (mineral)
sindaz,zajacite-(ce) (mineral)
xinzor,zakharovite (mineral)
parpij,zanazziite (mineral)
humirz,zaratite (mineral)
seftaz,zaïrite (mineral)
dogzoC,zektzerite (mineral)
merCac,zellerite (mineral)
socin,zemannite (mineral)
rultac,zeolite (mineral)
vemzen,zeunerite (mineral)
keskuc,zhanghengite (mineral)
yufkuC,zhangpeishanite (mineral)
danidj,zharchikhite (mineral)
wendav,zhemchuzhnikovite (mineral)
lolteq,zhonghuacerite-(ce) (mineral)
djiviv,ziesite (mineral)
rozdor,zimbabweite (mineral)
ronurk,zinalsite (mineral)
Curind,zincite (mineral)
blemob,zinclipscombite (mineral)
walzax,zincmelanterite (mineral)
hohinz,zincobotryogen (mineral)
voqkaj,zincochromite (mineral)
vustaf,zincolivenite (mineral)
wardal,zinkenite (mineral)
roninz,zinnwaldite (mineral)
komzib,zippeite (mineral)
tarboC,zircon (mineral)
kiCog,zirconolite (mineral)
honarb,zircophyllite (mineral)
yolpiq,zirkelite (mineral)
yeviqk,znucalite (mineral)
wolpit,zoisite (mineral)
bamdij,zorite (mineral)
banagj,zunyite (mineral)
kuyesk,zussmanite (mineral)
dugzaj,zykaite (mineral)
vurtix,åkermanite (mineral)
