word,shape,onset,vowel,coda
vup,CVC,v,u,p
vut,CVC,v,u,t
vuk,CVC,v,u,k
vus,CVC,v,u,s
vuz,CVC,v,u,z
vuv,CVC,v,u,v
vuf,CVC,v,u,f
vux,CVC,v,u,x
vuj,CVC,v,u,j
vuC,CVC,v,u,C
vuc,CVC,v,u,c
vur,CVC,v,u,r
vul,CVC,v,u,l
fim,CVC,f,i,m
fin,CVC,f,i,n
fiq,CVC,f,i,q
fig,CVC,f,i,g
fid,CVC,f,i,d
fib,CVC,f,i,b
fip,CVC,f,i,p
fit,CVC,f,i,t
fik,CVC,f,i,k
fis,CVC,f,i,s
fiz,CVC,f,i,z
fiv,CVC,f,i,v
fif,CVC,f,i,f
fix,CVC,f,i,x
fij,CVC,f,i,j
fiC,CVC,f,i,C
fic,CVC,f,i,c
fem,CVC,f,e,m
fen,CVC,f,e,n
feq,CVC,f,e,q
feg,CVC,f,e,g
fed,CVC,f,e,d
feb,CVC,f,e,b
fep,CVC,f,e,p
fet,CVC,f,e,t
fek,CVC,f,e,k
fes,CVC,f,e,s
fez,CVC,f,e,z
fev,CVC,f,e,v
fef,CVC,f,e,f
fex,CVC,f,e,x
fej,CVC,f,e,j
feC,CVC,f,e,C
fec,CVC,f,e,c
fam,CVC,f,a,m
fan,CVC,f,a,n
faq,CVC,f,a,q
fad,CVC,f,a,d
fab,CVC,f,a,b
fap,CVC,f,a,p
fat,CVC,f,a,t
fas,CVC,f,a,s
faz,CVC,f,a,z
fav,CVC,f,a,v
faf,CVC,f,a,f
fax,CVC,f,a,x
faj,CVC,f,a,j
faC,CVC,f,a,C
fac,CVC,f,a,c
far,CVC,f,a,r
fal,CVC,f,a,l
fom,CVC,f,o,m
fon,CVC,f,o,n
foq,CVC,f,o,q
fog,CVC,f,o,g
fod,CVC,f,o,d
fob,CVC,f,o,b
fop,CVC,f,o,p
fot,CVC,f,o,t
fok,CVC,f,o,k
fos,CVC,f,o,s
foz,CVC,f,o,z
fov,CVC,f,o,v
fof,CVC,f,o,f
fox,CVC,f,o,x
foj,CVC,f,o,j
foC,CVC,f,o,C
foc,CVC,f,o,c
for,CVC,f,o,r
fol,CVC,f,o,l
fum,CVC,f,u,m
fun,CVC,f,u,n
fuq,CVC,f,u,q
fug,CVC,f,u,g
fud,CVC,f,u,d
fub,CVC,f,u,b
fup,CVC,f,u,p
fut,CVC,f,u,t
fuk,CVC,f,u,k
fus,CVC,f,u,s
fuz,CVC,f,u,z
fuv,CVC,f,u,v
fuf,CVC,f,u,f
fux,CVC,f,u,x
fuj,CVC,f,u,j
fuC,CVC,f,u,C
fuc,CVC,f,u,c
fur,CVC,f,u,r
ful,CVC,f,u,l
xim,CVC,x,i,m
xin,CVC,x,i,n
xiq,CVC,x,i,q
xig,CVC,x,i,g
xid,CVC,x,i,d
xib,CVC,x,i,b
xip,CVC,x,i,p
xit,CVC,x,i,t
xis,CVC,x,i,s
xiz,CVC,x,i,z
xiv,CVC,x,i,v
xif,CVC,x,i,f
xix,CVC,x,i,x
xij,CVC,x,i,j
xiC,CVC,x,i,C
xic,CVC,x,i,c
xem,CVC,x,e,m
xen,CVC,x,e,n
xeq,CVC,x,e,q
xeg,CVC,x,e,g
xed,CVC,x,e,d
xeb,CVC,x,e,b
xep,CVC,x,e,p
xet,CVC,x,e,t
xek,CVC,x,e,k
xes,CVC,x,e,s
xez,CVC,x,e,z
xev,CVC,x,e,v
xef,CVC,x,e,f
xex,CVC,x,e,x
xej,CVC,x,e,j
xeC,CVC,x,e,C
xec,CVC,x,e,c
xam,CVC,x,a,m
xan,CVC,x,a,n
xaq,CVC,x,a,q
xag,CVC,x,a,g
xad,CVC,x,a,d
xab,CVC,x,a,b
xap,CVC,x,a,p
xat,CVC,x,a,t
xak,CVC,x,a,k
xas,CVC,x,a,s
xaz,CVC,x,a,z
xav,CVC,x,a,v
xaf,CVC,x,a,f
xax,CVC,x,a,x
xaj,CVC,x,a,j
xaC,CVC,x,a,C
xac,CVC,x,a,c
xar,CVC,x,a,r
xal,CVC,x,a,l
xom,CVC,x,o,m
xon,CVC,x,o,n
xoq,CVC,x,o,q
xog,CVC,x,o,g
xod,CVC,x,o,d
xob,CVC,x,o,b
xop,CVC,x,o,p
xot,CVC,x,o,t
xok,CVC,x,o,k
xos,CVC,x,o,s
xoz,CVC,x,o,z
xov,CVC,x,o,v
xof,CVC,x,o,f
xox,CVC,x,o,x
xoj,CVC,x,o,j
xoC,CVC,x,o,C
xoc,CVC,x,o,c
xor,CVC,x,o,r
xol,CVC,x,o,l
xum,CVC,x,u,m
xun,CVC,x,u,n
xuq,CVC,x,u,q
xug,CVC,x,u,g
xud,CVC,x,u,d
xub,CVC,x,u,b
xup,CVC,x,u,p
xut,CVC,x,u,t
xuk,CVC,x,u,k
xus,CVC,x,u,s
xuz,CVC,x,u,z
xuv,CVC,x,u,v
xuf,CVC,x,u,f
xux,CVC,x,u,x
xuj,CVC,x,u,j
xuC,CVC,x,u,C
xuc,CVC,x,u,c
xur,CVC,x,u,r
xul,CVC,x,u,l
jim,CVC,j,i,m
jin,CVC,j,i,n
jiq,CVC,j,i,q
jig,CVC,j,i,g
jid,CVC,j,i,d
jib,CVC,j,i,b
jip,CVC,j,i,p
jit,CVC,j,i,t
jik,CVC,j,i,k
jis,CVC,j,i,s
jiz,CVC,j,i,z
jiv,CVC,j,i,v
jif,CVC,j,i,f
jix,CVC,j,i,x
jij,CVC,j,i,j
jiC,CVC,j,i,C
jic,CVC,j,i,c
jem,CVC,j,e,m
jen,CVC,j,e,n
jeq,CVC,j,e,q
jeg,CVC,j,e,g
jed,CVC,j,e,d
jeb,CVC,j,e,b
jep,CVC,j,e,p
jet,CVC,j,e,t
jek,CVC,j,e,k
jes,CVC,j,e,s
jez,CVC,j,e,z
jev,CVC,j,e,v
jef,CVC,j,e,f
jex,CVC,j,e,x
jej,CVC,j,e,j
jeC,CVC,j,e,C
jec,CVC,j,e,c
jam,CVC,j,a,m
jan,CVC,j,a,n
jaq,CVC,j,a,q
jag,CVC,j,a,g
jad,CVC,j,a,d
jab,CVC,j,a,b
jat,CVC,j,a,t
jak,CVC,j,a,k
jas,CVC,j,a,s
jaz,CVC,j,a,z
jav,CVC,j,a,v
jaf,CVC,j,a,f
jax,CVC,j,a,x
jaj,CVC,j,a,j
jaC,CVC,j,a,C
jac,CVC,j,a,c
jar,CVC,j,a,r
jal,CVC,j,a,l
jom,CVC,j,o,m
jon,CVC,j,o,n
joq,CVC,j,o,q
jog,CVC,j,o,g
jod,CVC,j,o,d
job,CVC,j,o,b
jop,CVC,j,o,p
jot,CVC,j,o,t
jok,CVC,j,o,k
jos,CVC,j,o,s
joz,CVC,j,o,z
jov,CVC,j,o,v
jof,CVC,j,o,f
jox,CVC,j,o,x
joj,CVC,j,o,j
joC,CVC,j,o,C
joc,CVC,j,o,c
jor,CVC,j,o,r
jol,CVC,j,o,l
jum,CVC,j,u,m
jun,CVC,j,u,n
juq,CVC,j,u,q
jug,CVC,j,u,g
jud,CVC,j,u,d
jub,CVC,j,u,b
jup,CVC,j,u,p
jut,CVC,j,u,t
juk,CVC,j,u,k
jus,CVC,j,u,s
juz,CVC,j,u,z
juv,CVC,j,u,v
juf,CVC,j,u,f
jux,CVC,j,u,x
juj,CVC,j,u,j
juC,CVC,j,u,C
juc,CVC,j,u,c
jur,CVC,j,u,r
jul,CVC,j,u,l
Cim,CVC,C,i,m
Cin,CVC,C,i,n
Ciq,CVC,C,i,q
Cig,CVC,C,i,g
Cid,CVC,C,i,d
Cib,CVC,C,i,b
Cip,CVC,C,i,p
Cit,CVC,C,i,t
Cik,CVC,C,i,k
Cis,CVC,C,i,s
Ciz,CVC,C,i,z
Civ,CVC,C,i,v
Cif,CVC,C,i,f
Cix,CVC,C,i,x
Cij,CVC,C,i,j
CiC,CVC,C,i,C
Cic,CVC,C,i,c
Cem,CVC,C,e,m
Cen,CVC,C,e,n
Ceq,CVC,C,e,q
Ceg,CVC,C,e,g
Ced,CVC,C,e,d
Ceb,CVC,C,e,b
Cep,CVC,C,e,p
Cet,CVC,C,e,t
Cek,CVC,C,e,k
Ces,CVC,C,e,s
Cez,CVC,C,e,z
Cev,CVC,C,e,v
Cef,CVC,C,e,f
Cex,CVC,C,e,x
Cej,CVC,C,e,j
CeC,CVC,C,e,C
Cec,CVC,C,e,c
Cam,CVC,C,a,m
Can,CVC,C,a,n
Caq,CVC,C,a,q
Cag,CVC,C,a,g
Cad,CVC,C,a,d
Cab,CVC,C,a,b
Cap,CVC,C,a,p
Cat,CVC,C,a,t
Cak,CVC,C,a,k
Cas,CVC,C,a,s
Caz,CVC,C,a,z
Cav,CVC,C,a,v
Caf,CVC,C,a,f
Cax,CVC,C,a,x
Caj,CVC,C,a,j
CaC,CVC,C,a,C
Cac,CVC,C,a,c
Car,CVC,C,a,r
Cal,CVC,C,a,l
Com,CVC,C,o,m
Con,CVC,C,o,n
Coq,CVC,C,o,q
Cog,CVC,C,o,g
Cod,CVC,C,o,d
Cob,CVC,C,o,b
Cop,CVC,C,o,p
Cot,CVC,C,o,t
Cok,CVC,C,o,k
Cos,CVC,C,o,s
Coz,CVC,C,o,z
Cov,CVC,C,o,v
Cof,CVC,C,o,f
Cox,CVC,C,o,x
Coj,CVC,C,o,j
CoC,CVC,C,o,C
Coc,CVC,C,o,c
Cor,CVC,C,o,r
Col,CVC,C,o,l
Cum,CVC,C,u,m
Cun,CVC,C,u,n
Cuq,CVC,C,u,q
Cug,CVC,C,u,g
Cud,CVC,C,u,d
Cub,CVC,C,u,b
Cup,CVC,C,u,p
Cut,CVC,C,u,t
Cuk,CVC,C,u,k
Cus,CVC,C,u,s
Cuz,CVC,C,u,z
Cuv,CVC,C,u,v
Cuf,CVC,C,u,f
Cux,CVC,C,u,x
Cuj,CVC,C,u,j
CuC,CVC,C,u,C
Cuc,CVC,C,u,c
Cur,CVC,C,u,r
Cul,CVC,C,u,l
cim,CVC,c,i,m
cin,CVC,c,i,n
ciq,CVC,c,i,q
cig,CVC,c,i,g
cid,CVC,c,i,d
cib,CVC,c,i,b
cip,CVC,c,i,p
cit,CVC,c,i,t
cik,CVC,c,i,k
cis,CVC,c,i,s
ciz,CVC,c,i,z
civ,CVC,c,i,v
cif,CVC,c,i,f
cix,CVC,c,i,x
cij,CVC,c,i,j
ciC,CVC,c,i,C
cic,CVC,c,i,c
cem,CVC,c,e,m
cen,CVC,c,e,n
ceq,CVC,c,e,q
ceg,CVC,c,e,g
ced,CVC,c,e,d
ceb,CVC,c,e,b
cep,CVC,c,e,p
cet,CVC,c,e,t
cek,CVC,c,e,k
ces,CVC,c,e,s
cez,CVC,c,e,z
cev,CVC,c,e,v
cef,CVC,c,e,f
cex,CVC,c,e,x
cej,CVC,c,e,j
ceC,CVC,c,e,C
cec,CVC,c,e,c
cam,CVC,c,a,m
can,CVC,c,a,n
caq,CVC,c,a,q
cag,CVC,c,a,g
cad,CVC,c,a,d
cab,CVC,c,a,b
cap,CVC,c,a,p
cat,CVC,c,a,t
cak,CVC,c,a,k
cas,CVC,c,a,s
caz,CVC,c,a,z
cav,CVC,c,a,v
caf,CVC,c,a,f
cax,CVC,c,a,x
caj,CVC,c,a,j
caC,CVC,c,a,C
cac,CVC,c,a,c
car,CVC,c,a,r
cal,CVC,c,a,l
com,CVC,c,o,m
con,CVC,c,o,n
coq,CVC,c,o,q
cog,CVC,c,o,g
cod,CVC,c,o,d
cob,CVC,c,o,b
cop,CVC,c,o,p
cot,CVC,c,o,t
cok,CVC,c,o,k
cos,CVC,c,o,s
coz,CVC,c,o,z
cov,CVC,c,o,v
cof,CVC,c,o,f
cox,CVC,c,o,x
coj,CVC,c,o,j
coC,CVC,c,o,C
coc,CVC,c,o,c
cor,CVC,c,o,r
col,CVC,c,o,l
cum,CVC,c,u,m
cun,CVC,c,u,n
cuq,CVC,c,u,q
cug,CVC,c,u,g
cud,CVC,c,u,d
cub,CVC,c,u,b
cup,CVC,c,u,p
cut,CVC,c,u,t
cuk,CVC,c,u,k
cus,CVC,c,u,s
cuz,CVC,c,u,z
cuv,CVC,c,u,v
cuf,CVC,c,u,f
cux,CVC,c,u,x
cuj,CVC,c,u,j
cuC,CVC,c,u,C
cuc,CVC,c,u,c
cur,CVC,c,u,r
cul,CVC,c,u,l
yim,CVC,y,i,m
yin,CVC,y,i,n
yiq,CVC,y,i,q
yig,CVC,y,i,g
yid,CVC,y,i,d
yib,CVC,y,i,b
yip,CVC,y,i,p
yit,CVC,y,i,t
yik,CVC,y,i,k
yis,CVC,y,i,s
yiz,CVC,y,i,z
yiv,CVC,y,i,v
yif,CVC,y,i,f
yix,CVC,y,i,x
yij,CVC,y,i,j
yiC,CVC,y,i,C
yic,CVC,y,i,c
yem,CVC,y,e,m
yen,CVC,y,e,n
yeq,CVC,y,e,q
yeg,CVC,y,e,g
yed,CVC,y,e,d
yeb,CVC,y,e,b
yep,CVC,y,e,p
yet,CVC,y,e,t
yek,CVC,y,e,k
yes,CVC,y,e,s
yez,CVC,y,e,z
yev,CVC,y,e,v
yef,CVC,y,e,f
yex,CVC,y,e,x
yej,CVC,y,e,j
yeC,CVC,y,e,C
yec,CVC,y,e,c
yam,CVC,y,a,m
yan,CVC,y,a,n
yaq,CVC,y,a,q
yag,CVC,y,a,g
yad,CVC,y,a,d
yab,CVC,y,a,b
yap,CVC,y,a,p
yat,CVC,y,a,t
yak,CVC,y,a,k
yas,CVC,y,a,s
yaz,CVC,y,a,z
yav,CVC,y,a,v
yaf,CVC,y,a,f
yax,CVC,y,a,x
yaj,CVC,y,a,j
yaC,CVC,y,a,C
yac,CVC,y,a,c
yar,CVC,y,a,r
yal,CVC,y,a,l
yom,CVC,y,o,m
yon,CVC,y,o,n
yoq,CVC,y,o,q
yog,CVC,y,o,g
yod,CVC,y,o,d
yob,CVC,y,o,b
yop,CVC,y,o,p
yot,CVC,y,o,t
yok,CVC,y,o,k
yos,CVC,y,o,s
yoz,CVC,y,o,z
yov,CVC,y,o,v
yof,CVC,y,o,f
yox,CVC,y,o,x
yoj,CVC,y,o,j
yoC,CVC,y,o,C
yoc,CVC,y,o,c
yor,CVC,y,o,r
yol,CVC,y,o,l
yum,CVC,y,u,m
yun,CVC,y,u,n
yuq,CVC,y,u,q
yug,CVC,y,u,g
yud,CVC,y,u,d
yub,CVC,y,u,b
yup,CVC,y,u,p
yut,CVC,y,u,t
yuk,CVC,y,u,k
yus,CVC,y,u,s
yuz,CVC,y,u,z
yuv,CVC,y,u,v
yuf,CVC,y,u,f
yux,CVC,y,u,x
yuj,CVC,y,u,j
yuC,CVC,y,u,C
yuc,CVC,y,u,c
yur,CVC,y,u,r
yul,CVC,y,u,l
rim,CVC,r,i,m
rin,CVC,r,i,n
riq,CVC,r,i,q
rig,CVC,r,i,g
rid,CVC,r,i,d
rib,CVC,r,i,b
rip,CVC,r,i,p
rit,CVC,r,i,t
rik,CVC,r,i,k
ris,CVC,r,i,s
riz,CVC,r,i,z
riv,CVC,r,i,v
rif,CVC,r,i,f
rix,CVC,r,i,x
rij,CVC,r,i,j
riC,CVC,r,i,C
ric,CVC,r,i,c
rem,CVC,r,e,m
ren,CVC,r,e,n
req,CVC,r,e,q
reg,CVC,r,e,g
red,CVC,r,e,d
reb,CVC,r,e,b
rep,CVC,r,e,p
ret,CVC,r,e,t
rek,CVC,r,e,k
res,CVC,r,e,s
rez,CVC,r,e,z
rev,CVC,r,e,v
ref,CVC,r,e,f
rex,CVC,r,e,x
rej,CVC,r,e,j
reC,CVC,r,e,C
rec,CVC,r,e,c
ram,CVC,r,a,m
ran,CVC,r,a,n
raq,CVC,r,a,q
rag,CVC,r,a,g
rad,CVC,r,a,d
rab,CVC,r,a,b
rap,CVC,r,a,p
rat,CVC,r,a,t
rak,CVC,r,a,k
ras,CVC,r,a,s
raz,CVC,r,a,z
rav,CVC,r,a,v
raf,CVC,r,a,f
rax,CVC,r,a,x
raj,CVC,r,a,j
raC,CVC,r,a,C
rac,CVC,r,a,c
rar,CVC,r,a,r
ral,CVC,r,a,l
rom,CVC,r,o,m
ron,CVC,r,o,n
roq,CVC,r,o,q
rog,CVC,r,o,g
rod,CVC,r,o,d
rob,CVC,r,o,b
rop,CVC,r,o,p
rot,CVC,r,o,t
rok,CVC,r,o,k
ros,CVC,r,o,s
roz,CVC,r,o,z
rov,CVC,r,o,v
rof,CVC,r,o,f
rox,CVC,r,o,x
roj,CVC,r,o,j
roC,CVC,r,o,C
roc,CVC,r,o,c
ror,CVC,r,o,r
rol,CVC,r,o,l
rum,CVC,r,u,m
run,CVC,r,u,n
ruq,CVC,r,u,q
rug,CVC,r,u,g
rud,CVC,r,u,d
rub,CVC,r,u,b
rup,CVC,r,u,p
rut,CVC,r,u,t
ruk,CVC,r,u,k
rus,CVC,r,u,s
ruz,CVC,r,u,z
ruv,CVC,r,u,v
ruf,CVC,r,u,f
rux,CVC,r,u,x
ruj,CVC,r,u,j
ruC,CVC,r,u,C
ruc,CVC,r,u,c
rur,CVC,r,u,r
rul,CVC,r,u,l
lim,CVC,l,i,m
lin,CVC,l,i,n
liq,CVC,l,i,q
lig,CVC,l,i,g
lid,CVC,l,i,d
lib,CVC,l,i,b
lip,CVC,l,i,p
lit,CVC,l,i,t
lik,CVC,l,i,k
lis,CVC,l,i,s
liz,CVC,l,i,z
liv,CVC,l,i,v
lif,CVC,l,i,f
lix,CVC,l,i,x
lij,CVC,l,i,j
liC,CVC,l,i,C
lic,CVC,l,i,c
lem,CVC,l,e,m
len,CVC,l,e,n
leq,CVC,l,e,q
leg,CVC,l,e,g
led,CVC,l,e,d
leb,CVC,l,e,b
lep,CVC,l,e,p
let,CVC,l,e,t
lek,CVC,l,e,k
les,CVC,l,e,s
lez,CVC,l,e,z
lev,CVC,l,e,v
lef,CVC,l,e,f
lex,CVC,l,e,x
lej,CVC,l,e,j
leC,CVC,l,e,C
lec,CVC,l,e,c
lam,CVC,l,a,m
lan,CVC,l,a,n
laq,CVC,l,a,q
lag,CVC,l,a,g
lad,CVC,l,a,d
lab,CVC,l,a,b
lap,CVC,l,a,p
lat,CVC,l,a,t
lak,CVC,l,a,k
las,CVC,l,a,s
laz,CVC,l,a,z
lav,CVC,l,a,v
laf,CVC,l,a,f
lax,CVC,l,a,x
laj,CVC,l,a,j
laC,CVC,l,a,C
lac,CVC,l,a,c
lar,CVC,l,a,r
lal,CVC,l,a,l
lom,CVC,l,o,m
lon,CVC,l,o,n
loq,CVC,l,o,q
log,CVC,l,o,g
lod,CVC,l,o,d
lob,CVC,l,o,b
lop,CVC,l,o,p
lot,CVC,l,o,t
lok,CVC,l,o,k
los,CVC,l,o,s
loz,CVC,l,o,z
lov,CVC,l,o,v
lof,CVC,l,o,f
lox,CVC,l,o,x
loj,CVC,l,o,j
loC,CVC,l,o,C
loc,CVC,l,o,c
lor,CVC,l,o,r
lol,CVC,l,o,l
lum,CVC,l,u,m
lun,CVC,l,u,n
luq,CVC,l,u,q
lug,CVC,l,u,g
lud,CVC,l,u,d
lub,CVC,l,u,b
lup,CVC,l,u,p
lut,CVC,l,u,t
luk,CVC,l,u,k
lus,CVC,l,u,s
luz,CVC,l,u,z
luv,CVC,l,u,v
luf,CVC,l,u,f
lux,CVC,l,u,x
luj,CVC,l,u,j
luC,CVC,l,u,C
luc,CVC,l,u,c
lur,CVC,l,u,r
lul,CVC,l,u,l
wim,CVC,w,i,m
win,CVC,w,i,n
wiq,CVC,w,i,q
wig,CVC,w,i,g
wid,CVC,w,i,d
wib,CVC,w,i,b
wip,CVC,w,i,p
wit,CVC,w,i,t
wik,CVC,w,i,k
wis,CVC,w,i,s
wiz,CVC,w,i,z
wiv,CVC,w,i,v
wif,CVC,w,i,f
wix,CVC,w,i,x
wij,CVC,w,i,j
wiC,CVC,w,i,C
wic,CVC,w,i,c
wem,CVC,w,e,m
wen,CVC,w,e,n
weq,CVC,w,e,q
weg,CVC,w,e,g
wed,CVC,w,e,d
web,CVC,w,e,b
wep,CVC,w,e,p
wet,CVC,w,e,t
wek,CVC,w,e,k
wes,CVC,w,e,s
wez,CVC,w,e,z
wev,CVC,w,e,v
wef,CVC,w,e,f
wex,CVC,w,e,x
wej,CVC,w,e,j
weC,CVC,w,e,C
wec,CVC,w,e,c
wam,CVC,w,a,m
wan,CVC,w,a,n
waq,CVC,w,a,q
wag,CVC,w,a,g
wad,CVC,w,a,d
wab,CVC,w,a,b
wap,CVC,w,a,p
wat,CVC,w,a,t
wak,CVC,w,a,k
was,CVC,w,a,s
waz,CVC,w,a,z
wav,CVC,w,a,v
waf,CVC,w,a,f
wax,CVC,w,a,x
waj,CVC,w,a,j
waC,CVC,w,a,C
wac,CVC,w,a,c
war,CVC,w,a,r
wal,CVC,w,a,l
wom,CVC,w,o,m
won,CVC,w,o,n
woq,CVC,w,o,q
wog,CVC,w,o,g
wod,CVC,w,o,d
wob,CVC,w,o,b
wot,CVC,w,o,t
wok,CVC,w,o,k
wos,CVC,w,o,s
woz,CVC,w,o,z
wov,CVC,w,o,v
wof,CVC,w,o,f
wox,CVC,w,o,x
woj,CVC,w,o,j
woC,CVC,w,o,C
woc,CVC,w,o,c
wor,CVC,w,o,r
wol,CVC,w,o,l
wum,CVC,w,u,m
wun,CVC,w,u,n
wuq,CVC,w,u,q
wug,CVC,w,u,g
wud,CVC,w,u,d
wub,CVC,w,u,b
wup,CVC,w,u,p
wut,CVC,w,u,t
wuk,CVC,w,u,k
wus,CVC,w,u,s
wuz,CVC,w,u,z
wuv,CVC,w,u,v
wuf,CVC,w,u,f
wux,CVC,w,u,x
wuj,CVC,w,u,j
wuC,CVC,w,u,C
wuc,CVC,w,u,c
wur,CVC,w,u,r
wul,CVC,w,u,l
mimp,CVCC,m,i,mp
mind,CVCC,m,i,nd
mint,CVCC,m,i,nt
miqk,CVCC,m,i,qk
migz,CVCC,m,i,gz
midz,CVCC,m,i,dz
midj,CVCC,m,i,dj
mibz,CVCC,m,i,bz
mips,CVCC,m,i,ps
mits,CVCC,m,i,ts
mitx,CVCC,m,i,tx
miks,CVCC,m,i,ks
misp,CVCC,m,i,sp
mist,CVCC,m,i,st
misk,CVCC,m,i,sk
mift,CVCC,m,i,ft
memp,CVCC,m,e,mp
mend,CVCC,m,e,nd
ment,CVCC,m,e,nt
meqk,CVCC,m,e,qk
megz,CVCC,m,e,gz
medz,CVCC,m,e,dz
medj,CVCC,m,e,dj
mebz,CVCC,m,e,bz
meps,CVCC,m,e,ps
mets,CVCC,m,e,ts
metx,CVCC,m,e,tx
meks,CVCC,m,e,ks
mesp,CVCC,m,e,sp
mest,CVCC,m,e,st
mesk,CVCC,m,e,sk
meft,CVCC,m,e,ft
mamp,CVCC,m,a,mp
mand,CVCC,m,a,nd
mant,CVCC,m,a,nt
maqk,CVCC,m,a,qk
magz,CVCC,m,a,gz
madz,CVCC,m,a,dz
madj,CVCC,m,a,dj
mabz,CVCC,m,a,bz
maps,CVCC,m,a,ps
mats,CVCC,m,a,ts
matx,CVCC,m,a,tx
maks,CVCC,m,a,ks
masp,CVCC,m,a,sp
mast,CVCC,m,a,st
mask,CVCC,m,a,sk
maft,CVCC,m,a,ft
marg,CVCC,m,a,rg
mard,CVCC,m,a,rd
marb,CVCC,m,a,rb
marp,CVCC,m,a,rp
mart,CVCC,m,a,rt
mark,CVCC,m,a,rk
mars,CVCC,m,a,rs
marz,CVCC,m,a,rz
marv,CVCC,m,a,rv
marf,CVCC,m,a,rf
mald,CVCC,m,a,ld
malb,CVCC,m,a,lb
malp,CVCC,m,a,lp
malt,CVCC,m,a,lt
malk,CVCC,m,a,lk
mals,CVCC,m,a,ls
malz,CVCC,m,a,lz
malv,CVCC,m,a,lv
malf,CVCC,m,a,lf
malc,CVCC,m,a,lc
momp,CVCC,m,o,mp
mond,CVCC,m,o,nd
mont,CVCC,m,o,nt
moqk,CVCC,m,o,qk
mogz,CVCC,m,o,gz
modz,CVCC,m,o,dz
modj,CVCC,m,o,dj
mobz,CVCC,m,o,bz
mops,CVCC,m,o,ps
mots,CVCC,m,o,ts
motx,CVCC,m,o,tx
moks,CVCC,m,o,ks
mosp,CVCC,m,o,sp
most,CVCC,m,o,st
mosk,CVCC,m,o,sk
moft,CVCC,m,o,ft
morg,CVCC,m,o,rg
mord,CVCC,m,o,rd
morb,CVCC,m,o,rb
morp,CVCC,m,o,rp
mort,CVCC,m,o,rt
mork,CVCC,m,o,rk
mors,CVCC,m,o,rs
morz,CVCC,m,o,rz
morv,CVCC,m,o,rv
morf,CVCC,m,o,rf
mold,CVCC,m,o,ld
molb,CVCC,m,o,lb
molp,CVCC,m,o,lp
molt,CVCC,m,o,lt
molk,CVCC,m,o,lk
mols,CVCC,m,o,ls
molz,CVCC,m,o,lz
molv,CVCC,m,o,lv
molf,CVCC,m,o,lf
molc,CVCC,m,o,lc
mump,CVCC,m,u,mp
mund,CVCC,m,u,nd
munt,CVCC,m,u,nt
muqk,CVCC,m,u,qk
mugz,CVCC,m,u,gz
mudz,CVCC,m,u,dz
mudj,CVCC,m,u,dj
mubz,CVCC,m,u,bz
mups,CVCC,m,u,ps
muts,CVCC,m,u,ts
mutx,CVCC,m,u,tx
muks,CVCC,m,u,ks
musp,CVCC,m,u,sp
must,CVCC,m,u,st
musk,CVCC,m,u,sk
muft,CVCC,m,u,ft
murg,CVCC,m,u,rg
murd,CVCC,m,u,rd
murb,CVCC,m,u,rb
murp,CVCC,m,u,rp
murt,CVCC,m,u,rt
murk,CVCC,m,u,rk
murs,CVCC,m,u,rs
murz,CVCC,m,u,rz
murv,CVCC,m,u,rv
murf,CVCC,m,u,rf
muld,CVCC,m,u,ld
mulb,CVCC,m,u,lb
mulp,CVCC,m,u,lp
mult,CVCC,m,u,lt
mulk,CVCC,m,u,lk
muls,CVCC,m,u,ls
mulz,CVCC,m,u,lz
mulv,CVCC,m,u,lv
mulf,CVCC,m,u,lf
mulc,CVCC,m,u,lc
nimp,CVCC,n,i,mp
nind,CVCC,n,i,nd
nint,CVCC,n,i,nt
niqk,CVCC,n,i,qk
nidz,CVCC,n,i,dz
nidj,CVCC,n,i,dj
nibz,CVCC,n,i,bz
nips,CVCC,n,i,ps
nits,CVCC,n,i,ts
nitx,CVCC,n,i,tx
nisp,CVCC,n,i,sp
nist,CVCC,n,i,st
nisk,CVCC,n,i,sk
nift,CVCC,n,i,ft
nemp,CVCC,n,e,mp
nend,CVCC,n,e,nd
nent,CVCC,n,e,nt
neqk,CVCC,n,e,qk
nedz,CVCC,n,e,dz
nedj,CVCC,n,e,dj
nebz,CVCC,n,e,bz
neps,CVCC,n,e,ps
nets,CVCC,n,e,ts
netx,CVCC,n,e,tx
nesp,CVCC,n,e,sp
nest,CVCC,n,e,st
nesk,CVCC,n,e,sk
neft,CVCC,n,e,ft
namp,CVCC,n,a,mp
nand,CVCC,n,a,nd
nant,CVCC,n,a,nt
naqk,CVCC,n,a,qk
nagz,CVCC,n,a,gz
nadz,CVCC,n,a,dz
nadj,CVCC,n,a,dj
nabz,CVCC,n,a,bz
naps,CVCC,n,a,ps
nats,CVCC,n,a,ts
natx,CVCC,n,a,tx
naks,CVCC,n,a,ks
nasp,CVCC,n,a,sp
nast,CVCC,n,a,st
nask,CVCC,n,a,sk
naft,CVCC,n,a,ft
narg,CVCC,n,a,rg
nard,CVCC,n,a,rd
narb,CVCC,n,a,rb
narp,CVCC,n,a,rp
nart,CVCC,n,a,rt
nark,CVCC,n,a,rk
nars,CVCC,n,a,rs
narz,CVCC,n,a,rz
narv,CVCC,n,a,rv
narf,CVCC,n,a,rf
nald,CVCC,n,a,ld
nalb,CVCC,n,a,lb
nalp,CVCC,n,a,lp
nalt,CVCC,n,a,lt
nalk,CVCC,n,a,lk
