tune,english
hubob,hub
humad,humid
hunak,harpoon
hunik,sea urchin
hurin,hurry
hurot,heir
hutak,seam
hutom,hut
hutut,hoot
jabar,math
jabir,legging
jaket,jacket
jalim,jelly
jalus,jealous
jaret,jar
javal,swathe
jazur,gossip
jetaj,throw away
jeton,token
jidar,jitter
jirar,swear
joval,jovial
judix,judicious
julam,reality
junip,juniper (tree)
kabol,cobble
kacac,furniture
kaCal,disposition
kaCif,projectile
kacir,viscous
kadal,cuddle
kadat,succumb
kadid,helmet
kadol,coddle
kadom,precede
kafaf,extenuate
kafam,however
kafar,close oneself off
kafif,subordinate
kajul,cashew
kakak,quack
kakal,quell
kakit,oyster
kakol,cackle
kakor,basin
kakuz,cuckoo
kalad,collide
kalal,scour
kalaz,equalize
kalif,successor
kalig,colleague
kalil,scarcity
kalit,leporidae (hare)
kalor,cower
kalox,dominate
kalud,collude
kaluk,trout
kamar,gamble
kamat,flour
kamet,comet
kamix,commission
kamon,common
kamut,commute
kanan,canyon
kaniq,cunning
kanop,canopy
kanot,connotation
kapor,concave
kapot,skim
kaqak,goose
karan,car
kares,caress
karik,query
karin,carry
karir,career
karix,shark
karom,heal
kasan,instant
kasat,allot
katar,ooze
katif,shoulder
katoq,cut
kator,cruel
kavak,dust
kavat,caveat
kavid,liver
kavik,wolverine
kavod,honor/respect
kavon,cavern
kaxad,suspicion
kaxiq,cash
kaxon,quash
kaxun,caution
kazar,return at regular intervals
kazis,piece
kazit,facade
kebit,evil
kejan,occasion
kekep,harsh
kelak,quail
kelak,kayak
kelas,chaos
kenan,canidae
kenat,kin
kenos,rape
kepal,capable
ketor,cater
kevur,grave
kibol,quibble
kidak,gun
kiden,equidae
kidum,promotion
kifal,crease
kigak,beaver
kijon,cajole
kikab,maple (tree)
kikar,plaza
kikuq,finch (bird)
kilar,cucumber
kilat,keel
kiluv,obligate
kinam,lamentation
kinat,louse
kipan,ghast
kipod,hedgehog
kisak,kiss
kival,isolation
kivar,quiver (shake)
kixar,knot
kixut,decorate
klamp,clamp
klanz,cleanse
klasp,clasp
klutz,pioneer
koken,coke
kolab,collaborate
kolav,rack
koles,coalesce
kolet,collate
kolot,coyote
koman,coma
kopal,compel
korag,core
koral,coral
korig,ore
korod,corrode
korol,quarrel
kotan,quota
kotas,quote
kovat,covet
kovem,cove
kozin,cozy
kramp,cramp
krast,annoint
krist,anoint
krolb,unobstruct
krutx,crouch
kubox,conquer
kugak,swan
kujan,recursion
kukan,"cock (action, gun)"
kukat,infamy
kulam,coulomb
kulor,peculiar
kulos,meticulous
kumat,pear
kupun,coal
kuras,curious
kurun,cabbage
kusol,console (help)
kutun,cottonwood (tree)
kuxon,cushion
kuzam,lavender (vegetable)
labin,lobby
labot,fan (action)
laCad,stack
laCir,lather
laCor,leather
ladid,delicious
ladin,laud
lagar,log
lakok,client
laman,lamb
lamid,tutor
lanoq,blush
larot,pregnant
larus,gull
lasak,flock
lasit,hit (popular)
latas,lattice
latif,entertain
latus,lettuce
lavan,satellite
lazan,almond
lazim,due
lazup,candle
lebal,label/characterization
lebor,labor
lepor,leporidae
lesiq,lace
leson,lesson
letar,late
lezin,lazy
lijur,leisure
likan,liken
lilaq,might
limeq,leeway
lipar,leap
lirin,leer
lisat,elicit
lisem,bread
lisiq,lease
litar,liter (measurement)
lived,evade
livet,alleviate
livik,evict
lixaq,ideal
loban,boss
loCig,loathe
loCud,loath
lokan,open space
loket,locate
lonak,lone
lonal,loyal
lored,already
lotar,loiter
lulek,reed (plant)
luman,lumen (measurement)
lumet,loom
luqan,lung
luran,lure
lusad,lucid
lusiv,elusive
lusul,halogen
luxiq,popular
mabac,mob
madaf,shelf
madam,intoxicate
madat,revel
madil,armadillo
madim,uniform (clothing)
madol,muddle
magaf,boot (shoe)
magan,dock
magat,maggot
magef,epidemic
magop,mug (rob)
magur,tuna
magux,tray
makaz,muck
makov,grief
malin,filth
maliz,sermon
malok,king
malor,maul
malum,special
mamar,sorrow
mamat,debate
mamig,mummy
mamip,mime
manaj,manage
manan,dose
manat,ponder
manok,motor
manor,manner
manuC,humanity
manun,passion
manut,occuptation
mapen,mop
mapon,habitat
marad,nurse
marak,soup
maric,marry
marid,sick
maruf,decend
marun,maroon
masib,party
masol,mussel
masor,saw (tool)
masoz,territory
masut,character (nature)
matar,shower (water)
matod,nematoda
mator,mutter
mavat,die
mavok,maze/labyrinth
mavon,introduction
maxot,oar (boat)
maxov,feedback
mazal,luck
mazic,muze
medun,median (math)
meduz,jellyfish
mejar,major
mekir,err
melak,mail
melon,melon (vegetable)
memac,mammoth
memik,maim
memon,memo
menak,money
menas,menace
menat,mane
mepal,maple
meset,emaciate
mesid,stumble
mesor,tradition
metak,tension
metan,thing about the thing (meta-)
metar,chord (math)
mezan,maze
micad,method
micak,myth
miCim,ticket
midan,media
midar,myriad
midur,compartment
miget,mitigate
migor,meager
mikar,survey
mikil,burrow
milan,mill
milat,cement
milit,filling
mimak,mimic
minag,custom/traditional practice
minan,offering
minet,internet
miniq,mean (verb)
minor,lamp
minuk,serenity
miput,minority
mirad,revolt
miraj,mirage
mirak,miracle
miriq,merry
misal,missile
misat,protest
misok,erase
mizam,initiative
mobal,mobile
moleq,mole
moniq,moan
mosad,institution
motif,motif
motiv,motive
mufol,muffle
mukan,dumb
mumiq,moo
murib,suspicious
musag,concept
musaq,aardvark
musit,overall
mutin,mutiny
muton,moot
muvun,move on
muxak,prolonged
muxit,mush
muzik,music
muzul,muscle
naban,nub
nabog,genius
nadad,wander
nadak,nod
nadar,cnidaria
nadiv,generous
nadot,banish
nafak,capacity
nagak,goad
nagin,eel
nagon,melody
nagud,contrast
najat,nauseate
nakal,palm tree
nakik,crevice
nakul,cervidae
namal,port
napar,nap
napek,inflate
napot,sift
naret,narrate
naroq,narrow
nasig,retreat
nasir,ally
nasot,attempt
natan,gnat
natim,parallax
natiq,knight
natir,monitor
navuk,prophesy
naxaf,breeze
nebul,nebula
nedir,vow
nefil,tumble
negif,virus
negox,negotiate
nekad,naked
nekam,revenge
nekud,dot
nelar,document
neliq,neigh
nesag,steer
nesal,nestle
neval,navel
nexan,nation
nidol,needle
nijak,specific
nilam,restraint
nilet,annihilate
nilod,neon
nimuk,justification
nisan,necessary
nisig,recession
nitak,chunk
nituk,severing
nival,harp
nivim,prophecy
nixin,herring (fish)
nizak,damage
nosal,proceed
nosep,passenger
notet,annotate
notis,notice
novak,realize
noval,novel
nubol,nibble
nukan,nick
nukis,nut
numan,numb
nunan,none
nutan,newton (force)
nuzol,nuzzle
nuzul,lodge
pabol,pebble
pacar,prefer
padat,topple
padol,puddle
padot,simmer
pagov,seduce
pajot,pit
pakal,digest
pakav,prevent
paket,packet
pakid,official
pakil,confiscate
pakim,drift
pakit,pocket
pakof,overtake
pakor,displace
palaf,tame
palan,pollen
palaq,nifty
palat,pilot
palix,polish
palon,hostile
palor,power
pamen,coach
pamol,pummel
pamon,bell
panak,pine
panan,companion
panaq,paw
panas,torch
panin,pearl
panis,penis
panit,delight
panix,punish
panol,panel
panot,torment
papan,vicious
papap,pop
papat,pipe
parab,parable
parag,poppy
parat,pirate
parav,involve
parax,perish
parom,pile
pasaj,passage
pasal,idol
pasar,sparrow
pasor,ban
pasur,prowl
patas,pout
patat,soar
patix,hammer
patof,envelop
pator,encircle
patox,pot
pavit,distort
paxar,confirm
paxip,posh
paziq,pause
pedir,herd
pekiq,peck
pesod,fan (person)
petal,petal (flower)
petol,toll
petor,patter
pigum,scaffolding
pigur,lag
pilac,peel
pilat,blame
pimoz,pea (vegetable)
pinar,pin
pinus,pine (tree)
pinut,peanut
pipar,peep
pipin,pee
pirad,period
piroz,pack
pisek,interval
pisin,piss
pitul,twist
pizen,rash
pizin,pie
plamp,plump
plant,plant
podal,ramp
poket,poke
polar,polar
polem,poem
polip,poll
polis,police
poraq,pore
porit,pour
poxam,potion
pozar,pose
pramp,prompt (message)
prent,apparent
print,print
promz,pass
pufan,poof
pulan,pool
pumag,pumice
pusat,pus
rabat,rabbit
rabor,rob
raCaC,drizzle
raCik,velocity
racon,wrath
raCor,rather
radex,radish
radud,shallow (depth)
rafad,rife
rafak,raisard
rafal,mist
rafol,ruffle
rajis,registry
rakan,bow
rakat,rocket
rakav,rot
raket,racket (tool)
rakib,perpetrate
ralan,interview
ralas,rile
ralik,rally
ramos,trample
rapal,repeal
rapax,rap
raped,pad
raror,roar
rasak,moisture
rasat,furnish
rasif,hover
rasik,mash
rasis,spray
rasit,rice
rasul,messenger
rataq,cart
ratik,fascinate
ratit,tremble
raton,rat
ravaj,ravish
ravak,profut
raxam,crime
razaj,rouse
razin,resin
razom,rhizome
rebal,rebel
recas,recess
reCin,rage
reCur,irrational (number)
redak,irradiate
redet,radiate
redid,raid
redin,ready
regan,rag
regin,reign
rekac,wreck
rekiv,ingredient
relif,relief
relij,religion
reliq,rail
remit,remit
renan,wren (bird)
reniq,rein
renix,ray
repub,republican
reput,reputation
resit,race
resov,street
retiq,rate
revav,lot (amount)
reven,revenue
revil,rival
rexin,zeal
rezal,wrestle
reziq,raise
rezor,razor (tool)
ribac,intermediate
ribar,rebar
ribit,interest (banking)
ribon,rule (control)
ribuk,rebuke
riCak,sway
ridaq,rid
ridim,redeem
ridol,riddle
ridun,redo
rifan,refine
rifom,reform
rifut,refute
rifuz,refuse
rigal,wriggle
rigan,rig
rigiv,clod of earth
rijon,origin
rikap,recap
rikar,require
rikol,recoil
rikup,recoup
rikur,recur
rikuz,concentration
rilen,relay
rilet,relate
rilik,calendar
rilis,release
rilot,riot
rimaz,revise
rimen,remain
rimot,remote (distance)
rimuv,remove
rineg,renege
rinos,rhinoceros
rinul,renew
ripar,repair
ripas,fault
ripol,ripple
riput,repute
riqoq,artificial
ririk,rear
risat,reset
risax,purchase
risid,recede
risis,sliver
risux,asset
ritar,retire
rivat,rivet
rivav,revive
rivok,revoke
rivun,review
rixet,net
rixum,record
rixut,permission
rizod,reside
rizum,resume
robas,robust
rodan,dictator
romar,roam
roqik,apt
rotet,rotate
rotiv,sauce
roxam,impression
rubor,rubber
rulin,ruin
rumag,room
rumor,rumor
rupaq,outward appearance
rutin,routine
ruzas,ruse
ruzot,slim
sabam,polite
sabat,mackerel
sabir,patient
sabit,swab
sabon,soap
sadal,saddle
sadan,sudden
sadir,tidy
safar,sapphire
safix,sufficient
saget,segregate
saket,socket
sakik,psychic
sakin,blade
sakoj,psychology
sakon,sack
sakul,succulent
salet,insulate
salig,swell
salin,silly
saloq,swallow
salos,cellulose
samon,summon
samor,summer
sanov,swallow (bird)
sapak,supplier
sapar,barber
sapoz,suppose
sapud,meal
saras,potent
sariq,sorry
sarit,tape
sasaC,hone
sasib,associate
satam,sincere
satol,subtle
savan,savanna
sazan,size
seban,say
sedar,cedar
sekut,execute
seman,partial (semi-)
senat,senate
senir,sane
sesis,sass
setar,satire
setas,cetacea
setiq,setting
seval,civil
sevor,savor
sibuk,complication
siCan,page
siCig,seethe
sidas,insidious
sidik,astringent
sikad,cicada
sikuv,refusal
silab,garment
silak,select
silan,seal (connect)
sileC,seal
silek,torn
siliq,ceiling
silit,silhouette
silut,nightmare
simaq,seem
simun,indicate
sinet,insinuate
sinor,senior
sipan,sip
sipar,sweep
sipun,deck
sipur,tale
siral,cereal
siren,axle
siroz,sear
sirup,syrup
sirut,rent
sisak,sex
sisen,easy-going
sisim,fraction
sisuk,conflict
sitar,city
sitir,slack
sivam,service
sivar,hypothesis
sixet,satiate
sizal,sizzle
sizan,season (period)
sizol,fringe
skalk,skulk
skalp,sculpt
skamp,swamp
skars,scarce
skint,squint
skitx,switch
skorn,scorn
slamd,salamander
slant,slant
slind,cylinder
slorm,swarm
slorp,slurp
slotx,slouch
smadj,smudge
smark,smirk
smart,smart
smilt,mile
snarl,snarl
snort,snort
sodak,soda
sokur,soak
solan,swollen
sonam,soy
soran,sour
soxal,social
spand,spend
spark,spark
spurm,sperm
srand,surround
stalc,stealth
stand,stand
stark,stark
starv,starve
stedj,stage (action)
stiqk,stink
stomp,stomp
stork,story
storm,storm
suCal,weld
suCiq,sooth
sudon,somewhat (pseudo-)
sugam,convenient
suliq,sew
sunan,blank
sunit,neat
susad,suicide
sutas,soot
suxav,dear
suzuk,bass (fish)
tabic,gazelle
tabil,spice (action)
taCar,apologize
tagal,toggle
tagen,fry
tagid,corporation
taguv,comment
takan,tack
taket,tact
takin,correct
takir,investigate
takit,aim
takol,tackle
takon,octopus
talaq,talent
taliC,spell (charm)
talin,tally
talon,towel
talor,tire (car)
taluk,chin
taman,price
tamar,date (fruit)
tanal,tunnel
tanit,tiny
tanub,fir (tree)
tapem,coordinate (action)
tapik,topic
tarad,cod (fish)
taret,tolerate
taror,terror
tasaj,toss
tasal,tassel
tasik,lake
tasim,delineate
tasit,tacit
tatir,develop
tatol,tattle
tator,totter
tatul,tattoo
tavut,tuck
teCur,tether
tefir,stitch
tegak,dare
tekan,standard
tekes,ceremony
telom,abyss
telun,rail (track)
tepur,taper
tesal,tessellation
tesan,fig
tetar,tatter
tidas,tedious
tikal,tickle
tikol,tweak
tilat,twilight
timad,timid
timiq,teem
tinat,twin
tipun,case (law)
tiraf,prey
tirat,deteriorate
tiraz,tear (cry)
tiriq,tea
tirok,slam
tiron,noob
tizor,tease
tofif,tap
tolat,toilet
tonar,tow
total,total
tradj,trudge
tranz,transform
trast,trust
tudoq,nudge
tufan,tuff (rock)
tugak,ivory
tusik,plover (bird)
txant,chant
txarm,item
txart,chart
txiqk,tick (step)
vaket,evacuate
vakiq,vie
valax,embarrass
valeb,available
valet,evaluate
valid,valid
valim,valley
valit,domesticate
valol,vial
valum,volume (math)
vanal,vinyl
vanir,veneer
varam,circumference
varat,variety
varik,greet
varin,vary
varit,ward (off)
vasad,vice
vasan,breadth
vasox,stir
vasum,wealth
vatar,descent
vavex,vivacious
vazir,disperse
vazor,visor
vegin,vague
vekex,vacation
veliq,veil
venas,vein
venip,vane
venuk,venue
vepaq,interface (computing)
vepor,vapor
vetig,vet
viCak,supplement
vigor,vigor
vikat,dread
vimal,transparent
vipak,fact
vitog,veto
vivad,vivid
vivar,viverridae
vogun,vogue
vokad,avocado
volaC,misery
vorak,bee
vorex,voracious
vosas,versus
vrant,vibrant
vritx,spider
vruft,bracket
vulol,mingle
vuxim,genitals
wabol,wobble
waCan,shore
wadal,waddle
wagin,wag
wakar,revere
walan,wall
walet,wallet
walid,bring forth
waloq,wallow
wanak,whine
wanal,stoop
wanun,dusk
wapaz,wipe
wariq,whir
wasaf,depict
wasol,whistle
waxin,sardine
wazim,sock (foot)
webar,weber (measurement)
weCar,weather
wedal,tang
wekim,wake
welig,weigh
weliq,wail
wenak,wane
wevac,waive
wevar,waver
wiCar,wither
widor,weed
wifan,iff
wilon,willow
wimul,whim
winaf,wean
winar,win
winim,ween
wipik,weep
wital,whittle
witin,witty
wixak,scarf
wizal,weasel
wonuk,snail
woraq,wary
woriq,worry
wugan,extraneous
xabat,rest
xabic,cling
xadik,pair
xadiq,shoddy
xadon,shadow
xadur,shudder
xagat,shrug
xagin,shag
xakim,rehabilitate
xakit,salmon
xalaq,jot
xalav,phase
xaliv,inspire
xalom,welfare
xaman,shaman
xanip,shine
xarab,wine
xasal,kid
xator,shutter
xavas,fame
xaviv,flash
xavol,shovel
xedar,shed
xekan,shake
xelan,shale
xepol,shape
xeviz,shave
xicam,sheath
xidaq,appropriate (behavior)
xigur,launch
xilek,deem
ximak,shim
ximor,shimmer
ximun,oil
xinaq,shank/shin (leg)
xinip,sheen
xipur,improve
xireq,shear
xirut,cohesion (physics)
xitan,urine
xivav,chip (like computing)
xixam,student
xixuk,sparse
xofar,horn (instrument)
xoval,spade (shovel)
xoviq,shove
xoxaq,hurt
xoxon,sell
xriqk,shrink
xubor,shatter
xufol,shuffle
xufun,fix
xulof,extract
xuman,fat
xupiq,horizontal
xusak,fling
yabiq,import
yacam,kneel
yakid,designate
yakir,darling
yalid,native
yanuk,smog
yapad,destination
yarek,thigh
yarit,intercept
yariv,opponent
yasir,arrogant
yatir,obsolete
yaxas,worthy
yaxav,sit
yeduq,peruse
yelip,appointment
yeluk,amateur
yenux,despair
yesud,praise
yetor,hypotenuse
yexin,ambition
yikal,depend
yilal,treat (patient)
yiliq,collar
yinan,murky
yinoq,application
yiqaq,nutritious
yisud,founding
yitur,chord
yixeq,doctor
yixik,faintly
yixiv,session
yolul,hesitant
yolur,superior
yoqol,retain
yosaf,increase
yovak,consequence
yoxam,priority
yoxav,inhabitant
yubik,ubiquitous
yucam,heap
yuCap,nag
yuciq,youth
yudiq,schedule
yudoq,sport
yudum,noxious
yujal,usual
yukan,yucca
yulaz,utilize
yunat,unite
yunif,unify
yunik,unique
yunit,unit
yunoq,wield
yuxaq,bruise
zakar,masculine
zakuf,erect
zakut,privilege
zalot,grill
zamar,prune (fruit)
zamin,examine
zanak,abandon
zanan,delve
zapam,fury
zaran,tragedy
zarat,sow
zasot,recognise
zatad,march (foot)
zatik,exotic
zatin,anxiety
zavit,angle
zaxam,slink
zevak,sacrifice
zifat,tar
zikap,affinity
zikuk,flare
zilam,xylem
zinuk,dash (spurt)
ziram,movement (political/etc.)
ziraz,catalyze
ziret,factorial (math)
zirok,consume
zisum,pollute
zital,stance
zivon,style
zixal,least
zizut,haste
zofin,cipher
zotet,eavesdrop
zulaq,earn
zumom,plot
zupon,conceal
zuzal,book
baCmol,cotton
badjim,mix
badjur,badger
badkan,prank
bafmik,buff (strength)
bakfar,backfire
baklax,backwash
bakpak,backpack
bakpid,backpedal
baktan,portion
baktim,fond
balbut,bulb
baldar,reciprocate
baldik,cousin
baldiq,building
balfal,erupt
baltan,belt
baltin,title
balzeq,assure
balziq,guarantee
bambuz,bamboozle
banben,variant
bandiq,band (mark)
banfut,bat (action)
banlin,transact
bantur,banter
banxiq,deform
banxol,wrench (move with force)
banzap,bounce
baptaz,baptize
barbar,stutter
barked,barricade
barkiz,bark (dog)
barkuk,plum
barkuv,barbecue
barlot,ballot
barman,table
barnet,barn
barsim,alfalfa (vegetable)
bartur,barter
barzak,barrier
basalt,basalt
baskin,bask
bastan,bust
bastik,bust (action)
batcam,batcam
batran,butter
batras,buttress
batrik,battery
batsak,dough
batxat,batch
baznis,business
bedjup,tragic
bentul,continent
beqkat,bank (holding)
besral,panic
biClak,plead
bigord,go ahead
bigvun,go on
bikxun,beg
biletx,bewitch
bilkad,hardly
bilpan,betray
bintal,morbid
biqgan,cookie
bisidj,besiege
bisman,horror
bisold,behold
bistol,bestow
bitxiq,beach
bixmam,horrible
blabaq,blab
blagan,mess
blagiq,blog
blanit,blah
blasum,blossom
blatuz,blot
blemix,blemish
bligur,beleaguer
blimal,bill (beak)
blizan,belligerent
bloCiq,bleed
blotak,bloat
bolant,buoyant
boldoq,fluctuate
bolkat,boycott
bordan,board
borliq,burly
botxiq,fickle
brabat,bribe
braCor,brother
bragod,brag
brasal,tend (I tend to)
brekal,breccia
bresig,brace
bretik,brat
briCan,breath
bridiq,breed
brikar,break (short time)
brilon,embryo
brisal,bristle
brivet,abbreviate
brudig,brood
brulik,brew
brumor,remember
budanz,abundant
budjuk,remedy
bunduk,hazelnut
burbir,barbarian
butxoq,augment
cadruq,thud
camput,impute
candor,thunder
canlez,analyze
canmex,enmesh
capmaz,optimize
capold,uphold
carkat,bargain
carkav,archive
catmaz,itemize
catmet,automate
catxar,chair
ceksaz,excise
centor,short
cespaz,espouse
cimrak,theme
cintan,thin
cislas,unless
cistut,institute
citarq,get along
cornam,thorn
cortin,authority
covkam,overcome
covluk,overlook
cradiq,thread
cratol,throttle
craxak,thrash
craxol,threshold
crelak,toil
cretan,threaten
crilag,thrill
cronam,throne
cropod,arthropod
crugal,nonsense (rubbish)
crumag,thrum
cugram,gap
cukbat,hollow
cuvorz,reverse
dadlak,deadlock
dagram,diagram
dagras,digress
dakbil,bill (bird)
daktip,duct
dalfin,dolphin
dalget,delegate
dalkes,delicacy
dalket,delicate
damand,diamond
dampat,damp
damtor,diameter
dandal,drab
dandeq,pawn
danlod,download
dansor,dinosaur
dapdet,dilapidate
daplit,deplete
daqkit,donkey
daqkot,dunk
darfan,dwarf
darsok,douse
dartik,dart
darxam,philosophical system
dasmis,dismiss
daspet,dissipate
dastin,disparity
dastut,destitute
datnet,detonate
davort,divert
degrad,degrade
dempal,extend
demsit,democracy
dentok,dent
depket,deprecate
deqgal,dangle
deqzit,stool
dibaqk,debunk
difand,defend
diflak,deflect
diflet,deflate
difrad,defraud
difram,diaphragm
difras,difference (subtraction)
dignaf,dignify
dijont,disjoint
dijtal,digital
diklar,declare
diklen,decline
diktet,dictate
dilmit,delimit
diltan,delta (water)
dimalx,demolish
dimnux,diminution
dimpoz,decompose
dipart,department
diplav,deplore
diplok,deploy
diport,deport
dipras,depress
diprav,deprive
dirdar,elm (tree)
disand,descend
disant,dissent
disard,dissuade
disden,disdain
disfig,disfigure
dislok,dislocate
disnet,disseminate
dispal,dispel
dispar,disability
dispat,despite
dispaz,despise
dispir,disappear
disput,dispute
disrap,disrupt
disrig,disregard
distal,distill
ditast,detest
ditatx,detach
ditxat,ditch
divast,divest
divors,divorce
dixdak,dish
dixval,dishevel
dizast,disaster
dizurv,deserve
djaged,jagged
djagol,juggle
djakin,jockey
djakiz,jack (take)
djakur,jack (tire)
djalem,gel
djaluk,educate
djalun,exchange
djaqiq,stiff
djaras,run into
djaret,gyrate
djarul,jowl
djasol,jostle
djasor,thick
djasum,burn
djatat,jut
djavat,jive
djedun,jade
djelas,jail
djikad,strive
djimal,lash
djirig,jeer
djixik,diet
djonik,journey
djorit,jury
djotoq,traffic
djubat,bar
djudap,enormous
djufen,entangle
djulan,joule
djulok,dimple
djuvas,swift
dokran,mediocre
dolpeq,cloak
dornic,underneath
drabon,draw
draduc,put up with
dragan,dragon
draman,drama
drenak,tuber (vegetable)
drenor,drain
drepor,drape
dretik,diuretic
dribol,dribble
drilag,drill
drivav,derivative
drixum,proud
dronam,crow (bird)
dronaq,drown
drupat,droop
dunpat,dune
dupket,duplicate
fabrik,fabric
fadjal,radish (vegetable)
fadjat,fudge
faksoC,fax
falfil,fulfil
falkan,falcon
falsan,file (sand)
falsit,fallacy
faltor,falter
fambol,fumble
fandal,magnify
fandex,foundation
fandic,found
fanfev,fan (favorite)
fansik,fantasy
fansur,find out
fantan,rebound
fanteq,writhe
fantom,phantom
faqban,handy
faqdud,demeanor
faqguk,foul
faqmul,graze
faqxaq,aroma
faqzik,deter
farbix,refurbish
farkis,squirm
farmiq,farm (activity)
farpir,twitch
farsim,publish
faslam,bean (vegetable)
fastet,facilitate
fatorn,factory
fatzot,compensate
faxpix,rummage
fedjul,fad
fedret,federate
fendac,fend
fendul,struggle
fenlaq,heft
fensan,diffract
fentik,faint
fenxip,analysis
feqget,signature
feqmin,honey
fetxaq,extraordinary
fevrat,favorite
fezant,pheasant
fiClat,violin
fidjik,fidget
filfil,pepper (vegetable)
filmat,film (residue)
finsup,incinerate
fintav,definitive
fiqdug,poise
fiqgor,finger
fistan,feast
fitxir,fantastic
flaboz,flab
fladur,flatter
flanaq,flaw
flapan,flap
flaxik,flashy
flebar,ebb
flekiC,flake
flesiq,flay
flibur,flea
flidan,flee
flikot,flick
flitiq,fleeting
flogat,flog
flogem,phloem
flopad,pod (flower)
florix,flourish
fluman,butterfly
flutan,flute
foledj,foliage
folfil,fulfill
folnam,foil
folras,fill in
folsur,fill out
fomant,foment
fonten,fountain
forCor,further
forCun,makeup
fordal,ford
forgiv,forgive
forgok,forgo
forkov,fork
formag,former
formal,formal
format,format
formik,ant
forsiC,foresee
fostat,foist
foxdol,foreshadow
freCin,frost
freliq,fray
fretak,fret
fretip,fret (get upset)
fumget,fumigate
furnaq,fern
furnis,furnace
gabrod,gabbro
galric,gallery
galxiq,loud
gambir,serious
gaqdem,disk
gaqgal,ad
garbal,garble
garnix,garnish
garnur,garner
garzin,axe
gaslin,gasoline
gaston,gust
gedjiz,gauge
geprot,gape
geqzal,worse
gimlan,benefut
givadj,give away
glabun,glob
gledan,glitter
glexar,glacier
gleziC,glaze
gligal,glee
gliniq,glean
glisan,glisten
glosig,gloss
glosig,gloss
glotor,gloat
glumag,gloom
golpan,gulp
gonpiq,fair (just)
goqsip,firm
gorgol,gurgle
grabic,grab
gramar,grammar
granat,granite
grapol,grapple
grasap,grasshopper
grasuc,grass roots
gratud,gratitude
gravol,grovel
gribas,grebe
gridig,greed
grimag,grimace
grinaq,grin
grisap,grease
grolig,roll
groniq,groan
gropor,grope
grozik,eat up
gruman,groom
grunal,well (water)
gruqit,rung
gruvib,groove
habdak,abduct
habjur,abjure
hablix,abolish
habnet,hibernate
habort,abort
habrid,hybrid
habrop,abrupt
habses,obsess
habtus,obtuse
hacket,authenticate
haclit,athlete
hadgim,demonstrate
hadjak,hijack
hadjal,agile
hadjan,convince
hadjat,propel
hadjin,adjoin
hadket,adequate
hadkik,repress
hadmar,admire
hadmix,admission
hadorn,adorn
hadorz,adore
hadres,address
hadret,hydrate
hadron,hadron
hadsak,displacement of water by submerged body
hadsuk,hat
hadvas,advice
hadvat,non-dual
hadxen,audition
hadzon,odds
hafbet,alphabet
hafend,offend
hafenz,offence
hafiks,affix
hafkes,efficacy
hafkid,deposit
hafkir,forfeit
haflet,affiliate
haflik,afflict
haflot,discriminate
hafnot,refer
haform,affirm
hafort,effort
hafrid,afford
hafsat,offset
haftir,exempt
hafxir,thaw
hagalx,agriculture
hagbir,boost
haglid,scar
hagnid,agony
hagrat,fee
hagrot,hag
hagzam,exaggeration
hagzim,exaggerate
hakant,account
hakbar,mouse
hakbid,burden
hakbod,hexapoda
haklat,resolution
haklem,acclaim
hakliv,staple (action)
haklud,occlude
haknik,choke
hakniq,subdue
hakord,accord
hakpan,occupy
hakrad,awkward
hakrav,scorpion
hakret,accurate
hakrun,accrue
haksal,accelerate
haksan,axon
hakses,access
haksid,exceed
haksim,enchant
haksol,axel
haksom,axiom
haktad,tie
haktiv,activity
haktor,act
hakveC,determinant (math)
hakvet,activate
hakxar,imperishable
hakxaz,actualize
hakxiv,esteem
hakxun,auction
haladj,allege
haland,island
halark,luxury
halask,ayahuasca
halbon,protein
halciq,health
halgex,allegation
halgor,allegory
halkal,alcohol
halket,allocate
halmor,helm
halnet,alternate
halord,award
halorg,allow
halpan,span
halpen,help
haltor,alter
haltur,moonlighting
halvon,hallow
hamant,amount
hambas,emboss
hambax,ambush
hament,amend
hampan,hump
hampid,impede
hampor,hamper
hamrid,instigate
hamtet,amputate
hanaks,annex
hanand,bliss
hanart,inherit
hanbal,enable
handag,hound
handan,bleak
handav,endeavor
handid,indeed
handur,endure
hanfuz,infuse
hanket,antiquate
hankit,impose
hankod,encode
hankom,honeycomb
hanlag,analog
hanlat,enlighten
hanmik,diminish
hanorx,xnor
hanpas,encompass
hanrol,enroll
hansul,ensue
hantal,entail
hantan,intertwine
hantik,antique
hantil,until
hantoj,haunt
hanvit,envy
hanvop,envelope
hanxaq,serene
hanxet,initiate
hanxim,resuscitate
hanxur,insure
hanzaq,mount
hapdat,expedite
hapend,append
haplan,apply
haplas,helpless
hapont,appoint
hapraz,oppose/against
hapret,operate
haprez,appraise
haprut,uproot
hapsat,upset
hapsod,episode
haptat,appetite
haptor,opt
haptud,aptitude
haqgej,engage
haqkid,honk
haqlek,queue
harand,errand
harats,country
haratx,auroch
harbor,harbor
harcas,planet earth
harCur,rigorous
harest,arrest
harfat,artifact (museum object)
hargal,habit
hargiz,irritate
haritz,tyrant
harked,arcade
harkiq,hierarchy
harkun,argue
harlig,early
harnak,purse
hartaj,heritage
hartak,architect
hartiq,discourage
harutz,ravine
harvik,whale
harxak,conviction
harxam,registration
harxim,impress
hasalt,assault
hasamp,assemble
hasdir,resolve
hasend,ascend
hasgar,closure
