tune,english
kovosa,pleasantries
fenala,pleasantry
darufa,please
dobuba,pledge
mosama,plenty
vukola,plop
baroba,plot
kenoga,plow
munida,pluck
zewaxa,pluck (pick off)
videga,plug
fatata,plump
yaxida,plunder
zuvana,plunge
wahiva,pluralistic
yakiba,plush
faveza,pocket
nesola,point
pepola,poise
webuka,poison
vewaza,poke
fasara,polarisation
monuba,polish
vidaza,polite
fuvuxa,political
xazuda,pollinate
gexara,pollute
koxesa,ponder
siziva,ponderous
pemuta,pontificate
zozina,pool
yaguda,poor
mepepa,poorly
bogexa,pop
sohima,popular
vaxiba,populate
lixuxa,porn
lekuga,port
nuloma,portable
fukaka,pose
rigoga,positive
sorefa,positively
budina,possess
sizeka,possession
gohaza,possible
vubaxa,post
fofoba,postulate
vonuga,posture
liseba,potent
tetofa,potential
mesosa,pouch
vihoka,pounce
vakola,pound
runufa,pour
kuwana,pout
xozena,poverty
moguka,powder
yozida,power
habifa,practical
sugiza,practically
xedoza,practice
vukoba,pragmatic
yiboxa,pragmatist
ronisa,praise
rifofa,praise (action)
yaxoba,pray
busasa,preach
fimeda,precede
gazoma,precious
zumexa,precise
yiweka,precisely
mikika,precursor
duxoxa,predicate
gixala,predict
xovofa,prefer
fefoba,pregnant
rumuna,prejudice
roviga,prepare
fugava,prescribe
dibina,present
mimesa,preserve
gazara,president
huvuxa,press
zakora,pressing
niyuda,pressure
bisasa,presume
lexega,pretend
tapuna,prettify
yazafa,pretty
ruweda,prevail
lafuba,prevent
diroda,preventive
lebefa,previous
bayova,prey
zubova,price
xiguba,prick
kehoza,prickly
menoda,pride
hihula,primal
muxiga,primary
lukaka,prime
regixa,primitive
redeba,principle
rusima,print
nifuda,prior
xuvora,private
naraba,privately
lexaza,prize
bebida,probability
yexosa,probable
rekuka,probe
fevaka,problematically
fipipa,procedure (something applied to something else)
xeduxa,proceed
kavasa,proceedings
bumona,process
zedaza,proclaim
suzoka,procrastinate
henoda,procreate
baxixa,procure
zudeza,prod
manara,prodigy
vudega,produce
nizuga,productivity
fisofa,profane
rasima,profess
genoka,professionally
zuvasa,program
vadaka,progress
hiyiba,prohibit
boyoka,prohibition
weyuba,project
rayeza,projectile
yoyara,promise
kixema,promote
bulufa,promotion
fibesa,prompt
homusa,promptly
gayeba,pronounce
nisala,propagate
ribefa,propel
reweza,proper
rihina,properly
razeka,property (personal property)
goseka,prophesy
nulola,prophet
sizava,proportionable
vuvora,proportional
boyuga,proportionality
hexeva,propose
mosufa,proposition
loriba,prosecute
sozuka,proselytize
zofeza,prosperity
holisa,protect
kufexa,protecting
lapipa,protectingly
kazesa,protest
bokava,protract
gadoxa,proud
lupupa,prove
zehava,provide
webega,provoke
lihora,prowl
givaba,prudent
lomura,prune
dixuza,pry
misana,pseudo
fanisa,public
dudena,publicize
zubiza,publish
yekeba,puff
sefena,pull
vizusa,pulse
xuwena,pulverize
zuzafa,pummel
bubosa,pump
zoyada,pump (action)
dayiga,punch
benona,punctuation
nuresa,puncture
bekaxa,pungent
feyuda,punish
zoxifa,punishment
modora,puny
pomuta,purchase
zuluka,purchase (object)
mebeba,pure
kokasa,purr
nigoga,purr (action)
remosa,purse
matuta,pursue
bolada,push
genuva,put
subuda,putter
luneba,pyramid
vebeva,quack
kivura,quake
nedoma,qualia
sahefa,qualification
disuma,qualify
denoba,quality
duhefa,quantifications
kizaba,quantitative
hikaka,quantization
pehuta,quantum
ranuma,quark
lobola,quarrel
himima,quarter
sifema,queasy
giyefa,query
hukaka,question
yukeda,questionable
rufana,questionableness
desoba,queue
pupeda,quibble
baloda,quick
dihasa,quickest
volaka,quiet
kowena,quietly
vakusa,quirky
rutapa,quit
bafufa,quiver
bizoxa,quiz
bapeta,quota
hufaba,quote
guheka,quotient
lepata,race
virega,race (ethnicity)
koyuba,racial
wanuka,radar
duhida,radian
bekeka,radiate
vezufa,radiation
bumima,radiative
ginuza,radio
boyaxa,rage
lififa,ragged
zuxisa,rain
febofa,raise
forosa,rake
liduda,ramble
yexesa,rancid
tobeta,random
goguna,randomly
lihala,range
vuxuba,rank
liyega,rant
seviva,rap
zekina,rapid
wexeba,rare
siyofa,rash (bad decisions)
ligeka,rasp
pitoba,raspy
gufeka,rate
romona,ratify
romifa,ratiocinate
xenoza,rational
bunida,rationalize
dirima,rattle
nafasa,ratty
zogena,ravage
higeka,rave
homada,raven
kezofa,raw
fuhuma,ray
nidufa,reach
yuzaba,react
dadoda,reactant
havuga,reaction
kawasa,ready
gahixa,real
mobema,realistically
boriba,reality
pitara,realize
resina,rear
putuda,reason
xazusa,reasonably
halima,reassert
difoba,reasserted
duhoma,reassessment
fozoza,reassured
somafa,rebel
heyara,rebellion
vixaba,rebelliously
zoseva,rebels
ruvika,rebirth
loyaza,recalcitrant
vugafa,recall
yakufa,receive
runoda,recent
zuhuka,recently
xigeda,reciprocal
metupa,reciprocate
ninifa,reciprocity
hadoma,recite
nahana,reckless
kixana,reckon
daruma,reckoning
gifaga,recline
xoriga,recognise
lunana,recognition
sufada,recollection
zaxola,recommend
goyuba,reconcile
bikeva,record
lagaxa,recover
vayasa,recruit
gihixa,recuperate
finusa,recur
nalema,recurrently
bavaxa,red
hoyeza,redeem
semifa,reduce
dabema,reductionistic
danaba,refer
lomasa,reference
guhixa,referral
modula,refine
vameka,reflect
leyofa,reflection
werida,refraction
subana,refresh
gehiza,refreshingly
fonifa,refuge
xogefa,refuse
firuda,regard
fixoka,region
nipopa,register
xabuva,regress
nafina,regret
miyoda,regular
yimiza,regularize
beyaga,regularly
noyega,regulate
palapa,reign
fakexa,reimburse (pay back)
zuvara,reinforce
risena,reject
gedaga,rejuvenate
vemova,relate
bolisa,relating
wayapa,relationship
yinuva,relative
zazala,relatives
rekoga,relativistic
dotita,relax
funusa,relaxation
hafeda,relaxed
defafa,relay
pipula,release
xuhava,release (object)
hoxaza,relevant
kokuna,relevantly
feyuna,reliable
fiseba,relief
kefoza,relieve
mowega,religion
fibifa,relish
gugafa,rely
zizala,remain
tepuma,remember
xahava,remembrance
wakuna,remind
ziriga,reminisce
kunaga,reminiscent
nedada,remote
sahoma,removal
yumuka,remove
nefoda,removed
gaxesa,renaissance
nivika,render
lonama,rendering (result)
sanosa,rendition
sokiza,renew
fovaza,renovate
xedeza,reopen
nekega,repair
vehega,repeat
hesula,repeated
topora,repel
gufoza,repellently
pasopa,repelling
yumaza,repellingly
zikufa,repentance
nehima,replace
voyoba,replicate
lunefa,reply
hitata,report
bofina,reporter
suzuxa,represent
zareka,representation
mahiba,reprimand
noseba,reproduce
lasoba,reptile
sisafa,repudiate
dohala,repulsive
zixoba,request
bufuma,require
geboga,requisite
nunena,rescind
surifa,rescue
boyura,research
sidima,research (object)
dimeba,resent
sovaxa,reside
moyiga,resident
fenama,residual
zaxasa,residue
goxefa,resignedly
xunoxa,resin
govura,resist
fahima,resistor
webiza,resolve
homasa,resonate
nifada,resource
lesafa,respect
robuba,respect (object)
vekona,respectableness
hehasa,respectful
yomoza,respective
borula,respond
xehiza,responsible
yevala,responsive
molida,rest
mifoda,restfully
mubula,restore
kerega,restored
balaba,restrain
maxoza,restrainedly
suxoxa,restrict
horoda,restrictedly
kibuza,result
gexema,resultant
veveba,resume
mihaba,resurrect
zozisa,resurrectionist
noneba,retain
lefina,retaliate
diwasa,retire
mosiba,retreat
bevoxa,retribution
mirefa,retrieve
sumuna,return
vibaxa,reveal
duxaka,revel
deduna,revelation
luhafa,revenge
todata,revere
kawana,reverent
limifa,reverential
zoxesa,reverentially
vakefa,reverse
hoyuxa,reversibility
zaseka,reversible
hubona,revert
yoguma,review
sugaza,revise
zeroga,revoke
surufa,revolting
vegisa,revolution
vekora,revolutionarily
geroza,revolutionary
laroma,revulsion
fonosa,reward
kezasa,reward (action)
goxana,rhyme
gegema,rhythm
molofa,rib
viyema,ribbon
bomola,rice
megeva,rich
rumura,ricochet
lubosa,rid
geyafa,riddle
zegiba,ride
dehiba,ridicule
xavula,ridiculous
vagufa,ridiculously
xugaba,ridiculousness
bihesa,right
leyava,right (side)
gasoga,right (wrong)
folina,righteousness
hiruda,rightful
yudiva,rightfully
gavosa,rigid
yumaka,rigidity
bododa,rigor
yikaba,rigorous
dufofa,ring
fewasa,rinse
renina,riot
mixiga,rip
vuhaxa,ripe
lidefa,ripely
wekala,rippingly
niwada,ripple
nizeka,rise
hodiba,risk
goyisa,rivaling
wemoxa,roam
nabuda,roar
dexixa,roast
duziga,roast (object)
xoseza,rob
kiraxa,rock
rozeva,roll
suhefa,romp
yugana,roof
pumeta,room
buxeza,roost
vekiba,root
bodima,rope
hazexa,rot
bihima,rotate
fagava,rotational
sibofa,rotten
geseza,rough
sokega,round
ladema,roundabout
fuzika,rounded
kusuxa,roundly
gizoba,rouse
waleka,row
boresa,royal
hemina,rub
madasa,rubber
gokiba,rude
fiwala,ruffle
renema,rugged
sukiva,ruggedly
fuhula,ruin
zohuxa,ruins
mamufa,rule
xixiba,rule (object)
fivoka,ruler
seyona,rumble
hudoma,ruminate
yonoga,ruminate (think about over and over again)
mubona,rummage
zuboga,rumor
nasama,run
wasexa,rupture
doxiva,rural
hanusa,rush
xizofa,rustle
zinoka,rustling
xexoma,rustlingly
fimoda,rusty
kisuxa,sack
budida,sacred
bamiba,sacrifice
zinava,sad
fodeda,saddle
ximuxa,sadness
rinima,safe
zazafa,safety
dedara,sage
dozexa,sagely
nebuba,sail
nurula,salivate
vigoda,salute
xifaga,salvage
sumara,same
sonisa,sample
fikoga,sanitary
remufa,sanitation
dumeba,sanitize
sogaga,santa
madofa,sarcastic
yeseva,sarcastically
loyoka,sass
gegina,sassy
wagiba,satirize
mafiba,satisfied
solula,satisfy
vuxiba,satisfying
biyaza,saturate
yineka,saturday
keyiga,savage
rutota,savage (feature)
desana,savagely
soguga,savor
mosuba,savory
setita,saw
vanexa,say
nukaga,scalar
xadega,scale
kumaza,scaly
lezeza,scamper
dovaxa,scan
namara,scant
fahuba,scantly
sehala,scapegoat
kideza,scarce
rulida,scare
hixiga,scared
fafaba,scarily
damefa,scary
hurola,scatter
suhuna,scenario
totuna,scene
viniza,schedule
gozafa,schematic
nisosa,scheming
lidasa,scholar
xoyema,school
hoyova,school (action)
nimada,science
xuguba,sciences
bagaxa,scientific
lovoxa,scientist
mifaba,scientists
xuboka,scold
bizuza,scoop
zizaba,scoot
fekaga,scorch
karaga,score
biveka,scorn
nuhura,scour
nonusa,scowl
xobaka,scramble
nuweva,scrape
daxoga,scratch
xumaxa,scrawny
resuna,scream
yifeva,scream (object)
fikega,screech
vemuza,screech (object)
barina,screen (display)
yamuka,screw
putusa,scribble
riyola,scribe
kexora,scrub
rehosa,scrunch
yifoxa,scrupulous
venaxa,scrutinize
zemuva,scuff
xulaga,sea (large body of water)
bawaxa,seal
sofaba,seam
yezina,sear
zihuka,search
xegura,searching
dukuva,season
damura,seasonably
muhafa,seasonal
hihena,seat (place to sit)
vamava,seclude
ladusa,seclusion
gezoda,secret
hoyeva,section
fivuga,secular
visega,secure
burola,security
misoba,sedate
bidema,see
fulama,seem
noroma,seemly
vovefa,seep
deyosa,segregate (separate from each other)
xiyada,seize
senola,seldom
kirixa,select
kageba,selection
kayaba,selective
yevona,selectively
mabula,selfish
binida,sell
dabola,semantic
puhipa,sensation
bohuna,sensationalism
lolisa,sense
rubara,sensitive
xuhaga,sensitivity
rafisa,sensitization
waneva,sensual
yavema,sensuality
nesisa,sentence
kidaxa,sentience
zesova,separate
hemida,separation
xakida,serenade
novava,series
radima,serious
valoza,serrate
yahika,serve
nulana,server
zifika,service
hoyura,settle
kazufa,settlement
zidiga,sever
rohula,severe
lumeda,severely
xodiga,sex
sahema,sexual
gobega,sexually
romora,shade
duvoxa,shadow
mamafa,shady
ruhana,shaggy
wegana,shake
xugoda,shakily
subasa,shallow
fumula,shallowly
dorana,shame
pefata,shamefully
fizika,shape
xagosa,share
gomova,sharp
manina,shatter
femara,shave
gisika,shear
keguma,shed
dunafa,sheet
bebura,shell
siniba,shelter
voraga,shield
lenoda,shift
tomupa,shift stuff and store
razaxa,shine
zoniza,shiny
xogasa,ship
royega,shiver
bagoka,shock
vofaza,shock (electric)
yiduga,shocking (wow)
zunixa,shoo
semima,shoot
xuvala,shoot (object)
kuroza,shop
gozena,shore
rudona,shortly
wexina,shoulder
yunixa,shout
sulara,shouting
fihora,shove
besosa,shovel
tufopa,show
reyova,showcase
kozisa,shower
xemega,shred
kexena,shriek
subeba,shrieking
malora,shrill
samefa,shrink
dubuda,shrug
zihiza,shudder
bewema,shuffle
fodosa,shush
kosoga,shut
zavusa,shy
mayeva,sick
momasa,side
sepota,sieve
fehisa,sift
lahaba,sigh
bimuba,sign
solona,signal
banada,significance
vuzefa,significant
dekiza,signify
hafafa,silence
pehata,silly
wagula,similar
fahafa,similarity
sumoba,simmer
kegona,simple
fiwafa,simplify
xuxima,simply
fudeba,simulate
vexola,simultaneity
yabaka,simultaneous
fitopa,sin
sofima,since
goraga,sing
mafona,singer
zuxina,single
givifa,singularity
besoda,sink
hapota,sink (pulled down from the weight of gravity)
xoyoda,sip
kukeda,sit
nahema,site
yomiva,situate
vuzusa,situation
hofusa,sizzle
dobala,sketch
kebuva,sketchy
xivena,skewer
nazoza,skid
nulina,skill
dumuna,skillful
ronada,skim
tipola,skinny
xoreza,skip
kozina,skulk
xixafa,sky
vifiva,slab
renada,slack
xunoga,slam
feyisa,slander
zevama,slap
peseta,slash
vuguba,slather
fetota,slaughter
foyuxa,slay
mixava,sleek
vekeda,slender
hatata,slice
kulexa,slick
serefa,slide
bepopa,slight
zoluga,slim
bulifa,slime
tamata,slimy
falosa,sling
demeda,slink
zefuva,slip
yurala,slippery
diputa,slit
bidina,slither
mokiga,slobber
bivuxa,slope
kedoxa,sloppily
dosola,sloppy
xaviba,slosh
fibuma,slouch
vokesa,slow
gikasa,slug (token)
pepofa,slumber
kodaka,slump
lebofa,slur
vigala,slurp
hozuva,smack
tafepa,small
masada,smaller
nitipa,smart
xokora,smarten
zoyusa,smartened
habiba,smarter
mizega,smartest
vafuxa,smartish
bofuna,smartly
ruxoxa,smartness
yufaka,smarts
yukiba,smarty
xuzuda,smash
gavora,smear
xukoba,smell
dimana,smell (object)
dodara,smelly
kafoga,smile
xekeda,smiling
lenuma,smirk
ziduva,smite
gevada,smoke
loseda,smolder
sufasa,smooch
direda,smooth
kunuva,smoothly
muhaba,smother
rasala,smoulder
zanaga,smudge
dufina,smush
dufara,snake
yihova,snap
ziduga,snappily
kafaza,snappy
femofa,snare
faweka,snarl
pitina,snatch
notepa,sneak
zimika,sneak (move without being noticed)
basola,sneakily
sumoma,sneer
bonima,sneeze
deguxa,snicker
hefofa,sniff
labala,snip
mihosa,snipe
bukexa,snitch
rikuga,snob
musada,snooze
ziveba,snooze (fall asleep)
nuduma,snot
bisina,snow
vubiva,snub
pebata,snuff
sihola,snug
hupipa,snuggle
yehuxa,soak
benora,soap
gikeba,soar
dumuda,soaring
kigofa,soaringly
muzuza,sob
pulipa,socialize
visuza,socialize aimlessly
namofa,society
masuda,soft
letipa,software
gomega,soggy
kareka,soil
lulesa,solely
kesuza,solemn
gofika,solemnly
gekena,solid
kalexa,solitude
xizana,soluble
nudeda,solve
nixega,solvent
gayoma,somber
biyega,some
wazofa,somehow
seneba,someplace
dafida,something
husada,something cheap and inferior
bumena,something wonderful
diveva,sometimes
kubuza,somewhat
lozixa,song
laziza,soot
kuzala,soothe
genava,soothingly
ruvuka,sophisticatedly
konega,sore
bosafa,sorrow
kazala,sorry
lihiba,sort
merafa,soul
xiyuxa,sound
nukeka,sour
rabina,sourly
zeyuxa,south
loxika,southern
ramefa,southwards
kizama,sow
veseka,spacetime
waresa,span
fexexa,spank
kuvasa,spare
salefa,spark
hososa,spark (object)
yolaxa,sparkle
hohana,sparkling
nalara,spasm
lerafa,speak
zisiga,speaker
kulega,special
zegufa,specialist
zodiza,specially
vexefa,specific
hamoda,specification
muxaxa,specify
goyoma,speckle
vufeka,speculate
yixoba,speculation
mixeka,speech
tenuta,speed
kukala,speedfully
zubuza,speedily
ledifa,speedy
moheba,spell
lesoda,spend
vonuva,spew
mopita,sphere
minoba,spherical
nivoxa,spherically
buneba,spicily
mekeza,spicy
foveva,spike
veyala,spiky
rolena,spill
muwava,spin
wevusa,spinor
viduka,spiral
vuduka,spirit
hovaza,spiritually average person
suxaza,spit
gukofa,spite
nurima,splash
dovoka,splay
xezoda,splendor
finola,splinter
honeda,split
yevosa,spoil
mugaga,spontaneous
rebeda,spoof
tatula,sport
xaxona,sportfully
rukeza,sportily
dohiba,spot
vegoma,sprawl
nerada,spray
gafixa,spread
nuhada,spring
punuta,sprinkle
sozuza,sprint
degoka,sprout
dizoza,spur
meyoma,spurious
gufixa,spy
lodosa,squash
nehaba,squat
vureva,squawk
wemaza,squeak
yuroda,squeal
xibava,squeeze
mumoda,squint
niyusa,squirm
manuna,squirt
bezuva,squish
raloba,squishy
xuweda,stab
rasuba,stabilization
viyasa,stabilize
fuhufa,stable
borala,stack
rezexa,stage
yizula,stagger
lihuba,stain
lixaga,stain (action)
folara,stair
yinoka,stake (in something)
vozafa,stale
yureda,stall
zevula,stammer
lixaxa,stamp
hohara,stampede
koviba,stand
nogiga,standard
vayofa,standing (social standing)
doyeka,star
lehola,stare
mevova,stark
reguva,startle
yageba,starve
zuxuna,starving
tutona,stash
galuva,state
keyuva,state (make statement)
lukika,static
xoxisa,statically
sateta,station
rolama,statistics
gabuva,statute
fafesa,stay
hegoga,steadfast
rasora,steady
kobuga,steal
dekexa,stealth
kanaxa,steam
fuhaba,steep
vekala,steer
gexuda,stem
hulula,stench
dayava,step
labosa,step in time
zoxima,sterile
basoma,stern
huxiva,sternly
rabuna,stick
mobusa,sticky
bekiga,stiff
fekoka,stiffen
genaga,stifle
zonova,stifling
rohoda,still
gogeba,stimulate
loyuga,sting
nisora,stingily
xexema,stingy
pewata,stink
totefa,stinky
modafa,stipulate
garaka,stir
zosuza,stitch
gobuka,stochastic
xuxuba,stock
xunaza,stock (store for later use)
yuboga,stoke
nusiba,stomp
lakaza,stone
temeta,stoop
fahula,store
zobuga,storm
xonuva,story
vofaka,stout
mehasa,stow
surona,straddle
kixusa,straight
denoma,straighten
disena,straightforward
fihifa,strain
dihara,strange
karoka,strangle
safana,strap
hiviva,stray
zayuma,streak
navuza,streaked
kugana,streaking
savaka,streamline
ledula,strength
zehuga,strengthen
hofema,strenuous
memuna,strenuously
fefina,stress
vukema,stress (physics)
lokeza,stretch
zugasa,stretch (action)
resida,strict
husisa,stride
reyala,strife
wayara,strike
mokuva,strike (object)
yorana,string
zaguna,strip
sohiba,strip (remove everything)
fikova,strive
kadiga,stroke
ferima,stroll
rayoda,strong
demima,structural
xowasa,structure
zihika,struggle
madina,struggle (object)
tetoba,strum
laboda,strut
sigexa,stubborn
farefa,stubbornly
gafiva,student
hebisa,studies
yebaxa,study
golexa,studying
honama,stuff
molasa,stumble
forima,stump
leyaxa,stun
ribada,stunning
tesuta,stunningly
dahura,stupid
nevoza,sturdy
risona,stutter
kamaza,style
bifafa,stylish
nofena,stylishly
kohaxa,subdue
xegusa,subject
daxiza,subjective
sirena,subjectiveness
nodasa,subjectivized
goziba,subjectivizing
nefena,subliminal
zixasa,submerge
foheba,submerse
kanuga,submit
bameda,subsequent
rasesa,subside
yuzesa,substance
sevaga,substantial
hurefa,substantiate
lahora,substitute
kugisa,substitutionary
dedema,substrate
kohaga,succeed
ragega,success
zayafa,successor
luroba,succumb
raxoxa,suck
xugafa,suction
zovaba,sudden
bisofa,suffer
muzaza,suffering
boxaza,sufficient
fonafa,suffix (after thing)
venuva,sugar
savexa,suggest
gixuba,suggestion
kabuka,suggestions
zexeda,suicide
lahesa,suit
famoda,suitable
dosara,sulk
nihisa,sullen
reyena,sullenly
sowaga,sum
nebufa,sum (object)
fufiba,summarize
xoyuna,summation
miyuma,summon
huhona,sun
yuvefa,sunder
yegona,sunny
xezeda,super
dofufa,superficial
duboba,superficially
diyuda,superior
rogaxa,supersede
fuboda,supersymmetric
yabuza,supervise
gubeza,supplement
vuluva,supplement (noun)
zibiza,supplicate
sadima,supply
koyeda,supply (object)
vizola,support
zumaza,suppose
kofava,supposition
xebexa,supreme
weboxa,sure
fizuza,surely
zurixa,surety
haruda,surface
yehiga,surge
zeyoza,surmise
xunova,surprise
fulaba,surprise (object)
fimama,surprised
tutaba,surrender
ziraga,surround
rokaka,survey
bufora,survive
soroba,susceptible
roxiva,suspect
ravaka,suspend
nayuga,suspension
wehoga,suspicious
vedoza,suspiciously
firida,sustain
dokika,swab
xixosa,swagger
xaguma,swallow
dihuna,swan
foxega,swap
vewaka,swarm
potala,swat
desuda,sway
panita,swear
livuva,sweat
xuruza,sweat (object)
zaboxa,sweating
xeyeda,sweep
zibega,sweet (nice)
nesuna,sweet (taste)
meyusa,sweetly
yegosa,sweety
hofola,swell
fufuba,swerve
tirupa,swift
rezika,swim
mehola,swimming
xoroka,swimmingly
hisura,swing
lufifa,swing (action)
numina,swinger
nifana,swinging
zuxada,swingingly
hibesa,swipe
havoza,swirl
munura,swish
zokuda,switch
bevuka,switch (action)
tonita,swivel
kegesa,swoll
feheba,swollen
bukova,swoon
soduda,swoop (fly down)
veyiza,sword
zevuma,symbolize
faliba,symmetrization
refesa,symmetry
fukega,sympathize
goguda,sympathy
movova,syndrome
xufuva,table
bohoma,taboo
vevasa,tabulate
hebeba,tackle
gahiga,tackle (noun)
gogema,tail
derisa,tailor
davuza,tailor (customize for a purpose)
sumema,tailor (noun)
vuzoma,talent
girova,talented
hokixa,talk
damoma,tall
yoxiba,taller
huveka,tallest
xayoba,tally
guxiba,tame
zehiva,tan
sunufa,tan (noun)
zoyina,tangible
sufusa,tangle
femida,tantalize
zevora,tap
bugixa,tape (stick to)
fesama,taper
vokifa,target
kanuva,target (noun)
zegaba,task
gofuka,tassel
kizuba,taste
xazara,tasteful
goyula,tasteless
foyuka,tastelessly
roxeza,tasty
rakuva,tattle
xamava,tattoo
metapa,taunt
nesana,taut
besora,tautly
rofuma,tax
fanana,tax (noun)
pamapa,tea
mufuba,teach
nihuna,teacher
buwara,team
livaxa,tear
pedapa,tease
ledesa,tech
mamoda,technique
vogoba,techy
totuda,teenage
giriza,teenager
dopeta,teeter
fizoxa,teetering
zesoga,tell
lasuda,temper
fayaka,temperature
pisopa,template
koluga,temporarily
tureta,temporary
niraba,tempt
fovoxa,tend
femola,tendency to give rather than take
molisa,tender
dagexa,tenderly
dabeba,tenet
xasaza,tense (adjective)
boluda,tensely
mogoga,tensor
foyiga,tent
hahima,tenth
xiraka,terminate
xusaza,termination
tebota,terrible
bakoga,terrific
koyida,terrifically
bafena,terrified
heziga,terrify
kayesa,territory
xixesa,terror
faxava,testify
fogaza,text
himafa,text (verb)
nehufa,texture
xugora,thank
lemina,thaw
nuzava,the public
nusena,theorem
voyisa,theoretical
fimiba,theorize
figiga,theory
vemega,therapeutic
koluxa,therapy
tanota,therefore
gohaka,thermal
vivuma,thermalization
bunoba,thermodynamic
dohifa,thesis
mohuda,thick
hobana,thickly
ruhida,thief
dukoka,thin
latata,think
zokasa,thinner
wezoda,thirst
yadeka,thirstily
zeduka,thirsty
gemega,thorn
nemoda,thorny
sivuza,thorough
fefida,though
buxoza,thought
kigola,thoughtful
rifada,thrash
xivona,thread
xevura,threat
kakiba,threaten
romeda,threatened
fudoma,threatening
nudaba,thrill
dibuda,thrive
veneza,throne
yoxifa,throttle
guvena,through
yokisa,throughout
mimifa,throw
habafa,thrust
livixa,thumb
bapapa,thump
gekuba,thunder
luwava,thus
serola,thwart
bohura,tick
zerexa,ticket
pibapa,tickle
hazaza,tickle (verb)
devoka,tidal
savuza,tidally
wekama,tide
kigura,tides
dofena,tidy
kuxofa,tidy (action)
lolida,tie
sofama,tie (fight)
sunesa,tight
xuzida,tighten
xakasa,tilt
yosoga,timely
xayola,timid
poluta,timidity
vabiga,timidly
beyava,tingle
xoyena,tinker
darosa,tiny
zeyuva,tip
zogoda,tipsy
dideda,tiptoe
sehuba,tire
kenaka,tired
yorida,tiredly
koxima,title
dukuga,titration
nuhina,toast
hemasa,together
yasaxa,toil
mogiza,tolerant
mebema,tolerate
vavima,too
gixifa,top
hivixa,topological
howexa,topple
sefesa,torment
noxava,torque
remama,torrent
dihada,torsion
mamama,toss
nogaxa,total
wavosa,touch
zebeza,toughen
guhoza,toughly
monala,toughness
loxuka,tour
zusuga,tow
manola,toward
ravova,tower
zareza,toxic
dofeda,toy
fikaza,trace
zabika,trace (noun)
yidaga,track
negiga,track (noun)
fumifa,trade
tipara,trade (object)
rasula,tradition
zodega,tragedy
nexaxa,tragic
xukura,trail
xusega,trail (noun)
vizada,train
pitana,train (mobile)
kezeba,train station
fimosa,traitor
halala,trajectory (potential path)
xebiza,trample
rukiva,trance
vawala,tranquility
hirisa,transcendent
tufita,transcendental
hotota,transcribe
goyida,transduction
higava,transfer
lafiba,transfer (noun)
homana,transform
givora,transformation
miyima,transgression
zuwema,transistor
ginova,transitive
liyona,translate
radora,translucent
zoyena,translucently
zohoka,transmit
siwana,transparent
nafola,transparently
nidula,transport
nodema,transportation
fakiza,transpose
gulaga,trap
hirasa,trap (object)
nifema,trash
yakora,trash (noun)
nukava,trauma
fadida,travel
rozaka,travel (noun)
heziva,tread
suhada,treasure
rosema,treat
suneda,treat (action)
sugaka,treat (food)
voxada,treatment
riyara,tremble
dubara,tremendous
yogiba,trend
fogeva,trendy
ruxaza,triangulation
hafiba,tribal
vedeza,tribalism
bayika,tribe
gezona,tribute
hohura,tribute (noun)
kaxida,trick
kadiva,trick (action)
sotata,trickily
wasuza,trickish
laguva,trickishly
tideta,trickle
nugeva,tricky
lixeka,trill
botapa,trim
mosala,trim (action)
gabuxa,trim (feature)
bozoza,trim (noun)
kixasa,trip
resusa,trip (noun)
nolaba,trivial
ruzoza,triviality
vedaga,trot
ruhasa,trouble
dafefa,troubled
vigula,troublesomeness
zenega,truce
zexifa,trudge
vosiga,trust
huzova,trust (noun)
fihosa,trustfully
tapola,trusty
dudiba,tube
xikeba,tuck
hizoxa,tug
feneda,tug (action)
lezoza,tug (object)
honima,tumble
podupa,tumultuous
guzeba,tune
xurexa,tune (noun)
suruba,tunnel
rugova,turn
bezoza,turn (noun)
samana,turquoise
xufeka,tutor
fomura,tutor (noun)
rofona,tweak
losora,tweeze
zexima,twiddle
toruta,twig
homuna,twine
mabama,twinkle
huzega,twirl
fugaga,twist
muzoga,twist (noun)
giyana,twisted
zeheza,twistor
mexova,twitch
yunoza,twitter
gafava,type
pesupa,typical
nasuba,tyrant
yaxana,tyrrany
sikuga,ubiquitous
moyuva,uglily
mivoka,ugly
foyuza,uglyness
sonofa,uncouth
bozeka,under
lerosa,underneath
narifa,understand
zenexa,understandable
wadoxa,understandably
nolala,understanding
hegeva,undistractedly
rebesa,unearthliness
rebiba,unequivocally
zuveba,uniform
bemefa,uniformly
kesega,unique
huhosa,unique (adjective)
foxaza,unit
tinupa,universe
kemuva,unsuspiciously
beguza,up
sosoma,update
vevuda,upgrade
zovoda,upgrade (noun)
repupa,uphill
bumama,upon
bekoza,uproar
mimufa,upset
keraza,upset (adjective)
wabixa,upset (noun)
lafufa,urge
besuba,use
xexina,used
yeduka,useless
habesa,usurp
fifaba,utilization
nabura,utilize (put to use)
budefa,utmost
yavusa,utmost (noun)
popura,utter
nafeba,utterance
meseda,utterly
balora,vacant
fozeza,vacantly
tepona,vacate
tobota,vague
wazasa,vain
fozuxa,valence
huluma,valid
dafusa,validate
fexaza,valley
wesixa,valuably
sexoka,vanish
resana,vanishingly
meteta,vapor
barada,variable
xikura,variation
mifena,various
pebepa,variously
vaxosa,vary
xeroka,varying
fizaka,vascular
kigusa,vast
