cluster,difficulty,simplified,simplified_difficulty,changed,source,candidate_count
ntcfl,99,tl,0,true,end+start,10
ntcfr,99,tr,0,true,end+start,10
ntcgl,99,tl,0,true,end+start,10
ntcgr,99,tr,0,true,end+start,10
ntckl,99,tl,0,true,end+start,10
ntckr,99,tr,0,true,end+start,10
ntckw,99,nk,2,true,end+start,4
ntcpl,99,tl,0,true,end+start,10
ntcpr,99,tr,0,true,end+start,10
ntcsk,99,sk,0,true,end+start,10
ntcskl,99,tl,0,true,end+start,20
ntcskr,99,tr,0,true,end+start,20
ntcskw,99,nt,0,true,end+start,10
ntcsl,99,tl,0,true,end+start,10
ntcsm,99,tm,0,true,end+start,9
ntcsn,99,tn,0,true,end+start,8
ntcsp,99,sp,0,true,end+start,10
ntcspl,99,tl,0,true,end+start,20
ntcspr,99,tr,0,true,end+start,20
ntcst,99,nt,0,true,end+start,7
ntcstr,99,tr,0,true,end+start,14
ntcsw,99,ts,0,true,end+start,4
ntctr,99,ntr,2,true,end+start,4
ntctw,99,nt,0,true,end+start,1
ntctx,99,ntx,2,true,end+start,4
ntcvr,99,tr,0,true,end+start,10
ntdr,9,dr,0,true,end+start,8
ntfl,7,tl,0,true,end+start,10
ntfr,7,tr,0,true,end+start,10
ntgl,9,tl,0,true,end+start,10
ntgr,9,tr,0,true,end+start,10
ntkl,7,tl,0,true,end+start,10
ntkr,7,tr,0,true,end+start,10
ntkw,99,nt,0,true,end+start,4
ntpl,7,tl,0,true,end+start,10
ntpr,7,tr,0,true,end+start,10
ntr,2,ntr,2,false,end+start,3
ntsbl,7,tl,0,true,end+start,20
ntsbr,7,tr,0,true,end+start,20
ntsdr,7,dr,0,true,end+start,18
ntsfl,7,tl,0,true,end+start,20
ntsfr,7,tr,0,true,end+start,20
ntsgl,7,tl,0,true,end+start,20
ntsgr,7,tr,0,true,end+start,20
ntsk,5,sk,0,true,end+start,10
ntskl,5,tl,0,true,end+start,20
ntskr,5,tr,0,true,end+start,20
ntskw,99,nt,0,true,end+start,10
ntsl,6,tl,0,true,end+start,10
ntsm,5,tm,0,true,end+start,9
ntsn,12,sn,2,true,end+start,8
ntsp,5,sp,0,true,end+start,10
ntspl,5,tl,0,true,end+start,20
ntspr,5,tr,0,true,end+start,20
ntst,8,nt,0,true,end+start,7
ntstr,5,tr,0,true,end+start,14
ntstw,99,nt,0,true,end+start,7
ntstx,5,tx,0,true,end+start,14
ntsvr,9,tr,0,true,end+start,20
ntsw,99,nt,0,true,end+start,4
ntvr,9,tr,0,true,end+start,10
ntw,99,nt,0,true,end+start,1
ntx,2,ntx,2,false,end+start,3
ntxbl,8,nl,2,true,end+start,20
ntxbr,8,tx,0,true,end+start,20
ntxdr,9,tx,0,true,end+start,18
ntxfl,7,tf,2,true,end+start,20
ntxfr,7,tr,0,true,end+start,20
ntxgl,7,tx,0,true,end+start,20
ntxgr,7,tr,0,true,end+start,20
ntxkl,5,tl,0,true,end+start,20
ntxkr,5,tr,0,true,end+start,20
ntxkw,99,xk,0,true,end+start,10
ntxpl,6,tl,0,true,end+start,20
ntxpr,6,tr,0,true,end+start,20
ntxsk,9,xk,0,true,end+start,20
ntxskl,9,tl,0,true,end+start,35
ntxskr,9,tr,0,true,end+start,35
ntxskw,99,nt,0,true,end+start,20
ntxsl,10,tl,0,true,end+start,20
ntxsm,9,xm,0,true,end+start,19
ntxsn,13,nx,0,true,end+start,18
ntxsp,9,xp,1,true,end+start,20
ntxspl,9,tl,0,true,end+start,35
ntxspr,9,tr,0,true,end+start,35
ntxst,9,nt,0,true,end+start,17
ntxstr,9,tr,0,true,end+start,29
ntxsw,99,ns,2,true,end+start,10
ntxtr,7,nr,2,true,end+start,14
ntxtw,99,nt,0,true,end+start,7
ntxtx,7,nx,0,true,end+start,8
ntxvr,9,tx,0,true,end+start,20
psbl,9,sp,0,true,end+start,9
psbr,9,br,0,true,end+start,9
psdr,8,st,0,true,end+start,10
psfl,9,pf,0,true,end+start,10
psfr,9,pr,0,true,end+start,10
psgl,8,sk,0,true,end+start,10
psgr,8,pr,0,true,end+start,10
psk,5,sk,0,true,end+start,3
pskl,6,pl,0,true,end+start,10
pskr,6,pr,0,true,end+start,10
pskw,99,sk,0,true,end+start,4
psl,4,pl,0,true,end+start,3
psm,4,pm,0,true,end+start,3
psn,5,pn,0,true,end+start,3
psp,8,sp,0,true,end+start,2
pspl,7,spl,2,true,end+start,7
pspr,7,spr,2,true,end+start,7
pst,5,st,0,true,end+start,3
pstr,6,pr,0,true,end+start,10
pstw,99,st,0,true,end+start,4
pstx,8,sx,2,true,end+start,10
psvr,11,pf,0,true,end+start,10
psw,99,ps,1,true,end+start,1
pxbl,14,pl,0,true,end+start,9
pxbr,14,br,0,true,end+start,9
pxdr,14,pt,2,true,end+start,10
pxfl,13,pf,0,true,end+start,10
pxfr,13,pr,0,true,end+start,10
pxgl,12,xk,0,true,end+start,10
pxgr,12,pr,0,true,end+start,10
pxkl,10,pl,0,true,end+start,10
pxkr,10,pr,0,true,end+start,10
pxkw,99,xk,0,true,end+start,4
pxpl,12,pl,0,true,end+start,7
pxpr,12,pr,0,true,end+start,7
pxsk,16,xk,0,true,end+start,10
pxskl,14,pl,0,true,end+start,20
pxskr,14,pr,0,true,end+start,20
pxskw,99,xk,0,true,end+start,10
pxsl,15,sl,1,true,end+start,10
pxsm,14,pm,0,true,end+start,10
pxsn,16,pn,0,true,end+start,10
pxsp,18,sp,0,true,end+start,9
pxspl,14,xp,1,true,end+start,17
pxspr,14,pr,0,true,end+start,17
pxst,16,st,0,true,end+start,10
pxstr,14,pr,0,true,end+start,20
pxsw,99,ps,1,true,end+start,4
pxtr,12,pr,0,true,end+start,10
pxtw,99,pt,2,true,end+start,4
pxtx,14,tx,0,true,end+start,7
pxvr,15,pf,0,true,end+start,10
qkbl,6,qk,0,true,end+start,10
qkbr,6,qk,0,true,end+start,10
qkdr,6,qk,0,true,end+start,10
qkfl,5,fl,0,true,end+start,10
qkfr,5,fr,0,true,end+start,10
qkgl,6,gl,0,true,end+start,8
qkgr,6,gr,0,true,end+start,8
qkl,0,kl,0,true,end+start,0
qkpl,4,qk,0,true,end+start,10
qkpr,4,qk,0,true,end+start,10
qkr,0,kr,0,true,end+start,0
qksbl,7,kl,0,true,end+start,20
qksbr,7,kr,0,true,end+start,20
qksdr,7,kr,0,true,end+start,20
qksfl,7,qk,0,true,end+start,20
qksfr,7,kr,0,true,end+start,20
qksgl,7,kl,0,true,end+start,18
qksgr,7,kr,0,true,end+start,18
qksk,2,ksk,6,true,end+start,7
qkskl,5,kl,0,true,end+start,14
qkskr,5,kr,0,true,end+start,14
qkskw,99,ks,0,true,end+start,7
qksl,3,qk,0,true,end+start,10
qksm,2,ksm,2,true,end+start,9
qksn,4,qk,0,true,end+start,9
qksp,2,ksp,4,true,end+start,10
qkspl,5,kl,0,true,end+start,20
qkspr,5,kr,0,true,end+start,20
qkst,2,kst,4,true,end+start,10
qkstr,5,kr,0,true,end+start,20
qkstw,99,st,0,true,end+start,10
qkstx,5,qk,0,true,end+start,20
qksvr,9,ks,0,true,end+start,20
qksw,99,ks,0,true,end+start,4
qktr,4,qk,0,true,end+start,10
qktw,99,kt,2,true,end+start,4
qktx,4,qk,0,true,end+start,10
qkvr,7,vr,0,true,end+start,10
qkw,99,qk,0,true,end+start,1
qkxbl,12,qk,0,true,end+start,20
qkxbr,12,kr,0,true,end+start,20
qkxdr,13,qk,0,true,end+start,20
qkxfl,11,kl,0,true,end+start,20
qkxfr,11,kr,0,true,end+start,20
qkxgl,11,xk,0,true,end+start,18
qkxgr,11,kr,0,true,end+start,18
qkxkl,9,kl,0,true,end+start,14
qkxkr,9,kr,0,true,end+start,14
qkxkw,99,qk,0,true,end+start,7
qkxpl,10,xp,1,true,end+start,20
qkxpr,10,kr,0,true,end+start,20
qkxsk,13,qk,0,true,end+start,17
qkxskl,13,kl,0,true,end+start,29
qkxskr,13,kr,0,true,end+start,29
qkxskw,99,ks,0,true,end+start,17
qkxsl,14,kl,0,true,end+start,20
qkxsm,13,sm,0,true,end+start,19
qkxsn,15,kn,1,true,end+start,19
qkxsp,13,sp,0,true,end+start,20
qkxspl,13,kl,0,true,end+start,35
qkxspr,13,kr,0,true,end+start,35
qkxst,13,st,0,true,end+start,20
qkxstr,13,kr,0,true,end+start,35
qkxsw,99,qk,0,true,end+start,10
qkxtr,11,kr,0,true,end+start,20
qkxtw,99,qk,0,true,end+start,10
qkxtx,11,qk,0,true,end+start,14
qkxvr,13,qk,0,true,end+start,20
rbdr,12,br,0,true,end+start,9
rbfl,8,rf,0,true,end+start,10
rbfr,10,br,0,true,end+start,9
rbgl,10,rg,1,true,end+start,10
rbgr,12,br,0,true,end+start,9
rbkl,10,bl,0,true,end+start,10
rbkr,12,br,0,true,end+start,9
rbkw,99,rk,1,true,end+start,4
rbl,3,bl,0,true,end+start,3
rbpl,10,bl,0,true,end+start,8
rbpr,12,br,0,true,end+start,7
rbr,5,br,0,true,end+start,2
rbsk,9,sk,0,true,end+start,10
rbskl,9,bl,0,true,end+start,20
rbskr,11,br,0,true,end+start,19
rbskw,99,sk,0,true,end+start,10
rbsl,10,sl,1,true,end+start,10
rbsm,10,rm,0,true,end+start,9
rbsn,11,rn,2,true,end+start,9
rbsp,10,sp,0,true,end+start,9
rbspl,10,bl,0,true,end+start,18
rbspr,12,br,0,true,end+start,17
rbst,9,rt,0,true,end+start,10
rbstr,11,br,0,true,end+start,19
rbsw,99,rs,1,true,end+start,4
rbtr,12,br,0,true,end+start,9
rbtw,99,rt,0,true,end+start,4
rbtx,10,rx,0,true,end+start,10
rbvr,10,br,0,true,end+start,9
rdbl,9,rdl,2,true,end+start,10
rdbr,11,dr,0,true,end+start,9
rdfl,9,rf,0,true,end+start,10
rdfr,11,dr,0,true,end+start,9
rdgl,9,rg,1,true,end+start,10
rdgr,11,dr,0,true,end+start,9
rdkl,9,dl,0,true,end+start,10
rdkr,11,dr,0,true,end+start,9
rdkw,99,rk,1,true,end+start,4
rdpl,9,dl,0,true,end+start,10
rdpr,11,dr,0,true,end+start,9
rdr,4,dr,0,true,end+start,2
rdsk,7,sk,0,true,end+start,10
rdskl,7,dl,0,true,end+start,20
rdskr,9,dr,0,true,end+start,19
rdskw,99,rd,0,true,end+start,10
rdsl,8,dl,0,true,end+start,10
rdsm,7,rm,0,true,end+start,9
rdsn,9,dn,0,true,end+start,9
rdsp,7,rp,1,true,end+start,10
rdspl,7,dl,0,true,end+start,20
rdspr,9,dr,0,true,end+start,19
rdst,7,rt,0,true,end+start,9
rdstr,9,dr,0,true,end+start,17
rdsw,99,rs,1,true,end+start,4
rdtr,11,dr,0,true,end+start,7
rdtw,99,rt,0,true,end+start,3
rdtx,9,rx,0,true,end+start,8
rdvr,11,dr,0,true,end+start,9
rfbl,7,rb,1,true,end+start,10
rfbr,9,fr,0,true,end+start,9
rfdr,9,rd,0,true,end+start,9
rfgl,8,rg,1,true,end+start,10
rfgr,10,fr,0,true,end+start,9
rfkl,6,fl,0,true,end+start,10
rfkr,8,fr,0,true,end+start,9
rfkw,99,rk,1,true,end+start,4
rfl,2,rfl,2,false,end+start,3
rfpl,5,fl,0,true,end+start,10
rfpr,7,fpr,2,true,end+start,9
rfr,4,fr,0,true,end+start,2
rfsk,7,sk,0,true,end+start,10
rfskl,7,fl,0,true,end+start,20
rfskr,9,fr,0,true,end+start,19
rfskw,99,rf,0,true,end+start,10
rfsl,8,fl,0,true,end+start,10
rfsm,8,rm,0,true,end+start,10
rfsn,9,rfn,2,true,end+start,10
rfsp,8,rfp,2,true,end+start,10
rfspl,8,fl,0,true,end+start,20
rfspr,10,fr,0,true,end+start,19
rfst,7,rt,0,true,end+start,10
rfstr,9,fr,0,true,end+start,19
rfsw,99,rs,1,true,end+start,4
rftr,7,fr,0,true,end+start,9
rftw,99,rft,2,true,end+start,4
rftx,5,rx,0,true,end+start,10
rfvr,11,vr,0,true,end+start,7
rgbl,10,rb,1,true,end+start,10
rgbr,12,gr,0,true,end+start,9
rgdr,12,gr,0,true,end+start,9
rgfl,11,rf,0,true,end+start,10
rgfr,13,gr,0,true,end+start,9
rgkl,10,gl,0,true,end+start,8
rgkr,12,gr,0,true,end+start,7
rgkw,99,rk,1,true,end+start,3
rgl,3,gl,0,true,end+start,3
rgpl,10,gl,0,true,end+start,10
rgpr,12,gr,0,true,end+start,9
rgr,5,gr,0,true,end+start,2
rgsk,8,sk,0,true,end+start,9
rgskl,8,gl,0,true,end+start,18
rgskr,10,gr,0,true,end+start,17
rgskw,99,sk,0,true,end+start,9
rgsl,9,gl,0,true,end+start,10
rgsm,8,gm,0,true,end+start,9
rgsn,10,gn,1,true,end+start,9
rgsp,8,rp,1,true,end+start,10
rgspl,8,gl,0,true,end+start,20
rgspr,10,gr,0,true,end+start,19
rgst,8,rt,0,true,end+start,10
rgstr,10,gr,0,true,end+start,19
rgsw,99,rs,1,true,end+start,4
rgtr,12,gr,0,true,end+start,9
rgtw,99,rt,0,true,end+start,4
rgtx,10,rx,0,true,end+start,10
rgvr,13,gr,0,true,end+start,9
rkbl,10,rb,1,true,end+start,10
rkbr,12,kr,0,true,end+start,9
rkdr,12,kr,0,true,end+start,9
rkfl,9,rf,0,true,end+start,10
rkfr,11,kr,0,true,end+start,9
rkgl,10,kl,0,true,end+start,8
rkgr,12,kr,0,true,end+start,7
rkl,3,kl,0,true,end+start,3
rkpl,8,kl,0,true,end+start,10
rkpr,10,kr,0,true,end+start,9
rkr,5,kr,0,true,end+start,2
rksk,6,sk,0,true,end+start,7
rkskl,6,kl,0,true,end+start,14
rkskr,8,kr,0,true,end+start,13
rkskw,99,ks,0,true,end+start,7
rksl,7,kl,0,true,end+start,10
rksm,6,rm,0,true,end+start,9
rksn,8,kn,1,true,end+start,9
rksp,6,rp,1,true,end+start,10
rkspl,6,kl,0,true,end+start,20
rkspr,8,kr,0,true,end+start,19
rkst,6,rt,0,true,end+start,10
rkstr,8,kr,0,true,end+start,19
rksw,99,ks,0,true,end+start,4
rktr,10,kr,0,true,end+start,9
rktw,99,rt,0,true,end+start,4
rktx,8,rx,0,true,end+start,10
rkvr,13,kr,0,true,end+start,9
rkw,99,rk,1,true,end+start,1
rpbl,10,pl,0,true,end+start,8
rpbr,12,pr,0,true,end+start,7
rpdr,12,pr,0,true,end+start,9
rpfl,6,rf,0,true,end+start,10
rpfr,8,pfr,2,true,end+start,9
rpgl,10,rg,1,true,end+start,10
rpgr,12,pr,0,true,end+start,9
rpkl,8,pl,0,true,end+start,10
rpkr,10,pr,0,true,end+start,9
rpkw,99,rk,1,true,end+start,4
rpl,3,pl,0,true,end+start,3
rpr,5,pr,0,true,end+start,2
rpsk,7,sk,0,true,end+start,10
rpskl,7,pl,0,true,end+start,20
rpskr,9,pr,0,true,end+start,19
rpskw,99,sk,0,true,end+start,10
rpsl,8,pl,0,true,end+start,10
rpsm,8,rm,0,true,end+start,9
rpsn,9,pn,0,true,end+start,9
rpsp,8,sp,0,true,end+start,7
rpspl,8,pl,0,true,end+start,14
rpspr,10,pr,0,true,end+start,13
rpst,7,rt,0,true,end+start,10
rpstr,9,pr,0,true,end+start,19
rpsw,99,rs,1,true,end+start,4
rptr,10,pr,0,true,end+start,9
rptw,99,rt,0,true,end+start,4
rptx,8,rx,0,true,end+start,10
rpvr,10,pr,0,true,end+start,9
rsbl,8,bl,0,true,end+start,10
rsbr,10,rb,1,true,end+start,9
rsdr,10,rd,0,true,end+start,9
rsfl,8,rf,0,true,end+start,10
rsfr,10,fr,0,true,end+start,9
rsgl,8,gl,0,true,end+start,10
rsgr,10,rg,1,true,end+start,9
rsk,3,sk,0,true,end+start,3
rskl,6,kl,0,true,end+start,10
rskr,8,kr,0,true,end+start,9
rskw,99,sk,0,true,end+start,4
rsl,4,sl,1,true,end+start,3
rsm,3,rm,0,true,end+start,3
rsn,5,rn,2,true,end+start,3
rsp,3,sp,0,true,end+start,3
rspl,6,pl,0,true,end+start,10
rspr,8,pr,0,true,end+start,9
rst,3,rt,0,true,end+start,3
rstr,8,tr,0,true,end+start,9
rstw,99,rt,0,true,end+start,4
rstx,6,rx,0,true,end+start,10
rsvr,12,sr,1,true,end+start,9
rsw,99,rs,1,true,end+start,1
rtbl,9,rtl,2,true,end+start,10
rtbr,11,tr,0,true,end+start,9
rtdr,11,tr,0,true,end+start,7
rtfl,7,rf,0,true,end+start,10
rtfr,9,tr,0,true,end+start,9
rtgl,9,rg,1,true,end+start,10
rtgr,11,tr,0,true,end+start,9
rtkl,7,tl,0,true,end+start,10
rtkr,9,tr,0,true,end+start,9
rtkw,99,rk,1,true,end+start,4
rtpl,7,tl,0,true,end+start,10
rtpr,9,tr,0,true,end+start,9
rtr,4,tr,0,true,end+start,2
rtsk,5,sk,0,true,end+start,10
rtskl,5,tl,0,true,end+start,20
rtskr,7,tr,0,true,end+start,19
rtskw,99,rt,0,true,end+start,10
rtsl,6,tl,0,true,end+start,10
rtsm,5,rm,0,true,end+start,9
rtsn,7,tn,0,true,end+start,9
rtsp,5,rp,1,true,end+start,10
rtspl,5,tl,0,true,end+start,20
rtspr,7,tr,0,true,end+start,19
rtst,5,rt,0,true,end+start,7
rtstr,7,tr,0,true,end+start,13
rtsw,99,rts,2,true,end+start,4
rtvr,11,rv,0,true,end+start,9
rtw,99,rt,0,true,end+start,1
rtx,2,rtx,2,false,end+start,3
rvbl,7,vb,0,true,end+start,10
rvbr,9,vr,0,true,end+start,9
rvdr,9,vr,0,true,end+start,9
rvfl,9,rvl,2,true,end+start,8
rvfr,11,fr,0,true,end+start,7
rvgl,8,rg,1,true,end+start,10
rvgr,10,vr,0,true,end+start,9
rvkl,8,vl,0,true,end+start,10
rvkr,10,vr,0,true,end+start,9
rvkw,99,rk,1,true,end+start,4
rvpl,7,vl,0,true,end+start,10
rvpr,9,vr,0,true,end+start,9
rvr,4,vr,0,true,end+start,2
rvsk,9,sk,0,true,end+start,10
rvskl,9,vl,0,true,end+start,20
rvskr,11,vr,0,true,end+start,19
rvskw,99,rv,0,true,end+start,10
rvsl,10,vl,0,true,end+start,10
rvsm,10,rm,0,true,end+start,10
rvsn,11,rvn,2,true,end+start,10
rvsp,10,rp,1,true,end+start,10
rvspl,10,vl,0,true,end+start,20
rvspr,12,vr,0,true,end+start,19
rvst,9,rt,0,true,end+start,10
rvstr,11,vr,0,true,end+start,19
rvsw,99,rs,1,true,end+start,4
rvtr,9,vr,0,true,end+start,9
rvtw,99,rt,0,true,end+start,4
rvtx,7,rx,0,true,end+start,10
rxbl,10,rl,2,true,end+start,10
rxbr,12,rb,1,true,end+start,9
rxdr,13,rx,0,true,end+start,9
rxfl,9,rfl,2,true,end+start,10
rxfr,11,fr,0,true,end+start,9
rxgl,9,gl,0,true,end+start,10
rxgr,11,rg,1,true,end+start,9
rxkl,7,kl,0,true,end+start,10
rxkr,9,kr,0,true,end+start,9
rxkw,99,xk,0,true,end+start,4
rxpl,8,pl,0,true,end+start,10
rxpr,10,rp,1,true,end+start,9
rxsk,11,xk,0,true,end+start,10
rxskl,11,kl,0,true,end+start,20
rxskr,13,kr,0,true,end+start,19
rxskw,99,rx,0,true,end+start,10
rxsl,12,sl,1,true,end+start,10
rxsm,11,rm,0,true,end+start,10
rxsn,13,rn,2,true,end+start,10
rxsp,11,sp,0,true,end+start,10
rxspl,11,pl,0,true,end+start,20
rxspr,13,pr,0,true,end+start,19
rxst,11,rt,0,true,end+start,10
rxstr,13,tr,0,true,end+start,19
rxsw,99,rs,1,true,end+start,4
rxtr,11,tr,0,true,end+start,9
rxtw,99,rt,0,true,end+start,4
rxtx,9,rtx,2,true,end+start,7
rxvr,13,vr,0,true,end+start,9
rzbl,8,bl,0,true,end+start,10
rzbr,10,zb,0,true,end+start,9
rzdr,10,dr,0,true,end+start,9
rzfl,10,rf,0,true,end+start,10
rzfr,12,zr,1,true,end+start,9
rzgl,8,gl,0,true,end+start,10
rzgr,10,zg,0,true,end+start,9
rzkl,8,kl,0,true,end+start,10
rzkr,10,kr,0,true,end+start,9
rzkw,99,rk,1,true,end+start,4
rzpl,8,pl,0,true,end+start,10
rzpr,10,pr,0,true,end+start,9
rzsk,10,sk,0,true,end+start,8
rzskl,10,kl,0,true,end+start,17
rzskr,12,kr,0,true,end+start,16
rzskw,99,sk,0,true,end+start,8
rzsl,11,zl,1,true,end+start,8
rzsm,10,rm,0,true,end+start,8
rzsn,12,rn,2,true,end+start,8
rzsp,10,rp,1,true,end+start,8
rzspl,10,pl,0,true,end+start,17
rzspr,12,pr,0,true,end+start,16
rzst,10,rt,0,true,end+start,8
rzstr,12,tr,0,true,end+start,16
rzsw,99,rs,1,true,end+start,3
rztr,10,tr,0,true,end+start,9
rztw,99,rt,0,true,end+start,4
rztx,8,rx,0,true,end+start,10
rzvr,12,vr,0,true,end+start,9
skbl,9,sp,0,true,end+start,10
skbr,9,kr,0,true,end+start,10
skdr,9,st,0,true,end+start,10
skfl,8,sf,2,true,end+start,10
skfr,8,kr,0,true,end+start,10
skgl,9,gl,0,true,end+start,8
skgr,9,gr,0,true,end+start,8
skl,2,skl,2,false,end+start,3
skpl,7,sp,0,true,end+start,10
skpr,7,kr,0,true,end+start,10
skr,2,skr,2,false,end+start,3
sksk,7,sk,0,true,end+start,4
skskl,5,kl,0,true,end+start,8
skskr,5,kr,0,true,end+start,8
skskw,99,sk,0,true,end+start,4
sksl,6,kl,0,true,end+start,7
sksm,5,ksm,2,true,end+start,6
sksn,7,kn,1,true,end+start,6
sksp,7,sp,0,true,end+start,7
skspl,5,kl,0,true,end+start,14
skspr,5,kr,0,true,end+start,14
skst,7,st,0,true,end+start,7
skstr,5,kr,0,true,end+start,14
sksw,99,ks,0,true,end+start,3
sktr,7,kr,0,true,end+start,10
sktw,99,st,0,true,end+start,4
sktx,9,sx,2,true,end+start,10
skvr,10,sk,0,true,end+start,10
skw,99,sk,0,true,end+start,1
spbl,9,bl,0,true,end+start,8
spbr,9,br,0,true,end+start,8
spdr,9,st,0,true,end+start,10
spfl,5,pf,0,true,end+start,10
spfr,5,pr,0,true,end+start,10
spgl,9,sk,0,true,end+start,10
spgr,9,pr,0,true,end+start,10
spkl,7,pl,0,true,end+start,10
spkr,7,pr,0,true,end+start,10
spkw,99,sk,0,true,end+start,4
spl,2,spl,2,false,end+start,3
spr,2,spr,2,false,end+start,3
spsk,8,sk,0,true,end+start,7
spskl,6,pl,0,true,end+start,14
spskr,6,pr,0,true,end+start,14
spskw,99,sk,0,true,end+start,7
spsl,7,pl,0,true,end+start,7
spsm,7,pm,0,true,end+start,6
spsn,8,pn,0,true,end+start,6
spsp,9,sp,0,true,end+start,4
spspl,7,pl,0,true,end+start,8
spspr,7,pr,0,true,end+start,8
spst,8,st,0,true,end+start,7
spstr,6,pr,0,true,end+start,14
spsw,99,ps,1,true,end+start,3
sptr,7,pr,0,true,end+start,10
sptw,99,st,0,true,end+start,4
sptx,9,sx,2,true,end+start,10
spvr,7,sp,0,true,end+start,10
stbl,9,sp,0,true,end+start,10
stbr,9,tr,0,true,end+start,10
stdr,9,dr,0,true,end+start,8
stfl,7,sf,2,true,end+start,10
stfr,7,tr,0,true,end+start,10
stgl,9,sk,0,true,end+start,10
stgr,9,tr,0,true,end+start,10
stkl,7,tl,0,true,end+start,10
stkr,7,tr,0,true,end+start,10
stkw,99,sk,0,true,end+start,4
stpl,7,sp,0,true,end+start,10
stpr,7,tr,0,true,end+start,10
str,2,str,2,false,end+start,3
stsk,7,sk,0,true,end+start,7
stskl,5,tl,0,true,end+start,14
stskr,5,tr,0,true,end+start,14
stskw,99,sk,0,true,end+start,7
stsl,6,stl,2,true,end+start,7
stsm,5,tsm,2,true,end+start,6
stsn,10,tn,0,true,end+start,6
stsp,7,sp,0,true,end+start,7
stspl,5,tl,0,true,end+start,14
stspr,5,tr,0,true,end+start,14
stst,10,st,0,true,end+start,4
ststr,5,tr,0,true,end+start,8
stsw,99,ts,0,true,end+start,3
stvr,9,st,0,true,end+start,10
stw,99,st,0,true,end+start,1
stx,4,tx,0,true,end+start,3
tsbl,7,ts,0,true,end+start,10
tsbr,7,tr,0,true,end+start,10
tsdr,7,ts,0,true,end+start,9
tsfl,7,tf,2,true,end+start,10
tsfr,7,tr,0,true,end+start,10
tsgl,7,tl,0,true,end+start,10
tsgr,7,ts,0,true,end+start,10
tsk,4,sk,0,true,end+start,3
tskl,5,tl,0,true,end+start,10
tskr,5,tr,0,true,end+start,10
tskw,99,sk,0,true,end+start,4
tsl,3,tl,0,true,end+start,3
tsm,2,tsm,2,false,end+start,3
tsn,7,tn,0,true,end+start,3
tsp,4,tp,2,true,end+start,3
tspl,5,tl,0,true,end+start,10
tspr,5,tr,0,true,end+start,10
tst,9,st,0,true,end+start,2
tstr,5,str,2,true,end+start,7
tstw,99,st,0,true,end+start,3
tstx,7,tx,0,true,end+start,7
tsvr,9,ts,0,true,end+start,10
tsw,99,ts,0,true,end+start,1
xtbl,13,tl,0,true,end+start,10
xtbr,13,xp,1,true,end+start,10
xtdr,13,tr,0,true,end+start,8
xtfl,11,xf,2,true,end+start,10
xtfr,11,tr,0,true,end+start,10
xtgl,13,xk,0,true,end+start,10
xtgr,13,tr,0,true,end+start,10
xtkl,11,tl,0,true,end+start,10
xtkr,11,tr,0,true,end+start,10
xtkw,99,xk,0,true,end+start,4
xtpl,11,tl,0,true,end+start,10
xtpr,11,tr,0,true,end+start,10
xtr,6,tr,0,true,end+start,3
xtsk,11,xk,0,true,end+start,10
xtskl,9,tl,0,true,end+start,20
xtskr,9,tr,0,true,end+start,20
xtskw,99,xk,0,true,end+start,10
xtsl,10,tl,0,true,end+start,10
xtsm,9,xm,0,true,end+start,9
xtsn,11,xn,2,true,end+start,9
xtsp,11,xp,1,true,end+start,10
xtspl,9,tl,0,true,end+start,20
xtspr,9,tr,0,true,end+start,20
xtst,11,st,0,true,end+start,7
xtstr,9,tr,0,true,end+start,14
xtsw,99,ts,0,true,end+start,4
xtvr,13,xf,2,true,end+start,10
xtw,99,xt,2,true,end+start,1
xtx,10,tx,0,true,end+start,2
bdr,6,br,0,true,c+start,3
bfl,4,bl,0,true,c+start,3
bfr,4,br,0,true,c+start,3
bgl,6,bl,0,true,c+start,3
bgr,6,br,0,true,c+start,3
bkl,6,bl,0,true,c+start,3
bkr,6,br,0,true,c+start,3
bkw,99,bg,2,true,c+start,1
bl,0,bl,0,false,c+start,0
bpl,6,bl,0,true,c+start,3
bpr,6,br,0,true,c+start,3
br,0,br,0,false,c+start,0
bsk,7,sk,0,true,c+start,3
bskl,8,bl,0,true,c+start,10
bskr,8,br,0,true,c+start,10
bskw,99,sk,0,true,c+start,4
bsl,6,bl,0,true,c+start,3
bsm,6,bm,0,true,c+start,3
bsn,7,bn,0,true,c+start,3
bsp,8,bb,99,true,c+start,3
bspl,9,bl,0,true,c+start,9
bspr,9,br,0,true,c+start,9
bst,7,st,0,true,c+start,3
bstr,8,br,0,true,c+start,10
bsw,99,bz,1,true,c+start,1
btr,6,br,0,true,c+start,3
btw,99,bd,2,true,c+start,1
btx,8,bj,3,true,c+start,3
bvr,4,br,0,true,c+start,3
dbl,6,dl,0,true,c+start,3
dbr,6,dr,0,true,c+start,3
dfl,6,dl,0,true,c+start,3
dfr,6,dr,0,true,c+start,3
dgl,6,dl,0,true,c+start,3
dgr,6,dr,0,true,c+start,3
dkl,6,dl,0,true,c+start,3
dkr,6,dr,0,true,c+start,3
dkw,99,dg,2,true,c+start,1
dpl,6,dl,0,true,c+start,3
dpr,6,dr,0,true,c+start,3
dr,0,dr,0,false,c+start,0
dsk,6,sk,0,true,c+start,3
dskl,7,dl,0,true,c+start,10
dskr,7,dr,0,true,c+start,10
dskw,99,sk,0,true,c+start,4
