word,meaning,tier,shape,echo,own,pair,crowd,loss
siC,hush,1,CVC,0.6333,-60.0000,3.6652,0.0102,-56.3348
sem,same (sym-),1,CVC,0.8500,-60.0000,3.5558,0.0095,-56.4442
sep,swipe,1,CVC,0.6937,-60.0000,3.4856,0.0089,-56.5144
sek,percept,1,CVC,0.4000,-60.0000,2.8110,0.0096,-57.1890
sez,sir,1,CVC,0.8350,-60.0000,4.0064,0.0091,-55.9936
sev,save,1,CVC,0.8500,-59.7000,3.3981,0.0086,-56.3019
sef,continue,1,CVC,0.2383,-57.7150,3.1038,0.0086,-54.6112
seC,etc.,1,CVC,0.1711,-60.0000,3.6305,0.0093,-56.3695
sam,sound,1,CVC,0.5733,-120.0000,7.1805,0.0224,-112.8195
san,sun,1,CVC,0.7417,-59.7000,4.3334,0.0119,-55.3666
saq,song,1,CVC,0.8167,-60.0000,2.7506,0.0108,-57.2494
sag,beyond (extra- or hyper-),1,CVC,0.2994,-60.0000,2.8662,0.0106,-57.1338
sab,describe,1,CVC,0.3321,-57.9964,3.7042,0.0101,-54.2922
sap,present (now),1,CVC,0.3452,-60.0000,3.3377,0.0099,-56.6623
sat,sight,1,CVC,0.7750,-60.0000,4.0165,0.0111,-55.9835
sas,parent,1,CVC,0.3878,-60.0000,3.7567,0.0108,-56.2433
saz,emphasize,1,CVC,0.4095,-60.0000,4.3167,0.0113,-55.6833
sav,silver,1,CVC,0.3875,-60.0000,3.6926,0.0106,-56.3074
sax,wash,1,CVC,0.8156,-60.0000,3.1481,0.0110,-56.8519
saj,etc,1,CVC,0.1489,-60.0000,3.5139,0.0113,-56.4861
sar,surf,1,CVC,0.5563,-60.0000,2.9700,0.0122,-57.0300
sal,like (similar),1,CVC,0.3683,-60.0000,2.9780,0.0123,-57.0220
som,drug,1,CVC,0.4604,-60.0000,3.7959,0.0109,-56.2041
sog,reason,1,CVC,0.5240,-58.3975,2.9995,0.0102,-55.3979
sod,mystery,1,CVC,0.2857,-60.0000,4.6964,0.0107,-55.3036
sop,so/transition,1,CVC,0.6667,-60.0000,3.4660,0.0097,-56.5340
sok,around/surround,1,CVC,0.3342,-60.0000,2.8208,0.0106,-57.1792
soz,also,1,CVC,0.2500,-59.7550,4.5346,0.0104,-55.2204
sof,each,1,CVC,0.2667,-56.9396,3.1937,0.0094,-53.7458
sor,file (computer),0,CVC,0.6972,-60.0000,3.1353,0.0114,-56.8647
sol,soul,1,CVC,0.6937,-118.5218,6.1506,0.0224,-112.3712
sub,I,1,CVC,0.1500,-60.0000,4.0901,0.0114,-55.9099
sup,above (super)/hover,1,CVC,0.4504,-56.7391,3.5067,0.0107,-53.2324
sut,store,0,CVC,0.5437,-60.0000,4.1185,0.0118,-55.8815
suk,top,1,CVC,0.7239,-59.4067,2.8600,0.0117,-56.5467
suv,observe,1,CVC,0.3708,-60.0000,3.8496,0.0112,-56.1504
suf,self (auto-),1,CVC,0.5563,-60.0000,3.2258,0.0106,-56.7742
suC,three,1,CVC,0.3111,-60.0000,4.0888,0.0120,-55.9112
sur,assert,1,CVC,0.3708,-59.0562,2.9920,0.0123,-56.0642
sul,still (time),1,CVC,0.4900,-58.8440,3.0000,0.0123,-55.8440
zim,pleasure,1,CVC,0.3803,-118.5540,7.6444,0.0201,-110.9095
zin,decision,1,CVC,0.3562,-58.0688,4.3163,0.0100,-53.7525
ziq,zing,1,CVC,1.0000,-60.0000,2.7397,0.0097,-57.2603
zig,gain,1,CVC,0.6417,-58.9250,3.1495,0.0095,-55.7755
zip,graph,0,CVC,0.4463,-60.0000,3.8093,0.0095,-56.1907
zem,plasma (matter),1,CVC,0.3800,-58.1400,3.8182,0.0091,-54.3218
zet,olive (color),1,CVC,0.4879,-60.0000,4.3858,0.0090,-55.6142
zan,one,1,CVC,0.4833,-60.0000,4.7663,0.0117,-55.2337
zaq,presence,1,CVC,0.3143,-120.0000,5.9832,0.0208,-114.0168
zab,public,0,CVC,0.2786,-58.3649,4.0724,0.0100,-54.2925
zap,zap,1,CVC,1.0000,-60.0000,3.5793,0.0097,-56.4207
zak,effect,1,CVC,0.3778,-60.0000,2.9658,0.0109,-57.0342
zav,lie,1,CVC,0.3517,-60.0000,3.9817,0.0102,-56.0183
zaf,equal (iso-),0,CVC,0.4087,-60.0000,3.2800,0.0093,-56.7200
zar,vowel,1,CVC,0.5733,-60.0000,3.2552,0.0120,-56.7448
zom,so/great,1,CVC,0.6167,-60.0000,3.9207,0.0101,-56.0793
zon,zone,1,CVC,1.0000,-60.0000,4.6545,0.0101,-55.3455
zok,try,1,CVC,0.3044,-60.0000,3.0717,0.0103,-56.9283
zox,sense,1,CVC,0.5583,-120.0000,6.6312,0.0186,-113.3688
zum,zoom,1,CVC,1.0000,-60.0000,3.8871,0.0109,-56.1129
zub,absorb,1,CVC,0.4375,-118.6031,8.3606,0.0207,-110.2425
zut,identity,1,CVC,0.2725,-60.0000,4.4689,0.0109,-55.5311
zuk,where,1,CVC,0.3406,-60.0000,3.0185,0.0112,-56.9815
zus,experience,0,CVC,0.2039,-115.2233,8.1026,0.0206,-107.1208
zuz,converse (talk),1,CVC,0.2888,-60.0000,4.8831,0.0111,-55.1169
zur,fall,1,CVC,0.4854,-59.2281,3.1608,0.0120,-56.0673
zul,animal,1,CVC,0.3558,-58.0675,3.1538,0.0120,-54.9137
vim,way/style,1,CVC,0.5017,-60.0000,3.2109,0.0094,-56.7891
vin,fill (-full),1,CVC,0.6338,-60.0000,3.7192,0.0095,-56.2808
viq,everything,1,CVC,0.3750,-58.6979,2.4516,0.0095,-56.2463
vig,start,1,CVC,0.3383,-59.5920,2.7483,0.0093,-56.8437
vid,veer,1,CVC,0.8500,-60.0000,4.0996,0.0095,-55.9004
vip,six,1,CVC,0.5958,-60.0000,3.1904,0.0091,-56.8096
vit,information,0,CVC,0.2291,-60.0000,3.8161,0.0095,-56.1839
vis,see,1,CVC,0.5722,-60.0000,3.4075,0.0095,-56.5925
vix,preserve,1,CVC,0.3293,-60.0000,2.8617,0.0095,-57.1383
vic,bit,0,CVC,0.7978,-60.0000,3.1321,0.0096,-56.8679
ved,study or science of (-ology),1,CVC,0.4623,-60.0000,4.0744,0.0085,-55.9256
veb,byte,0,CVC,0.4822,-59.2233,3.4407,0.0080,-55.7826
vek,filter,0,CVC,0.4042,-60.0000,2.6298,0.0086,-57.3702
ves,vessel,1,CVC,0.5000,-60.0000,3.3719,0.0086,-56.6281
vex,reveal,1,CVC,0.4577,-55.2593,2.7497,0.0083,-52.5096
van,having the nature of (-ivity),1,CVC,0.4500,-60.0000,4.0721,0.0110,-55.9279
vab,vibe,1,CVC,0.7750,-60.0000,3.4413,0.0096,-56.5587
vat,body,1,CVC,0.5075,-57.9808,3.8408,0.0104,-54.1399
vak,multiply,1,CVC,0.2137,-60.0000,2.5716,0.0102,-57.4284
vas,aspect,1,CVC,0.3328,-60.0000,3.4641,0.0099,-56.5359
vav,repeat,1,CVC,0.3453,-120.0000,6.4102,0.0181,-113.5898
vax,it,1,CVC,0.3294,-60.0000,2.9021,0.0103,-57.0979
var,variable,1,CVC,0.4286,-60.0000,2.7416,0.0113,-57.2584
val,value,0,CVC,0.6000,-58.8000,2.7596,0.0114,-56.0404
von,sin,1,CVC,0.6472,-60.0000,4.0346,0.0098,-55.9654
vog,black,1,CVC,0.5075,-117.0450,5.3982,0.0183,-111.6468
vod,void,0,CVC,0.7500,-60.0000,4.2846,0.0096,-55.7154
vot,vote,1,CVC,1.0000,-60.0000,3.8248,0.0095,-56.1752
voz,voice,1,CVC,0.5950,-120.0000,8.2130,0.0188,-111.7870
vov,axis,0,CVC,0.3317,-58.9975,3.2925,0.0087,-55.7050
vun,on,1,CVC,0.5917,-60.0000,4.0066,0.0106,-55.9934
vuq,data,1,CVC,0.3229,-57.9688,2.6099,0.0103,-55.3589
vus,flex,1,CVC,0.4150,-60.0000,3.4760,0.0099,-56.5240
vuc,catch,1,CVC,0.3346,-37.1807,3.0327,0.0100,-34.1481
vul,via,1,CVC,0.4833,-60.0000,2.7335,0.0113,-57.2665
fim,female,1,CVC,0.5550,-60.0000,2.8767,0.0094,-57.1233
fid,next,1,CVC,0.4053,-120.0000,7.0838,0.0186,-112.9162
fix,belief,1,CVC,0.4760,-58.9083,2.5057,0.0095,-56.4027
fet,eight,1,CVC,0.5917,-60.0000,3.3770,0.0087,-56.6230
fek,fake,1,CVC,0.8500,-59.8500,2.3309,0.0089,-57.5191
fes,face,1,CVC,0.6933,-59.3442,2.9281,0.0084,-56.4161
fam,family,1,CVC,0.5000,-59.2333,2.9201,0.0104,-56.3133
fan,find,1,CVC,0.5813,-120.0000,6.8799,0.0202,-113.1201
faz,green,1,CVC,0.3642,-60.0000,3.4884,0.0100,-56.5116
fon,device,1,CVC,0.3090,-57.9270,3.5670,0.0100,-54.3600
fot,right (direction),1,CVC,0.5572,-58.6717,3.3908,0.0096,-55.2809
fok,halt,1,CVC,0.4625,-55.8565,2.3344,0.0099,-53.5221
fos,else,0,CVC,0.3333,-57.2178,3.2141,0.0096,-54.0037
for,fire,1,CVC,0.7417,-59.7000,2.5861,0.0105,-57.1139
fun,within (endo-),1,CVC,0.4767,-59.6773,3.6270,0.0110,-56.0503
fuq,function,0,CVC,0.3500,-60.0000,2.2331,0.0100,-57.7669
fug,figure (it out),1,CVC,0.4900,-33.5045,2.4982,0.0107,-31.0063
fup,borrow,1,CVC,0.2703,-60.0000,2.7586,0.0097,-57.2414
fut,bad,1,CVC,0.5517,-117.3100,6.6187,0.0207,-110.6913
fus,discontinuous,1,CVC,0.2205,-60.0000,3.2194,0.0106,-56.7806
fuz,fusion,1,CVC,0.4750,-60.0000,3.6888,0.0108,-56.3112
fuj,refuge,1,CVC,0.5193,-60.0000,3.0531,0.0109,-56.9469
fur,fail,1,CVC,0.7417,-59.7000,2.4433,0.0118,-57.2567
ful,fuel,1,CVC,0.7500,-60.0000,2.4532,0.0119,-57.5468
xim,speech,1,CVC,0.4940,-60.0000,3.1970,0.0107,-56.8030
xin,machine,0,CVC,0.5000,-60.0000,3.5185,0.0102,-56.4815
xiq,will,1,CVC,0.4663,-60.0000,2.2716,0.0094,-57.7284
xid,grey,1,CVC,0.4262,-60.0000,3.8258,0.0104,-56.1742
xip,imagine,1,CVC,0.3306,-59.5872,3.2099,0.0107,-56.3773
xit,provide,1,CVC,0.4167,-60.0000,3.7002,0.0109,-56.2998
xiv,destroy,1,CVC,0.2864,-115.9802,5.9174,0.0192,-110.0629
xic,eye,1,CVC,0.3850,-56.5765,2.9811,0.0096,-53.5954
xen,result,1,CVC,0.3664,-60.0000,3.5259,0.0096,-56.4741
xed,should,1,CVC,0.5100,-60.0000,3.7625,0.0092,-56.2375
xam,chime,1,CVC,0.5813,-120.0000,6.4194,0.0230,-113.5806
xab,seven,1,CVC,0.4427,-60.0000,3.2061,0.0106,-56.7939
xat,or,1,CVC,0.2833,-60.0000,3.4415,0.0114,-56.5585
xax,eternal,1,CVC,0.3110,-58.9435,2.6095,0.0100,-56.3340
xal,share,1,CVC,1.0000,-59.7550,2.6037,0.0131,-57.1513
xom,now,1,CVC,0.3061,-60.0000,3.3308,0.0108,-56.6692
xok,copy,1,CVC,0.5658,-59.8582,2.3938,0.0097,-57.4643
xol,show,1,CVC,0.4833,-58.1469,2.7726,0.0121,-55.3743
xum,sky,1,CVC,0.4506,-56.7400,3.4732,0.0124,-53.2668
xun,change,1,CVC,0.5063,-58.1567,3.8998,0.0119,-54.2568
xud,quiet,1,CVC,0.4742,-58.5189,4.1283,0.0115,-54.3906
xup,ship,1,CVC,0.8167,-60.0000,3.0672,0.0112,-56.9328
xut,shout,1,CVC,0.7500,-36.2500,3.6180,0.0116,-32.6320
xuv,return,0,CVC,0.3767,-60.0000,3.3585,0.0118,-56.6415
xul,subtract,1,CVC,0.3667,-60.0000,2.6297,0.0128,-57.3703
jin,paradise,1,CVC,0.3140,-60.0000,3.6256,0.0095,-56.3744
jit,digit,1,CVC,0.5327,-59.8442,3.8191,0.0097,-56.0251
jet,throw,1,CVC,0.3167,-58.2006,3.6648,0.0086,-54.5357
jan,spirit,1,CVC,0.2989,-60.0000,4.0811,0.0112,-55.9189
jaq,count,1,CVC,0.4493,-58.7518,2.4989,0.0098,-56.2529
jak,wisdom,1,CVC,0.2617,-57.5143,2.4446,0.0103,-55.0696
jas,just (close-focus),1,CVC,0.4450,-38.7500,3.2901,0.0101,-35.4599
jom,pattern,1,CVC,0.2614,-60.0000,3.2961,0.0096,-56.7039
jul,universe,1,CVC,0.2955,-60.0000,2.6693,0.0122,-57.3307
Ciz,kaledoscope,1,CVC,0.2288,-60.0000,3.9719,0.0098,-56.0281
Cev,without,1,CVC,0.3703,-56.9563,3.3006,0.0086,-53.6558
Can,than/compare,1,CVC,0.9500,-60.0000,4.3030,0.0113,-55.6970
Cas,thus,1,CVC,0.6917,-60.0000,3.6437,0.0106,-56.3563
Car,there (abstract reference),1,CVC,0.8000,-59.7550,2.9309,0.0121,-56.8241
Con,transition,1,CVC,0.2783,-60.0000,4.2795,0.0100,-55.7205
Cog,though/regard,1,CVC,0.4333,-60.0000,2.9024,0.0089,-57.0976
Coz,except,1,CVC,0.2590,-55.5543,4.4569,0.0101,-51.0974
ciq,thing (hatchling),1,CVC,1.0000,-59.5350,2.3035,0.0090,-57.2315
cit,get,1,CVC,0.6961,-60.0000,3.7448,0.0105,-56.2552
cam,then,0,CVC,0.8056,-60.0000,3.2332,0.0110,-56.7668
cad,life,1,CVC,0.4283,-60.0000,3.9232,0.0106,-56.0768
cat,mud,1,CVC,0.5144,-57.2081,3.5883,0.0109,-53.6197
cak,thank,1,CVC,0.7500,-60.0000,2.5005,0.0104,-57.4995
cok,spec,1,CVC,0.5958,-60.0000,2.5276,0.0097,-57.4724
cov,brown,1,CVC,0.3680,-60.0000,3.2938,0.0096,-56.7062
cub,torture,1,CVC,0.3592,-60.0000,3.6335,0.0109,-56.3665
cuk,eleven,1,CVC,0.2464,-60.0000,2.5421,0.0105,-57.4579
cuv,field (ether),1,CVC,0.4950,-60.0000,3.3363,0.0111,-56.6637
cux,key,0,CVC,0.4006,-60.0000,2.9373,0.0105,-57.0627
yin,north,1,CVC,0.3654,-60.0000,2.5202,0.0096,-57.4798
yiq,impermanent,1,CVC,0.2220,-60.0000,1.6918,0.0092,-58.3082
yit,night,1,CVC,0.8506,-59.4067,2.5707,0.0096,-56.8360
yix,something,1,CVC,0.2983,-60.0000,1.9251,0.0095,-58.0749
yem,yum (food),1,CVC,0.7417,-59.7000,2.1538,0.0087,-57.5462
yev,sort,0,CVC,0.3733,-60.0000,2.2120,0.0083,-57.7880
yam,day,1,CVC,0.3222,-57.9667,2.3995,0.0115,-55.5672
yan,vehicle,1,CVC,0.2831,-60.0000,2.7701,0.0110,-57.2299
yaq,permanent,1,CVC,0.2963,-57.1148,1.7781,0.0112,-55.3367
yad,away,1,CVC,0.1389,-57.4167,2.7492,0.0103,-54.6675
yap,yep,1,CVC,0.8500,-60.0000,1.9259,0.0086,-58.0741
yat,way,1,CVC,0.4278,-60.0000,2.4532,0.0101,-57.5468
yaj,measure,1,CVC,0.3053,-60.0000,2.2482,0.0105,-57.7518
yar,year,1,CVC,0.7750,-60.0000,1.9453,0.0114,-58.0547
yal,turquoise,1,CVC,0.2371,-60.0000,1.9793,0.0116,-58.0207
yog,practice of focusing on x (-ism),1,CVC,0.3095,-60.0000,1.8424,0.0092,-58.1576
yov,of,1,CVC,0.6167,-60.0000,2.2080,0.0085,-57.7920
yol,yell,1,CVC,0.6125,-60.0000,1.9040,0.0100,-58.0960
yut,yet,1,CVC,0.7417,-60.0000,2.4632,0.0102,-57.5368
yuk,black,1,CVC,0.5229,-119.9364,3.3627,0.0208,-116.5737
yuz,use,1,CVC,0.6167,-60.0000,2.7280,0.0103,-57.2720
yuv,view,1,CVC,0.5478,-60.0000,2.2263,0.0095,-57.7737
yuc,with (con-),1,CVC,0.7278,-59.7000,1.9909,0.0099,-57.7091
yul,polynomial,1,CVC,0.2775,-60.0000,1.7530,0.0106,-58.2470
rin,run,1,CVC,0.8167,-59.8100,3.7365,0.0112,-56.0735
rid,read,1,CVC,1.0000,-60.0000,4.1144,0.0110,-55.8856
rib,ribbit,1,CVC,0.5000,-60.0000,3.6974,0.0109,-56.3026
rip,rich,1,CVC,0.7167,-59.1500,3.2549,0.0104,-55.8951
rit,soil,1,CVC,0.4950,-57.9295,3.8143,0.0110,-54.1152
rik,up,1,CVC,0.3722,-59.9581,2.7288,0.0109,-57.2293
ris,express,1,CVC,0.3469,-54.9565,3.4813,0.0104,-51.4752
riz,rise,1,CVC,0.9500,-54.9200,3.7983,0.0105,-51.1217
riv,to/arrive,1,CVC,0.6000,-40.0000,3.3483,0.0103,-36.6517
rif,close (near),1,CVC,0.5229,-40.0000,2.9900,0.0101,-37.0100
riC,algorithm,1,CVC,0.3562,-60.0000,3.5116,0.0108,-56.4884
ric,straight,1,CVC,0.4877,-60.0000,3.2114,0.0108,-56.7886
ren,rain,1,CVC,1.0000,-60.0000,3.8719,0.0107,-56.1281
reg,edit,1,CVC,0.4938,-60.0000,2.8460,0.0099,-57.1540
red,red,1,CVC,1.0000,-60.0000,4.1537,0.0103,-55.8463
ret,after,1,CVC,0.3693,-59.9790,3.7764,0.0100,-56.2025
ref,success,1,CVC,0.3495,-60.0000,3.0079,0.0094,-56.9921
rex,array,0,CVC,0.2500,-57.7500,2.9410,0.0099,-54.8090
reC,progress,0,CVC,0.3479,-60.0000,3.5851,0.0100,-56.4149
ram,dark,1,CVC,0.5254,-117.1525,6.9433,0.0252,-110.2092
ran,frog,1,CVC,0.5175,-60.0000,4.1295,0.0125,-55.8705
raq,wrong,1,CVC,0.8167,-59.7000,2.6921,0.0117,-57.0079
rab,ride,1,CVC,0.7306,-60.0000,3.5422,0.0110,-56.4578
rap,wrap,1,CVC,1.0000,-60.0000,3.0666,0.0102,-56.9334
rat,write,1,CVC,0.7750,-60.0000,3.7256,0.0115,-56.2744
rak,rock,1,CVC,0.8167,-59.8100,2.6676,0.0118,-57.1424
ras,in,1,CVC,0.2867,-57.8600,3.4921,0.0109,-54.3679
raz,resonate,1,CVC,0.3686,-60.0000,4.1003,0.0121,-55.8997
rav,particle,1,CVC,0.2745,-60.0000,3.4563,0.0109,-56.5437
raf,reference,0,CVC,0.3187,-60.0000,2.9023,0.0105,-57.0977
raj,range,0,CVC,0.8506,-60.0000,3.4307,0.0119,-56.5693
raC,rhythm,1,CVC,0.3700,-60.0000,3.7250,0.0121,-56.2750
rar,rare,1,CVC,1.0000,-60.0000,2.7975,0.0124,-57.2025
ral,raw,1,CVC,0.9556,-60.0000,2.8315,0.0125,-57.1685
ron,environment,1,CVC,0.2727,-57.6048,3.9141,0.0112,-53.6908
rog,east,1,CVC,0.2167,-60.0000,2.8524,0.0106,-57.1476
rot,false,0,CVC,0.4067,-58.2200,3.7316,0.0105,-54.4884
ros,force,1,CVC,0.5067,-60.0000,3.4794,0.0103,-56.5206
roz,rose,1,CVC,0.9500,-60.0000,4.1440,0.0110,-55.8560
rov,copper,1,CVC,0.2994,-60.0000,3.4628,0.0104,-56.5372
rol,cycle,0,CVC,0.4667,-59.3778,2.8615,0.0116,-56.5163
rum,realm,1,CVC,0.6125,-60.0000,3.1929,0.0120,-56.8071
run,glyph,1,CVC,0.3504,-60.0000,3.7992,0.0121,-56.2008
rug,this,1,CVC,0.4478,-120.0000,5.5779,0.0236,-114.4221
rud,update,1,CVC,0.3250,-60.0000,4.1435,0.0115,-55.8565
rub,logarithm,1,CVC,0.3244,-60.0000,3.4550,0.0108,-56.5450
rup,right (time),1,CVC,0.7722,-59.7000,3.0768,0.0109,-56.6232
ruk,location,1,CVC,0.3469,-60.0000,2.6379,0.0124,-57.3621
ruz,consonant,1,CVC,0.2383,-60.0000,4.0944,0.0123,-55.9056
ruv,local,1,CVC,0.4743,-60.0000,3.4283,0.0111,-56.5717
rul,rule (in system),1,CVC,1.0000,-59.9933,2.6746,0.0122,-57.3187
lin,learn,1,CVC,0.7500,-59.7000,3.7662,0.0113,-55.9338
liq,simulate,1,CVC,0.3210,-60.0000,2.6009,0.0113,-57.3991
lig,square root,1,CVC,0.7000,-58.2200,2.8302,0.0111,-55.3898
lid,lead,1,CVC,1.0000,-60.0000,4.0955,0.0111,-55.9045
lip,chain,1,CVC,0.4562,-58.6678,3.2569,0.0104,-55.4109
lit,light,1,CVC,1.0000,-119.9867,7.5067,0.0217,-112.4799
lik,link,0,CVC,0.7500,-59.7550,2.7459,0.0109,-57.0091
lif,leaf,1,CVC,1.0000,-59.7000,2.9900,0.0102,-56.7100
lij,orient,1,CVC,0.5237,-60.0000,3.1646,0.0103,-56.8354
lem,low,1,CVC,0.5167,-115.9658,6.5289,0.0202,-109.4369
lep,push,1,CVC,0.3406,-58.5053,3.2206,0.0097,-55.2846
lek,collect,1,CVC,0.4286,-58.6000,2.6948,0.0098,-55.9052
les,air,1,CVC,0.5267,-54.1164,3.4639,0.0098,-50.6525
leC,point,0,CVC,0.3320,-60.0000,3.5690,0.0100,-56.4310
lam,real,0,CVC,0.6256,-60.0000,3.5567,0.0128,-56.4433
lan,land,1,CVC,0.7500,-41.2500,4.1532,0.0125,-37.0968
laq,object feature type,1,CVC,0.2690,-57.8071,2.7360,0.0119,-55.0712
lag,organ (body),1,CVC,0.5240,-58.7465,2.8709,0.0118,-55.8757
lad,yellow,1,CVC,0.3333,-60.0000,4.2195,0.0116,-55.7805
lat,grey,1,CVC,0.4542,-60.0000,3.7327,0.0116,-56.2673
lak,like,1,CVC,0.7750,-60.0000,2.6846,0.0118,-57.3154
laz,very much of (-some),1,CVC,0.4692,-60.0000,4.0691,0.0121,-55.9309
lav,love,1,CVC,0.8167,-59.7000,3.4332,0.0109,-56.2668
laf,four,1,CVC,0.4733,-60.0000,2.9023,0.0106,-57.0977
lax,add,1,CVC,0.1711,-57.9692,2.9543,0.0115,-55.0149
lal,y-axis,0,CVC,0.4078,-60.0000,2.8004,0.0123,-57.1996
lom,plural (many),1,CVC,0.3878,-60.0000,3.2294,0.0110,-56.7706
lon,loan,1,CVC,1.0000,-60.0000,3.9099,0.0112,-56.0901
log,permute,1,CVC,0.4042,-60.0000,2.8443,0.0107,-57.1557
lod,load,1,CVC,1.0000,-60.0000,4.1823,0.0105,-55.8177
lob,error,1,CVC,0.4833,-58.4500,3.4641,0.0101,-54.9859
lot,lot (land),1,CVC,1.0000,-60.0000,3.7217,0.0104,-56.2783
lok,place (space location),1,CVC,0.6125,-60.0000,2.7115,0.0116,-57.2885
los,less of (-less) empty,1,CVC,0.6125,-58.8375,3.4524,0.0103,-55.3851
lox,string (computing),1,CVC,0.3253,-60.0000,2.9535,0.0106,-57.0465
lor,lord,1,CVC,0.7500,-60.0000,2.8445,0.0116,-57.1555
lum,branch,0,CVC,0.3486,-57.8776,3.2100,0.0119,-54.6676
lun,moon,1,CVC,0.8506,-59.9933,3.8120,0.0121,-56.1813
luq,question,1,CVC,0.3052,-60.0000,2.6403,0.0120,-57.3597
lup,loop,0,CVC,1.0000,-60.0000,3.0787,0.0109,-56.9213
lut,south,1,CVC,0.5608,-60.0000,3.6808,0.0115,-56.3192
luk,look,1,CVC,1.0000,-60.0000,2.6550,0.0125,-57.3450
luf,far (large-distance-focus),1,CVC,0.3728,-60.0000,2.8160,0.0103,-57.1840
luj,logic,1,CVC,0.4743,-58.8085,3.4651,0.0123,-55.3434
wim,bounty,1,CVC,0.3111,-60.0000,2.6293,0.0104,-57.3707
win,when (time location),1,CVC,0.9250,-60.0000,3.1223,0.0105,-56.8777
wiq,wing,1,CVC,1.0000,-60.0000,2.1725,0.0105,-57.8275
wig,kaleidoscope,1,CVC,0.2717,-60.0000,2.4191,0.0103,-57.5809
wip,white,1,CVC,0.9556,-60.0000,2.6484,0.0093,-57.3516
wis,inverse,1,CVC,0.4175,-60.0000,2.7933,0.0092,-57.2067
wiz,solve,1,CVC,0.3846,-60.0000,3.1603,0.0095,-56.8397
wiv,connection network (neighborhood),1,CVC,0.2938,-57.8814,2.6345,0.0089,-55.2469
wem,warm,1,CVC,0.6375,-59.2448,2.6409,0.0092,-56.6039
web,west,1,CVC,0.6792,-60.0000,2.8345,0.0084,-57.1655
wet,wait,1,CVC,1.0000,-59.5717,3.2107,0.0091,-56.3609
wek,week,1,CVC,0.9250,-60.0000,2.1971,0.0092,-57.8029
wez,fifteen,1,CVC,0.3453,-60.0000,3.1731,0.0088,-56.8269
wev,wave,1,CVC,0.8500,-59.9200,2.7185,0.0086,-57.2015
wan,why,1,CVC,0.5172,-60.0000,3.5079,0.0122,-56.4921
waq,um,1,CVC,0.2972,-60.0000,2.3276,0.0110,-57.6724
wat,white,1,CVC,0.7750,-60.0000,3.0614,0.0105,-56.9386
wak,walk,1,CVC,0.7500,-59.8833,2.1183,0.0106,-57.7650
wav,exist,1,CVC,0.2481,-60.0000,2.8260,0.0101,-57.1740
waC,water,1,CVC,0.5327,-58.3410,3.0461,0.0112,-55.2948
war,wear,1,CVC,0.7750,-60.0000,2.2764,0.0117,-57.7236
wal,while,0,CVC,0.7750,-60.0000,2.2783,0.0117,-57.7217
wom,well (good),1,CVC,0.5004,-59.4172,2.5710,0.0098,-56.8461
woz,problem,1,CVC,0.3710,-60.0000,3.4465,0.0100,-56.5535
wor,forceful (like hard hit),1,CVC,0.3302,-60.0000,2.3298,0.0104,-57.6702
wol,wow,1,CVC,0.4833,-60.0000,2.3487,0.0105,-57.6513
wum,swim,1,CVC,0.6125,-59.1927,2.5264,0.0104,-56.6663
wun,woo,1,CVC,0.6667,-60.0000,3.1558,0.0110,-56.8442
wug,emanate,1,CVC,0.2600,-64.8817,4.6033,0.0221,-60.2783
wut,what,1,CVC,0.7417,-60.0000,3.0637,0.0105,-56.9363
wux,system,0,CVC,0.2328,-60.0000,2.4263,0.0109,-57.5737
grit,hello,1,CCVC,0.3027,-60.0000,3.7917,0.0056,-56.2083
griv,grieve,1,CCVC,1.0000,-60.0000,2.9656,0.0045,-57.0344
grem,grim,1,CCVC,0.9437,-60.0000,3.4466,0.0051,-56.5534
gred,grade (score),1,CCVC,0.8875,-60.0000,4.3543,0.0058,-55.6457
grep,grape,1,CCVC,0.8875,-60.0000,3.6688,0.0055,-56.3312
gres,guess,1,CCVC,0.6000,-58.6852,3.5618,0.0052,-55.1234
gram,gram (measure),1,CCVC,1.0000,-60.0000,3.2850,0.0052,-56.7150
grad,grid,0,CCVC,0.8313,-60.0000,4.1353,0.0059,-55.8647
grap,issue,1,CCVC,0.2370,-60.0000,3.5608,0.0057,-56.4392
gras,grass,1,CCVC,0.8000,-60.0000,3.4299,0.0054,-56.5701
grav,graviton,1,CCVC,0.5000,-60.0000,3.1714,0.0049,-56.8286
grac,jaw,1,CCVC,0.7442,-60.0000,3.1757,0.0053,-56.8243
gral,foot,1,CCVC,0.2679,-57.8038,2.4737,0.0048,-55.3300
groq,lion,1,CCVC,0.5375,-60.0000,2.5439,0.0044,-57.4561
gror,growl,1,CCVC,0.7550,-60.0000,2.3160,0.0044,-57.6840
grum,row,1,CCVC,0.3375,-60.0000,2.9427,0.0048,-57.0573
grun,grow,1,CCVC,0.5563,-56.9328,3.2634,0.0050,-53.6693
grup,group (math),1,CCVC,0.8000,-59.7000,2.9227,0.0047,-56.7773
grut,grit (strength),1,CCVC,0.8625,-60.0000,3.3472,0.0050,-56.6528
gruv,rub,1,CCVC,0.6825,-60.0000,2.6876,0.0042,-57.3124
glip,lip,1,CCVC,0.7500,-60.0000,3.3159,0.0051,-56.6841
glen,gluon,1,CCVC,0.6900,-60.0000,3.9215,0.0055,-56.0785
gled,lay,1,CCVC,0.5000,-60.0000,4.3309,0.0057,-55.6691
